id,kind
aphidicolane scaffold to aphidicolin,entity
ER localization of PbP450-1,entity
efficient aphidicolin pathway execution,entity
AusA cluster,entity
DMOA-derived polyketide precursor module,entity
AusN-containing cluster,entity
prenylation/cyclization/tailoring to austinol and dehydroaustinol,entity
NfSS,entity
sesterfisherol,entity
NfP450,entity
sesterfisherol → sesterfisheric acid,entity
FCK1,entity
AMP/DMAPP-derived cytokinin pathway,entity
Fusarium cytokinins,entity
plant cytokinin signalling,entity
PerA,entity
peramine,entity
ryegrass–Epichloë symbiotum from insect herbivory,entity
SthB,entity
betaenone-family precursor → bridged tricyclic scaffold,entity
host infection,entity
cluster transcriptional access,entity
lna cluster,entity
lnb cluster,entity
L-Tyr-derived imine intermediate,entity
piperazine/morpholine/oxidized products,entity
CalA + CalK,entity
decalin branch,entity
CalA + CalH,entity
polyene branch,entity
CalD,entity
decalin + polyene portions,entity
acurin PKS,entity
acurin NRPS,entity
split PKS + NRPS architecture,entity
fission of ancestral PKS–NRPS hybrid,entity
Ev460pks,entity
two polyenoic β-ketolactones,entity
asteltoxin,entity
AnATPKS,entity
amino-acid-derived α-pyrone scaffold,entity
AnOMT,entity
pyrophen pathway intermediates,entity
FGM4,entity
fg3_54 transcriptional programme,entity
NRPS9,entity
NRPS5 seven-module elongation,entity
fusaoctaxin A,entity
wheat cell-to-cell invasion,entity
AfumA,entity
squalene epoxide to hopane scaffold,entity
AfumB,entity
hopane intermediate,entity
AfumC,entity
fumihopaside precursor,entity
fumihopaside A,entity
heat/UV stress tolerance,entity
BGC0002267 / cluster B,entity
physically separate cluster A,entity
ATEG_07659 + ATEG_07661,entity
preasperpyranone branch,entity
three transcription factors,entity
two-cluster azasperpyranone programme,entity
PfpA,entity
initial hybrid PKS-NRPS 2-pyridone precursor,entity
PfpB,entity
PfpA-derived pyridone intermediate,entity
PfpC,entity
ortho-quinone-methide intermediate,entity
"citridone A, tersone D and related scaffolds",entity
late pfp P450 activity,entity
citridone B/B' quaternary-carbon scaffold,entity
PfpD; PfpE,entity
additional cytochrome P450 tailoring enzymes,entity
PfpF,entity
PfpG,entity
transcription factor,entity
mca17 regulator overexpression,entity
MCA17-1 production,entity
hybrid PKS-NRPS core,entity
MCA17-1 scaffold,entity
SwnA/SwnR and unclustered routes,entity
pipecolic acid,entity
SwnK,entity
pipecolate into indolizidine intermediates,entity
SwnH1/SwnH2,entity
late intermediates toward swainsonine,entity
atqA,entity
asterriquinone CT5 production,entity
anaPS,entity
asterrelenin / epi-aszonalenin A family production,entity
BtyA,entity
butyrolactone I / III family production,entity
BtyA adenylation domain,entity
4-hydroxyphenylpyruvate,entity
ApvA,entity
aspulvinone H / B1 production,entity
ApvA adenylation domain,entity
phenylalanine analogue feeding,entity
substituted pyrophen analogue output,entity
ATRR,entity
glycine betaine → glycine betaine aldehyde → choline,entity
choline supplementation,entity
Δatrr betaine-challenge growth phenotype,entity
GreA,entity
2 × 4-hydroxyphenylpyruvate → atromentin,entity
GreA adenylation domain,entity
4-hydroxyphenylpyruvate; phenylpyruvate,entity
PbhdaA deletion,entity
brs transcription and brasiliamide I production,entity
BrsA,entity
L-phenylalanine-derived piperazine scaffold,entity
BrsJ,entity
piperazine ring toward brasiliamide A,entity
brsH / brsD deletion,entity
brasiliamide congener profile,entity
Omp6 enzyme,entity
FPP → δ-6 protoilludene,entity
Omp7 enzyme,entity
Omp6/Omp7 loci,entity
duplicated protoilludene-synthase programme with distinct neighboring tailoring repertoires,entity
SmbA + SmbB,entity
early tetramic/pyridone scaffold,entity
SmbE,entity
C11 hydroxylation → tetrahydropyran ring formation,entity
SmbF,entity
phenylalanine-derived side chain at para position,entity
SmbG,entity
N-demethylsambutoxin → sambutoxin,entity
bisA-bisK programme,entity
biscognienyne/eutypinic-acid pathway outputs,entity
BisI,entity
prenyl chains,entity
C5 and C15 prenyl-chain substrates,entity
precursor feeding,entity
bis pathway intermediate and branch products,entity
AshP,entity
γ-naphthopyrone coupling substrate,entity
AshL,entity
γ-naphthopyrones → axially chiral dimer,entity
laccase identity/reaction conditions,entity
M/P atropisomeric outcome,entity
PvhA + PvhC,entity
reactive acyclic precursor 3,entity
PvhE,entity
3 → carboxylated 6,entity
PvhD,entity
6 → 7,entity
PvhB,entity
6/7 → cis-decalin varicidin products,entity
Pc20g10860,entity
GGPP → deoxyconidiogenol,entity
Pc20g10870,entity
deoxyconidiogenol → conidiogenone,entity
conidiogenone,entity
conidiation in P. cyclopium,entity
Snf2 activity,entity
PUL1-PUL3,entity
snf2 loss-of-function,entity
cyclo(Leu-Leu) / pulcherriminic acid metabolite set,entity
pulcherriminic acid,entity
pulcherrimin pigment,entity
SNF2 complementation,entity
pigmentation and strong antifungal phenotype,entity
MelA,entity
4-hydroxyphenylpyruvate → aspulvinone E,entity
TyrP,entity
aspulvinone E → reactive oxidized species,entity
reactive TyrP products,entity
Asp-melanin,entity
UV stress,entity
soil-amoeba phagocytosis,entity
ctdQ,entity
21R-citrinadin A biosynthesis,entity
CtdU,entity
citrinadin intermediate at C7,entity
CtdE,entity
bicyclo[2.2.2]diazaoctane PIA intermediates → 3S-spirooxindoles,entity
aetokthonotoxin,entity
"cyanobacterial BGC0002643, not fungal BGC0002368",entity
Cladosporium sp. SW67,entity
cladosporiumins I/J,entity
clsI + clsK,entity
tetramic-acid metabolite biosynthesis,entity
SubA/SubC/SubD plus conserved SubB/SubE classes,entity
common DDP intermediate 4,entity
SubF/DpmaF,entity
common DDP intermediate → subglutinols A/B,entity
subglutinol A,entity
Drosophila DL-1 cell growth,entity
subglutinol A injection,entity
acute adult-Drosophila paralysis/unmoving phenotype,entity
dpfgA-E,entity
common decalin-containing diterpenoid-pyrone core,entity
dpfgG/dpfgH,entity
C8 stereochemistry by sequential oxidation/reduction,entity
dpfgI/dpfgJ/dpfgK,entity
late FDDP intermediates → FDDP-D/E,entity
C16 PKS/terpene-synthase integrity,entity
native FDDP-D/E production,entity
dpchA-E core,entity
common decalin-containing diterpenoid-pyrone intermediate,entity
DpchG/DpchH,entity
C8 stereochemistry,entity
DpchF,entity
late dpch intermediate → higginsianin A,entity
broader higginsianin/secondary-metabolite output,entity
higginsianin B,entity
JAZ degradation / JA-Ile signalling,entity
P. chartarum spores,entity
sporidesmin-family toxins,entity
sporidesmin A exposure,entity
facial eczema/pithomycotoxicosis in grazing ruminants,entity
Spd candidate locus,entity
characterized fungal ETP biosynthetic clusters,entity
Pro1,entity
FPP → 6-protoilludene,entity
CYP-Arm3,entity
6-protoilludene → 8α-hydroxy-6-protoilludene,entity
CYP-Arm2,entity
6-protoilludene → unresolved polar product,entity
complete armillyl-orsellinate programme,entity
BGC0002445 five-gene early module,entity
BsPS/Ssk6,entity
preterpestacin I scaffold,entity
ssk6 deletion,entity
native preterpestacin-derived metabolite programme,entity
ssk4 glycosyltransferase candidate,entity
glycosylated terpestacin branch,entity
selected downstream congeners,entity
LPS-induced NO production in RAW264.7 cells,entity
MPAS/CuPKS1,entity
methylphloracetophenone precursor,entity
MPAO,entity
methylphloracetophenone toward usnic acid,entity
intact lichen state,entity
mpas/mpao transcription and usnic-acid detection,entity
pen cluster,entity
"α,β-polysulfide ETP family",entity
PenP,entity
Phe-derived diketopiperazine scaffold,entity
isolated ETP congeners,entity
adametizine/penigainamide/FA2097-related states,entity
adametizine A,entity
selective cytotoxicity and mild antiaging activity,entity
G9 FUM-cluster haplotype,entity
fumonisin-producing progeny,entity
FUM21,entity
FUM6/FUM8/FUM10 transcription,entity
FUM21 defect + FUM7-region defect,entity
G1 fumonisin nonproduction,entity
FUM cluster,entity
fumonisin B1/B2/B3,entity
XenE + XenG,entity
tyrosine-nonaketide skeleton,entity
XenA,entity
skeleton → pyrrolidinone intermediate,entity
XenF,entity
precursor → cyclohexane intermediate,entity
XenD,entity
XenF product → XenC substrate,entity
XenC,entity
para-cyclophane ether preceding spontaneous Diels-Alder closure,entity
SpoP/SpoM pathway arm,entity
methylated naphthalene coupling precursor,entity
SpoL + SpoF,entity
naphthalene precursor → sporandol,entity
purple C. macilenta chemotype,entity
brq1–brq6 and biruloquinone-producing phenotype,entity
brq5 / PKS21,entity
biruloquinone polyketide precursor,entity
brq3 / brq4,entity
methylation and oxidation steps in proposed biruloquinone biosynthesis,entity
brq2,entity
biruloquinone or a pathway metabolite,entity
Stl-TS,entity
"DMAPP + IPP → stellata-2,6,19-triene",entity
Stl-P450,entity
"stellata-2,6,19-triene → stellatic acid",entity
A. mulundensis Y-30462,entity
mulundocandin,entity
BGC0002611 / KP742486.1,entity
mulundocandin biosynthesis,entity
htyA-htyD,entity
homotyrosine precursor biosynthesis,entity
AKJ70942.1 NRPS,entity
echinocandin lipohexapeptide assembly,entity
AndM,entity
"3,5-dimethylorsellinic acid",entity
AndD,entity
DMOA-derived aromatic precursor with farnesyl group,entity
AndA,entity
andiconin bicyclo[2.2.2]octane core,entity
AndF,entity
anditomin,entity
historical Diels-Alder model,entity
AndA enzyme-mediated skeletal reconstruction,entity
esdpA,entity
pyrone polyketide precursor,entity
esdpD,entity
GGPP diterpene precursor,entity
esdpC,entity
polyketide and diterpene branches,entity
esdpE,entity
diterpenyl side chain before cyclization,entity
esdpB,entity
DDP terpene moiety,entity
engineered esdp/tailoring combinations,entity
expanded DDP chemical space,entity
P. roridum NRRL 2183,entity
halovirs I–K,entity
PrHalA-containing candidate locus,entity
halovir I–K biosynthesis,entity
SdxC + SdxD + SdxA,entity
ketone 12,entity
SDR-mediated reduction of ketone 12,entity
spontaneous o-QM/cation cyclization to M/P-deoxyakanthomycin,entity
SdxB,entity
N-hydroxylation toward akanthomycin,entity
Xylaria sp. 218_066,entity
xylaroamide A,entity
candidate Xyl NRPS locus,entity
xylaroamide A biosynthesis,entity
FfnC,entity
phosphonoacetaldehyde -> 2-hydroxyethylphosphonic acid,entity
FfnD,entity
2-hydroxyethylphosphonic acid -> (S)-epoxyethylphosphonic acid,entity
FfnABCD conserved module,entity
early fosfonochlorin phosphonate biosynthesis,entity
Copu5,entity
FPP -> (+)-δ-cadinol,entity
MEP-pathway optimization,entity
heterologous (+)-δ-cadinol production,entity
Copu9,entity
CONPUDRAFT_118913,entity
Copu9 structure 7OFL,entity
PKS12,entity
AurR1/GIP2,entity
aurofusarin cluster expression,entity
AurT,entity
rubrofusarin,entity
iron deficiency,entity
mrsidA/mrsidD expression and siderophore production,entity
mrsidA,entity
metachelins and dimerumic acids,entity
mrsidD,entity
both coprogen and dimerumic-acid branches,entity
B. sorokiniana 11134,entity
chlorinated chromones/xanthones,entity
candidate halogenase-associated locus,entity
BGC0002726 product family,entity
iliA+B+C+D,entity
ilicicolin H and ilicicolin J,entity
AneC,entity
"dauca-4,7-diene",entity
AneF,entity
"dauca-4,7-diene C-12 → asperaculane D",entity
AneD,entity
asperaculane D at C-10 → asperaculane E,entity
AneG,entity
asperaculane E → aculene D via C-2 oxidation/decarboxylation,entity
AneB + AneE,entity
L-proline-derived moiety to aculene D/C → B/A,entity
srdA+C+D+E,entity
salicylic alcohol intermediate 2,entity
SrdI,entity
alcohol 2 → aldehyde 3,entity
full srd cluster,entity
sordarial,entity
native N. crassa OR74A,entity
sordarial UNCERTAIN / unobserved in defining study,entity
P. brasilianum HBU-136,entity
spirotryprostatin G and cyclotryprostatins,entity
candidate ctp locus,entity
indole-diketopiperazine product family,entity
rice + 1.0% MgCl2,entity
eight HBU-136 IDKPs,entity
A. nanangensis MST-FP2251,entity
nanangenines,entity
putative nan cluster,entity
nanangenine biosynthesis,entity
FE257_006542,entity
drimane precursor chemistry,entity
ATEG_03629,entity
ATEG_03630,entity
"5-methylorsellinic acid → 2,4-dihydroxy-5,6-dimethylbenzaldehyde",entity
ATEG_03629 + ATEG_03630,entity
two-step aryl-aldehyde module in yeast,entity
AtAS,entity
preaspterpenacid I,entity
AtP450,entity
preaspterpenacid I at C22,entity
native A. terreus NIH2624,entity
UNCERTAIN in defining study,entity
verA,entity
verrucosidin production,entity
ΔverA,entity
verrucosidin in culture and apples,entity
cl3A deletion,entity
NRRL995 dov cluster,entity
X6 ver cluster,entity
ver cluster genotype,entity
P. polonicum strains IBT4502/X6 and hy4,entity
D. bispora CBS 962.96,entity
dendrothelin A-related peptides,entity
DbiMA1,entity
its C-terminal borosin core peptide,entity
OphMA_DbiCORE + OphP,entity
dendrothelin A,entity
DbiP,entity
native DbiMA1 core,entity
M. incognita,entity
L. edodes,entity
lentinulin A-related peptides,entity
LedMA,entity
lentinulin core precursor,entity
LedP,entity
tested borosin precursors/hybrids,entity
OphMA_LedCORE + OphP/LedP,entity
lentinulin A,entity
AcdD,entity
3-hydroxy-L-kynurenine,entity
AcdB,entity
one malonyl-CoA unit,entity
aspcandine tricyclic scaffold,entity
BDW47DRAFT_120077,entity
aspcandine/pathway metabolite,entity
DbaI,entity
DHMBA,entity
DbaH,entity
DHMBA-derived azanidulone/tropolone branch,entity
TroA,entity
tropolone-ring branch,entity
sepedonin,entity
anhydrosepedonin,entity
DbaB,entity
antibiotic C,entity
S. mobaraensis glycopeptide signal,entity
DbaA-dependent dba/troA transcription,entity
BrvA,entity
polyketide-derived pyrone precursor,entity
BrvB + BrvC,entity
geranylgeranyl-derived terpene unit,entity
BrvF,entity
epoxidized prenylated scaffold,entity
BrvJ,entity
brevione-B-derived branch substrate,entity
BrvL,entity
brevione E,entity
CTC1,entity
CTC4,entity
orsellinic-acid-derived scaffold,entity
CTC2,entity
colletochlorin branch,entity
ΔcclA,entity
native colletorin/colletochlorin chemistry,entity
extra CTC4 expression,entity
downstream colletochlorin-family production in yeast,entity
spyA,entity
triacetic acid lactone,entity
spyF,entity
TAL with GGPP to geranylgeranyl-triacetate lactone,entity
spyC,entity
geranylgeranyl-triacetate lactone terminal olefin,entity
spyD,entity
epoxygeranylgeranyl-triacetate lactone to sartorypyrones F and D,entity
spyB,entity
sartorypyrones D/F to sartorypyrones A/G,entity
spyE,entity
GGPP for the diterpenoid branch,entity
Ma_OvaA,entity
"octanoyl-, 2-octenoyl-, hexanoyl- and 2-hexenoyl starter units",entity
Ma_OvaB,entity
starter units to ACP-bound resorcylyl thioesters,entity
Ma_OvaC,entity
resorcylyl thioesters to olivetolic acid and analogs,entity
DrcA,entity
"CJ-20,557",entity
DrcA SAT domain,entity
depside ester bond,entity
DrcB,entity
"CJ-20,557 to duricamidepside",entity
LtbA,entity
luteodiene A / gem-dimethylated polyketide chain,entity
LtbA cAT domain,entity
polyketide chain using glucinol to form luteodienoside A,entity
LtbB,entity
glucinol-dependent luteodienoside A production,entity
A. nidulans host enzymes,entity
luteodienoside A to luteodiene A and luteodienoside B,entity
PbpsA,entity
"3,6-dialkyl-α-pyrone",entity
EstB1,entity
indole-diterpene precursor to emindole SA architecture,entity
MollD,entity
depsidone ether and C-3 hydroxylated intermediates,entity
MollC,entity
depsidone intermediate,entity
MollF,entity
aromatic depsidone precursor to mollicellin Z,entity
sclA,entity
sclerotiorin-like azaphilone production,entity
sclI,entity
Clz14+Clz17+Clz11,entity
L-731.120,entity
Clz2,entity
squalestatin tetraketide side-chain precursor,entity
Clz6,entity
tricarboxylic core with tetraketide side chain,entity
fructose/glucose condition,entity
cristazarin production and crz1-crz9 induction,entity
crz7 / PKS22,entity
cristazarin pathway,entity
DesB,entity
indole-diterpene precursor to emindole DA/DB architecture,entity
DesM,entity
PaxM methyltransferase role in heterologous pathway,entity
MilA / CCM_09346,entity
highly reducing polyketide synthase in the cordypyrone module,entity
MilB / CCM_09345,entity
trans-acting enoyl reductase in the cordypyrone module,entity
three-gene module,entity
cordypyrone A and cordypyrone B,entity
PKS21/six-gene locus,entity
biruloquinone-producing chemotype,entity
SidC,entity
ferricrocin,entity
SidC A3,entity
L-AHO onto downstream T domains,entity
SidC C3,entity
three-residue peptidyl intermediate,entity
AtnH+AtnG,entity
hexaketide arthripenoid core,entity
AtnF,entity
decarboxylated aromatic polyketide,entity
AtnI,entity
bis-epoxidized meroterpenoid precursor,entity
arthripenoid B-derived oxidized intermediate,entity
arthripenoids A/C/D/E/F,entity
AncC,entity
FPP to (+)-albicanol,entity
AncA,entity
FPP to (R)-trans-gamma-monocyclofarnesol,entity
FnsA,entity
naringenin from p-coumaric acid + malonyl-CoA,entity
FnsA A domain,entity
p-coumaric acid and p-hydroxybenzoic acid,entity
AstE/A/G,entity
5'-farnesyl-DHMP early meroterpenoid,entity
AstI,entity
13-deacetoxyaustalide I at C-6,entity
AstB,entity
13-O-deacetylaustalide I to hemiacetal precursor,entity
AstL,entity
hemiacetal to form austalide-B orthoester,entity
AstK,entity
austalide B to austalide F,entity
SesE+SesM+SesB,entity
prelecanindole,entity
SES cluster,entity
TER-cluster-derived indole-diterpene substrates,entity
SES/TER crosstalk,entity
indole-terpenoid congener diversity,entity
PKS16-centered cluster,entity
gyrophoric-acid-producing Umbilicaria species,entity
candidate GA cluster family,entity
gyrophoric/umbilicaric/hiascic acid profiles,entity
opd cluster,entity
Oxopyrrolidines A/B,entity
OpdC,entity
OpdA reductive chain assembly,entity
PscyA,entity
N-methylated amino-acid substrates,entity
PscyB,entity
cycloaspeptides A/E,entity
VdoD,entity
cyclopenin to cyclopenol,entity
cyclopenol,entity
viridicatol,entity
candidate ilicicolin BGC,entity
ilicicolinal/ilicicolinic acid A production,entity
annullatin BGC,entity
annullatin family,entity
Rsf1,entity
rasfonin biosynthesis,entity
eup2 cluster,entity
Eupenifeldin family,entity
dep physical cluster,entity
terminal nornidulin halogenation,entity
MacC,entity
tetramic-acid beta carbon,entity
candidate azaphilone BGC,entity
sclerotiorin/isochromophilone production,entity
crmA,entity
fumicicolin A/B production,entity
copper starvation,entity
CrmA-dependent metabolite programme,entity
valine isocyanide,entity
fumicicolin and fumivaline branches,entity
TraH,entity
crustosic acid toward olefinic intermediate,entity
TraD,entity
TraH-derived intermediate to terrestric acid,entity
terrestric-acid BGC,entity
terrestric acid,entity
soppiline BGC,entity
soppilines A-C,entity
HR-PKS,entity
polyunsaturated alkyl chain,entity
type III PKS,entity
alkylresorcinol-forming release/cyclization,entity
GdlS,entity
FPP to germacradienol,entity
Mg2+,entity
GdlS catalytic activity,entity
native A. ustus tested conditions,entity
detectable germacradienol/geosmin production,entity
SatA,entity
FPP to sativene,entity
SatB,entity
sativene-derived skeleton,entity
SatC,entity
aldehyde intermediate to prehelminthosporol,entity
Hda1,entity
BEA cluster output,entity
Kmt6/H3K27 state,entity
BEA chromatin accessibility/output,entity
BEA3,entity
beauvericin production,entity
BEA1,entity
LB + 2% fructose,entity
MpbA expression and malpibaldin production,entity
MpbA,entity
malpibaldin A-C biosynthesis,entity
MpbA A domains,entity
module-specific amino acid substrates,entity
TndC,entity
talarodiene from GGPP,entity
talarodiene,entity
talaronoid C,entity
prenyltransferase and diterpene-cyclase functions,entity
MpcA expression and malpicyclin production,entity
MpcA,entity
malpicyclin A-F biosynthesis,entity
malpicyclins A-D,entity
tested Gram-positive bacteria,entity
MpcA A domains,entity
NRPS4 overexpression,entity
fusahexin production,entity
NRPS4,entity
fusahexin,entity
NRPS4 terminal module,entity
two leucine incorporations,entity
Pro-Thr oxazine ether bridge,entity
EchPT1,entity
cyclo-L-Trp-L-Ala to preechinulin,entity
EchPT2,entity
preechinulin and dehydro congeners,entity
EchP450,entity
preechinulin at C10-C11,entity
preechinulin,entity
echinulin via EchPT2 or neoechinulin A branch via EchP450,entity
four-gene cluster,entity
echinulin/neoechinulin A production in A. nidulans,entity
UcdG,entity
4-hydroxyphenylpyruvate from L-tyrosine,entity
UcdA,entity
atromentin,entity
UcdB,entity
atromentin-derived quinone,entity
UcdE,entity
dihydroxyterphenyllin to usterphenyllin products,entity
usterphenyllins,entity
uscandidusin dibenzofurans,entity
ortho-dihydroxyphenyl motif,entity
pbo cluster,entity
(-)-protubonine B,entity
bimodular NRPS,entity
cyclo-L-Trp-L-Leu-derived scaffold,entity
flavin-dependent oxygenase,entity
indole-containing protubonine intermediate,entity
two acetyltransferases,entity
protubonine intermediates toward final diacetylated product,entity
PbaC,entity
L-tryptophan to tryptamine,entity
PbaE,entity
tryptamine,entity
PbaD,entity
prenylated tryptamine intermediate with L-glutamate,entity
PbaB,entity
indole C2-C3 bond,entity
L-glutamic acid feeding,entity
penindolenes A-D,entity
antimicrobial and acetylcholinesterase-inhibitory activity,entity
PhoE,entity
phomoxanthone A,entity
PhoCDEFGHK,entity
chrysophanol,entity
PhoBJKLMNP,entity
chrysophanol to penexanthone B,entity
PhoO,entity
two penexanthone B units via C4-C4' bond,entity
MIBiG BGC0003093,entity
retired — validation failed,entity
ΔphoE,entity
alternative monoterpene/polypropionate pathways,entity
prosJ,entity
3-methylorsellinic-acid/depside biosynthesis,entity
prosK/prosB/prosA/prosC/prosF,entity
depside intermediates toward roseopurpurins C/D,entity
prosG,entity
human cyclin-dependent kinases,entity
roseopurpurin C,entity
CDK2 with ATP,entity
G1 cell-cycle arrest in HCT116,entity
A. uvarum cluster-TF overexpression,entity
late roseopurpurin product titers condition-dependently,entity
FmPKS8 / FMAN_15223,entity
fusamarin biosynthesis,entity
FmKmt1/H3K9 methylation,entity
FmPKS8 cluster expression,entity
6 mM NaNO3,entity
FmPKS8/fusamarin production,entity
glutamine/high nitrate,entity
FmPKS8 expression in F. mangiferae,entity
FMAN_15219/FMAN_15224 flanks,entity
target fusamarin compounds,entity
fusamarins,entity
moderate cytotoxicity,entity
pycPKS,entity
tropolone polyketide branch,entity
pycR6,entity
humulene,entity
pycR1,entity
hetero-Diels-Alder coupling,entity
StrA KR domain,entity
beta-keto reduction and reductive polyketide chain release,entity
StrC,entity
aromatization of the salicylaldehyde scaffold,entity
jmaza-like locus,entity
multiformin azaphilone production,entity
multiformins,entity
J. multiformis stromata,entity
OesA,entity
orsellinyl group onto 3-hydroxypropanoic acid,entity
OesA ACP1 and ACP2,entity
product formation,entity
mfnPKS1/mfnPKS2,entity
complementary tetraketide-derived building blocks,entity
mfnL3,entity
pyrone pathway intermediates,entity
mfn pathway,entity
multiforisin H,entity
VrcA,entity
GFPP to variecoladiene,entity
VrcB,entity
variecoladiene-derived intermediates to variecolin/variecolactone,entity
candidate azaphilone locus,entity
minutellin/hinnulin chemistry,entity
minutellins A-D,entity
J. minutella stromata,entity
KtnS,entity
coumarin precursor for kotanin,entity
KtnC,entity
two phenolic monomers regio- and stereoselectively,entity
Ao415,entity
desferriferrichrome biosynthesis,entity
desferriferrichrome/iron balance,entity
nematode-trap formation,entity
PeTS1,entity
FPP-derived substrate to (+)-aristolochene,entity
MBP fusion + MEP engineering,entity
heterologous (+)-aristolochene titer,entity
dpfgA / PKS15,entity
FDDP-D/E biosynthesis,entity
dpfgE / terpene synthase,entity
efficient FDDP-D/E production,entity
dpfgG/H/I/J/K tailoring module,entity
common intermediate toward FDDP-D/E,entity
wheat infection,entity
C16 terpene-synthase disruption,entity
wheat disease phenotype,entity
Q6 liquid medium,entity
high in vitro FDDP-D/E detection,entity
PF33-1_006185 / PKS16,entity
olivetoric/physodic acid pathway,entity
candidate-cluster cytochrome P450,entity
depsidone ether-bond formation,entity
olivetoric acid,entity
physodic acid,entity
cluster 4,entity
both P. furfuracea chemotypes,entity
physodic-acid chemotype,entity
physodic acid production,entity
JAIUPS000000000,entity
PF33-1_006185 / cluster 4,entity
BGC0003144 canonical physical placement,entity
literature candidate locus without coordinate reconciliation,entity
MpsA + MpsG,entity
tetramic-acid precursor,entity
MpsD,entity
macrophasetin A precursor,entity
MpsF,entity
macrophasetin A to C,entity
group-D TAS1 homologue,entity
fungal γ-lactam biosynthesis,entity
Taslactam C,entity
proteasome,entity
mlfA,entity
Malformin A2/C biosynthesis,entity
mlfA complementation,entity
malformin production,entity
Taslactam D,entity
taslactam γ-lactam family,entity
pksAC in A. fabae,entity
ascochitine production,entity
AV22 cluster,entity
A. fabae ascochitine cluster,entity
AnuA,entity
aromatic polyketide core,entity
AnuH,entity
annullatin intermediate,entity
AnuG,entity
precursor to annullatin D,entity
FUP1,entity
fusaproliferin sesterterpene pathway,entity
FUP4,entity
terpestacin,entity
FUP5,entity
terpestacin to fusaproliferin,entity
CpaA/CpaS,entity
cAATrp,entity
CpaD,entity
cAATrp to β-CPA,entity
CpaO,entity
β-CPA to α-CPA,entity
TvTS-PT,entity
HexPP,entity
TvTS-TC,entity
HexPP to talaropentaene,entity
amyB promoter replacement,entity
native TvTS product formation,entity
MpMS-PT,entity
MpMS-TC,entity
HexPP to macrophomene,entity
MpMS D114A/N115A,entity
PT activity from TC activity,entity
CgCS / Cgl13855,entity
colleterpenol,entity
CgCS prenyltransferase domain,entity
HexPP precursor,entity
BGC0003159 canonical interval,entity
ES026 functional locus without sequence reconciliation,entity
early EAS genes dmaW/easF/easE/easC,entity
chanoclavine I formation,entity
easD/easA/easG,entity
agroclavine branch,entity
late EAS/lps gene complement,entity
lysergyl amides and ergobalansine,entity
host symbiosis,entity
native ergot-alkaloid production,entity
lpsB,entity
ergovaline biosynthesis,entity
lpsB disruption,entity
lysergic acid,entity
lysergyl-alanine/ergovaline branch progression,entity
grass host association,entity
high EAS pathway expression,entity
idtG/idtM/idtB/idtC core,entity
paspaline scaffold biosynthesis,entity
idtP/idtQ/idtK/idtF peripheral module,entity
downstream indole-diterpene diversification,entity
native indole-diterpene production,entity
idtS,entity
P. ipomoeae IDT pathway,entity
