id,kind,label,organism
M4-FUNG-0238,BGC,BGC0001636,Curvularia clavata
NCBITAXON:95742,ORGANISM,Curvularia clavata,
M4-FUNG-0239,BGC,BGC0001642,Fusarium fujikuroi IMI 58289
ORG_17bac3b9f14e,ORGANISM,Fusarium fujikuroi IMI 58289,
M4-FUNG-0240,BGC,BGC0001659,Fusarium equiseti
ORG_31f88d0ac475,ORGANISM,Fusarium equiseti,
M4-FUNG-0241,BGC,BGC0001668,Aspergillus nidulans FGSC A4
M4-FUNG-0242,BGC,BGC0001677,Penicillium roqueforti
M4-FUNG-0243,BGC,BGC0001679,Aspergillus nidulans FGSC A4
M4-FUNG-0244,BGC,BGC0001691,Thelonectria discophora
NCBITAXON:1053259,ORGANISM,Thelonectria discophora,
M4-FUNG-0245,BGC,BGC0001697,Neurospora crassa OR74A
NCBITAXON:367110,ORGANISM,Neurospora crassa OR74A,
M4-FUNG-0246,BGC,BGC0001699,Aspergillus nidulans FGSC A4
M4-FUNG-0247,BGC,BGC0001706,Hypoxylon pulicicidum
NCBITAXON:1243767,ORGANISM,Hypoxylon pulicicidum,
M4-FUNG-0248,BGC,BGC0001708,Aspergillus novofumigatus IBT 16806
NCBITAXON:1392255,ORGANISM,Aspergillus novofumigatus IBT 16806,
M4-FUNG-0249,BGC,BGC0001712,Aspergillus steynii IBT 23096
NCBITAXON:1392250,ORGANISM,Aspergillus steynii IBT 23096,
M4-FUNG-0250,BGC,BGC0001717,Penicillium simplicissimum
M4-FUNG-0251,BGC,BGC0001718,Aspergillus aculeatus ATCC 16872
NCBITAXON:690307,ORGANISM,Aspergillus aculeatus ATCC 16872,
M4-FUNG-0252,BGC,BGC0001720,Beauveria bassiana ARSEF 2860
NCBITAXON:655819,ORGANISM,Beauveria bassiana ARSEF 2860,
M4-FUNG-0253,BGC,BGC0001722,Aspergillus nidulans FGSC A4
M4-FUNG-0254,BGC,BGC0001724,Penicillium oxalicum 114-2
NCBITAXON:933388,ORGANISM,Penicillium oxalicum 114-2,
M4-FUNG-0255,BGC,BGC0001729,Penicillium brasilianum
NCBITAXON:104259,ORGANISM,Penicillium brasilianum,
M4-FUNG-0256,BGC,BGC0001734,historical record: Aspergillus sp.; original isolation: Penicillium sp. CNL-338; later pathway study: Aspergillus flavipes CNL-338
ORG_a08e3831fd82,ORGANISM,historical record: Aspergillus sp.; original isolation: Penicillium sp. CNL-338; later pathway study: Aspergillus flavipes CNL-338,
M4-FUNG-0257,BGC,BGC0001738,Pyrenochaetopsis sp.
NCBITAXON:1756125,ORGANISM,Pyrenochaetopsis sp.,
M4-FUNG-0258,BGC,BGC0001741,Phyllosticta cirsii
NCBITAXON:1986016,ORGANISM,Phyllosticta cirsii,
M4-FUNG-0259,BGC,BGC0001749,Pyricularia oryzae 70-15 (pathway paper uses Magnaporthe oryzae)
NCBITAXON:242507,ORGANISM,Pyricularia oryzae 70-15 (pathway paper uses Magnaporthe oryzae),
M4-FUNG-0260,BGC,BGC0001768,current taxonomy: Fusarium vanettenii 77-13-4; historical/MIBiG: [Nectria] haematococca mpVI 77-13-4 / Fusarium solani
NCBITAXON:660122,ORGANISM,current taxonomy: Fusarium vanettenii 77-13-4; historical/MIBiG: [Nectria] haematococca mpVI 77-13-4 / Fusarium solani,
M4-FUNG-0261,BGC,BGC0001775,Cordana terrestris
NCBITAXON:1293529,ORGANISM,Cordana terrestris,
M4-FUNG-0262,BGC,BGC0001776,Penicillium janthinellum
NCBITAXON:5079,ORGANISM,Penicillium janthinellum,
M4-FUNG-0263,BGC,BGC0001793,Chaetothyriaceae sp.
NCBITAXON:1963369,ORGANISM,Chaetothyriaceae sp.,
M4-FUNG-0264,BGC,BGC0001794,Alternaria oxytropis
NCBITAXON:570715,ORGANISM,Alternaria oxytropis,
M4-FUNG-0265,BGC,BGC0001811,Fusarium asiaticum
NCBITAXON:282267,ORGANISM,Fusarium asiaticum,
M4-FUNG-0266,BGC,BGC0001820,historical MIBiG: Gliocladium sp.; defining study: Clonostachys rogersoniana (formerly Gliocladium sp. 6.102)
NCBITAXON:1955101,ORGANISM,historical MIBiG: Gliocladium sp.; defining study: Clonostachys rogersoniana (formerly Gliocladium sp. 6.102),
M4-FUNG-0267,BGC,BGC0001821,historical duplicate record: Gliocladium sp.
M4-FUNG-0268,BGC,BGC0001827,Sarocladium sp. 'schorii'; defining study proposes Sarocladium schorii for former Acremonium strictum IMI 501407
NCBITAXON:2203296,ORGANISM,Sarocladium sp. 'schorii'; defining study proposes Sarocladium schorii for former Acremonium strictum IMI 501407,
M4-FUNG-0269,BGC,BGC0001839,Aspergillus sp. Z5
NCBITAXON:1662659,ORGANISM,Aspergillus sp. Z5,
M4-FUNG-0270,BGC,BGC0001854,Trichoderma harzianum t-22
NCBITAXON:5544,ORGANISM,Trichoderma harzianum t-22,
M4-FUNG-0271,BGC,BGC0001857,MIBiG: Aspergillus sp. CLMG-2019a; defining paper: Aspergillus burnettii
NCBITAXON:209559,ORGANISM,MIBiG: Aspergillus sp. CLMG-2019a; defining paper: Aspergillus burnettii,
M4-FUNG-0272,BGC,BGC0001858,Parastagonospora nodorum SN15
M4-FUNG-0273,BGC,BGC0001865 v4,Parastagonospora nodorum SN15
M4-FUNG-0274,BGC,BGC0001866 v4,Byssochlamys spectabilis
NCBITAXON:264951,ORGANISM,Byssochlamys spectabilis,
M4-FUNG-0275,BGC,BGC0001874 v4,Aspergillus flavus
M4-FUNG-0276,BGC,BGC0001881 v4,Pyricularia grisea
NCBITAXON:148305,ORGANISM,Pyricularia grisea,
M4-FUNG-0277,BGC,BGC0001882 v3,Penicillium rubens Wisconsin 54-1255
M4-FUNG-0278,BGC,BGC0001886 v2,Claviceps purpurea 20.1
M4-FUNG-0279,BGC,BGC0001888 v2,Ustilago maydis 521
M4-FUNG-0280,BGC,BGC0001893 v3,Botrytis cinerea B05.10
M4-FUNG-0281,BGC,BGC0001899 v3,Leptosphaeria maculans JN3; current MIBiG display uses Plenodomus lingam JN3
NCBITAXON:985895,ORGANISM,Leptosphaeria maculans JN3; current MIBiG display uses Plenodomus lingam JN3,
M4-FUNG-0282,BGC,BGC0001901 v3,Trichoderma harzianum
M4-FUNG-0283,BGC,BGC0001906 v2,Daldinia eschscholzii IFB-TL01
NCBITAXON:1169046,ORGANISM,Daldinia eschscholzii IFB-TL01,
M4-FUNG-0284,BGC,BGC0001907 v2,Daldinia eschscholzii IFB-TL01
M4-FUNG-0285,BGC,BGC0001909 v3,Strobilurus tenacellus
NCBITAXON:41251,ORGANISM,Strobilurus tenacellus,
M4-FUNG-0286,BGC,BGC0001913 v3,fungal sp. ATCC 74256
NCBITAXON:1729595,ORGANISM,fungal sp. ATCC 74256,
M4-FUNG-0287,BGC,BGC0001915 v3,Phoma betae
M4-FUNG-0288,BGC,BGC0001923 v3,Acremonium egyptiacum
NCBITAXON:749675,ORGANISM,Acremonium egyptiacum,
M4-FUNG-0289,BGC,BGC0001924 v3,Acremonium egyptiacum
M4-FUNG-0290,BGC,BGC0001926 v3,Talaromyces verruculosus
NCBITAXON:198730,ORGANISM,Talaromyces verruculosus,
M4-FUNG-0291,BGC,BGC0001936 v3,Hypoxylon pulicicidum
M4-FUNG-0292,BGC,BGC0001954 v2,Talaromyces wortmannii
M4-FUNG-0293,BGC,BGC0001966 v3,Phoma sp. F3723
NCBITAXON:1707701,ORGANISM,Phoma sp. F3723,
M4-FUNG-0294,BGC,BGC0001969 v3,Talaromyces wortmannii
M4-FUNG-0295,BGC,BGC0001976 v3,Phoma sp. CGMCC 10481
M4-FUNG-0296,BGC,BGC0001977 v3,Phoma sp.
M4-FUNG-0297,BGC,BGC0001978 v3,Aspergillus sp. CLMG-2019a / Aspergillus burnettii study provenance
M4-FUNG-0298,BGC,BGC0001982 v3,Pyricularia grisea
M4-FUNG-0299,BGC,BGC0001988 v3,Aspergillus novofumigatus IBT 16806
M4-FUNG-0300,BGC,BGC0001989 v3,Kluyveromyces lactis
NCBITAXON:28985,ORGANISM,Kluyveromyces lactis,
M4-FUNG-0301,BGC,BGC0001995 v3,Aspergillus oryzae RIB40
M4-FUNG-0302,BGC,BGC0001996 v2,Aspergillus oryzae RIB40
M4-FUNG-0303,BGC,BGC0001998 v2,Aspergillus nidulans FGSC A4
M4-FUNG-0304,BGC,BGC0002030 v3,Byssochlamys spectabilis
M4-FUNG-0305,BGC,BGC0002035 v3,Neonectria sp. DH2
NCBITAXON:1735992,ORGANISM,Neonectria sp. DH2,
M4-FUNG-0306,BGC,BGC0002062 v2,Paecilomyces divaricatus
M4-FUNG-0307,BGC,BGC0002063 v3,Cryptosporiopsis sp. 8999
NCBITAXON:2572248,ORGANISM,Cryptosporiopsis sp. 8999,
M4-FUNG-0308,BGC,BGC0002065 v2,Strobilurus tenacellus
M4-FUNG-0309,BGC,BGC0002066 v3,Trichoderma harzianum
M4-FUNG-0310,BGC,BGC0002067 v3,Penicillium oxalicum 114-2
M4-FUNG-0311,BGC,BGC0002093 v2,Talaromyces variabilis
NCBITAXON:28576,ORGANISM,Talaromyces variabilis,
M4-FUNG-0312,BGC,BGC0002113 v3,Fusarium sp. 190-020-2
NCBITAXON:2765005,ORGANISM,Fusarium sp. 190-020-2,
M4-FUNG-0313,BGC,BGC0002139 v3,Aspergillus burnettii FRR 5400
M4-FUNG-0314,BGC,BGC0002146 v2,Cladobotryum sp. No. 11231 / Cladobotryum sp.
NCBITAXON:2040732,ORGANISM,Cladobotryum sp. No. 11231 / Cladobotryum sp.,
M4-FUNG-0315,BGC,BGC0002149 v2,Aspergillus alliaceus ATCC 20738
M4-FUNG-0316,BGC,BGC0002154 v2,Pyricularia oryzae 70-15
M4-FUNG-0317,BGC,BGC0002155 v3,Pyricularia oryzae 70-15
M4-FUNG-0318,BGC,BGC0002156 v2,Fulvia fulva CBS 131901 (syn. Cladosporium fulvum)
NCBITAXON:1156157,ORGANISM,Fulvia fulva CBS 131901 (syn. Cladosporium fulvum),
M4-FUNG-0319,BGC,BGC0002157 v2,Aspergillus flavus
M4-FUNG-0320,BGC,BGC0002158 v2,Pyricularia oryzae 70-15
M4-FUNG-0321,BGC,BGC0002159 v3,Coprinopsis cinerea okayama7#130
NCBITAXON:240176,ORGANISM,Coprinopsis cinerea okayama7#130,
M4-FUNG-0322,BGC,BGC0002161 v2,Pestalotiopsis fici W106-1
M4-FUNG-0323,BGC,BGC0002162,Aspergillus fischeri NRRL 181
M4-FUNG-0324,BGC,BGC0002163,Fusarium pseudograminearum CS3096
NCBITAXON:1028729,ORGANISM,Fusarium pseudograminearum CS3096,
M4-FUNG-0325,BGC,BGC0002164,Epichloë festucae
M4-FUNG-0326,BGC,BGC0002165,Parastagonospora nodorum SN15
M4-FUNG-0327,BGC,BGC0002167,Aspergillus flavus NRRL 3357
M4-FUNG-0328,BGC,BGC0002168,Aspergillus stellatus
M4-FUNG-0329,BGC,BGC0002169,Aspergillus aculeatus ATCC 16872
M4-FUNG-0330,BGC,BGC0002170,Aspergillus stellatus (current MIBiG mapping)
M4-FUNG-0331,BGC,BGC0002171,Aspergillus niger ATCC 1015
M4-FUNG-0332,BGC,BGC0002172,Fusarium graminearum PH-1
M4-FUNG-0333,BGC,BGC0002173,Aspergillus fumigatus A1163
NCBITAXON:451804,ORGANISM,Aspergillus fumigatus A1163,
M4-FUNG-0334,BGC,BGC0002174,Epichloe festucae
M4-FUNG-0335,BGC,BGC0002175,Aspergillus oryzae RIB40
M4-FUNG-0336,BGC,BGC0002176,Fusarium graminearum PH-1
M4-FUNG-0337,BGC,BGC0002177,Ustilaginoidea virens
NCBITAXON:1159556,ORGANISM,Ustilaginoidea virens,
M4-FUNG-0338,BGC,BGC0002178,Fusarium graminearum PH-1
M4-FUNG-0339,BGC,BGC0002179,Alternaria alternata
M4-FUNG-0340,BGC,BGC0002180,Aspergillus nidulans FGSC A4
M4-FUNG-0341,BGC,BGC0002181,Rhodocybe pseudopiperita
NCBITAXON:693819,ORGANISM,Rhodocybe pseudopiperita,
M4-FUNG-0342,BGC,BGC0002182,Trichoderma virens
NCBITAXON:29875,ORGANISM,Trichoderma virens,
M4-FUNG-0343,BGC,BGC0002183,Wickerhamiella pararugosa
NCBITAXON:49331,ORGANISM,Wickerhamiella pararugosa,
M4-FUNG-0344,BGC,BGC0002184,Aspergillus clavatus NRRL 1
NCBITAXON:344612,ORGANISM,Aspergillus clavatus NRRL 1,
M4-FUNG-0345,BGC,BGC0002185,Penicillium sp. sh18; canonical source lists Penicillium sp.
NCBITAXON:5081 (canonical source genus-level taxon),ORGANISM,Penicillium sp. sh18; canonical source lists Penicillium sp.,
M4-FUNG-0346,BGC,BGC0002186,Fusarium graminearum PH-1
M4-FUNG-0347,BGC,BGC0002187,Pochonia chlamydosporia 170
NCBITAXON:1380566,ORGANISM,Pochonia chlamydosporia 170,
M4-FUNG-0348,BGC,BGC0002188,Fusarium pseudograminearum CS3096
M4-FUNG-0349,BGC,BGC0002189,Fusarium pseudograminearum CS5834 in canonical source; defining paper refers to C5834
NCBITAXON:1318459,ORGANISM,Fusarium pseudograminearum CS5834 in canonical source; defining paper refers to C5834,
M4-FUNG-0350,BGC,BGC0002190,Acremonium chrysogenum ATCC 11550
M4-FUNG-0351,BGC,BGC0002191,Fusarium graminearum PH-1
M4-FUNG-0352,BGC,BGC0002192,fungal sp. No.14919; species unresolved in canonical source
NCBITAXON:1813822,ORGANISM,fungal sp. No.14919; species unresolved in canonical source,
M4-FUNG-0353,BGC,BGC0002193,Aspergillus terreus NIH2624
M4-FUNG-0354,BGC,BGC0002194,Epicoccum nigrum
NCBITAXON:105696,ORGANISM,Epicoccum nigrum,
M4-FUNG-0355,BGC,BGC0002195,Aspergillus oryzae RIB40
M4-FUNG-0356,BGC,BGC0002196,Penicillium crustosum
NCBITAXON:36656,ORGANISM,Penicillium crustosum,
M4-FUNG-0357,BGC,BGC0002197,Penicillium crustosum
M4-FUNG-0358,BGC,BGC0002198,Aspergillus terreus var. terreus
NCBITAXON:2081996,ORGANISM,Aspergillus terreus var. terreus,
M4-FUNG-0359,BGC,BGC0002199,Aspergillus nanangensis
NCBITAXON:2582783,ORGANISM,Aspergillus nanangensis,
M4-FUNG-0360,BGC,BGC0002200,Calcarisporium arbuscula
NCBITAXON:240499,ORGANISM,Calcarisporium arbuscula,
M4-FUNG-0361,BGC,BGC0002201,Bipolaris victoriae FI3; defining paper uses historical Cochliobolus victoriae nomenclature
NCBITAXON:930091,ORGANISM,Bipolaris victoriae FI3; defining paper uses historical Cochliobolus victoriae nomenclature,
M4-FUNG-0362,BGC,BGC0002202,Bipolaris victoriae FI3; historical Cochliobolus victoriae in defining literature
M4-FUNG-0363,BGC,BGC0002203,Beauveria bassiana ARSEF 2860
M4-FUNG-0364,BGC,BGC0002204,Aspergillus flavipes; defining study strain CNL-338
NCBITAXON:41900,ORGANISM,Aspergillus flavipes; defining study strain CNL-338,
M4-FUNG-0365,BGC,BGC0002205,Parastagonospora nodorum SN15
M4-FUNG-0366,BGC,BGC0002206,Trichoderma guizhouense
NCBITAXON:1491466,ORGANISM,Trichoderma guizhouense,
M4-FUNG-0367,BGC,BGC0002207,Psilocybe cyanescens
NCBITAXON:93625,ORGANISM,Psilocybe cyanescens,
M4-FUNG-0368,BGC,BGC0002208,Aspergillus ustus
NCBITAXON:40382,ORGANISM,Aspergillus ustus,
M4-FUNG-0369,BGC,BGC0002209,Aspergillus ustus
M4-FUNG-0370,BGC,BGC0002210,Aspergillus violaceofuscus CBS 115571
NCBITAXON:657443,ORGANISM,Aspergillus violaceofuscus CBS 115571,
M4-FUNG-0371,BGC,BGC0002211,Paraphaeosphaeria sporulosa
NCBITAXON:1460663,ORGANISM,Paraphaeosphaeria sporulosa,
M4-FUNG-0372,BGC,BGC0002212,Moniliophthora roreri MCA 2997
NCBITAXON:1381753,ORGANISM,Moniliophthora roreri MCA 2997,
M4-FUNG-0373,BGC,BGC0002213,Punctularia strigosozonata HHB-11173 SS5
NCBITAXON:741275,ORGANISM,Punctularia strigosozonata HHB-11173 SS5,
M4-FUNG-0374,BGC,BGC0002214,
ORG_6e8172f57e08,ORGANISM,,
M4-FUNG-0375,BGC,BGC0002215,
ORG_21b49e6f1695,ORGANISM,,
M4-FUNG-0376,BGC,BGC0002216,
ORG_c6017f90d7b0,ORGANISM,,
M4-FUNG-0377,BGC,BGC0002218,
ORG_b22b5ba9a6f7,ORGANISM,,
M4-FUNG-0378,BGC,BGC0002219,
ORG_d85b59831717,ORGANISM,,
M4-FUNG-0379,BGC,BGC0002220,
ORG_72fc323b1874,ORGANISM,,
M4-FUNG-0380,BGC,BGC0002221,
ORG_70768ab916c8,ORGANISM,,
M4-FUNG-0381,BGC,BGC0002222,
ORG_6e29ff2602e5,ORGANISM,,
M4-FUNG-0382,BGC,BGC0002223,
ORG_dccbef159ffa,ORGANISM,,
M4-FUNG-0383,BGC,BGC0002224,
ORG_a825e454814d,ORGANISM,,
M4-FUNG-0384,BGC,BGC0002225,
ORG_43dffc297132,ORGANISM,,
M4-FUNG-0385,BGC,BGC0002226,
ORG_ddcf71f2b181,ORGANISM,,
M4-FUNG-0386,BGC,BGC0002227,
ORG_30de335eae3e,ORGANISM,,
M4-FUNG-0387,BGC,BGC0002228,
ORG_1be47c6350ca,ORGANISM,,
M4-FUNG-0388,BGC,BGC0002229,
ORG_d40377b519a7,ORGANISM,,
M4-FUNG-0389,BGC,BGC0002230,
ORG_2c597a5aa564,ORGANISM,,
M4-FUNG-0390,BGC,BGC0002231,
ORG_e3cadbe52f24,ORGANISM,,
M4-FUNG-0391,BGC,BGC0002232,
ORG_f21506a2afad,ORGANISM,,
M4-FUNG-0392,BGC,BGC0002233,
ORG_28b63b531c3c,ORGANISM,,
M4-FUNG-0393,BGC,BGC0002234,
ORG_50355c5f1f0c,ORGANISM,,
M4-FUNG-0394,BGC,BGC0002235,
ORG_d8b3d7b631f6,ORGANISM,,
M4-FUNG-0395,BGC,BGC0002236,
ORG_9d5b02b4c361,ORGANISM,,
M4-FUNG-0396,BGC,BGC0002237,
ORG_836c3c42925e,ORGANISM,,
M4-FUNG-0397,BGC,BGC0002238,
ORG_51f4218c8370,ORGANISM,,
M4-FUNG-0398,BGC,BGC0002239,
ORG_e5fd63b2dfb1,ORGANISM,,
M4-FUNG-0399,BGC,BGC0002240,
ORG_7f935d6e0b45,ORGANISM,,
M4-FUNG-0400,BGC,BGC0002241,
ORG_7474a8f36194,ORGANISM,,
M4-FUNG-0401,BGC,BGC0002242,
ORG_315919354be6,ORGANISM,,
M4-FUNG-0402,BGC,BGC0002243,
ORG_199abb487d3b,ORGANISM,,
M4-FUNG-0403,BGC,BGC0002244,
ORG_e3ac70135604,ORGANISM,,
M4-FUNG-0404,BGC,BGC0002245,
ORG_3706cb65d3b9,ORGANISM,,
M4-FUNG-0405,BGC,BGC0002246,
ORG_115646fd0871,ORGANISM,,
M4-FUNG-0406,BGC,BGC0002247,
ORG_429e87f09b9e,ORGANISM,,
M4-FUNG-0407,BGC,BGC0002248,
ORG_4e7245e7ef13,ORGANISM,,
M4-FUNG-0408,BGC,BGC0002249,
ORG_1c29ddcb9192,ORGANISM,,
M4-FUNG-0409,BGC,BGC0002250,
ORG_00ee2506caa4,ORGANISM,,
M4-FUNG-0410,BGC,BGC0002251,
ORG_c5eab1482fc6,ORGANISM,,
M4-FUNG-0411,BGC,BGC0002252,
ORG_f0bc222d852a,ORGANISM,,
M4-FUNG-0412,BGC,BGC0002253,
ORG_d53649ce9a79,ORGANISM,,
M4-FUNG-0413,BGC,BGC0002254,
ORG_c21198e70053,ORGANISM,,
M4-FUNG-0414,BGC,BGC0002255,
ORG_6de0d6495f06,ORGANISM,,
M4-FUNG-0415,BGC,BGC0002256,
ORG_164062b0f129,ORGANISM,,
M4-FUNG-0416,BGC,BGC0002257,
ORG_f9cee5d2a5fe,ORGANISM,,
M4-FUNG-0417,BGC,BGC0002258,
ORG_7148c415351b,ORGANISM,,
M4-FUNG-0418,BGC,BGC0002259,
ORG_ab3afe59d4ea,ORGANISM,,
M4-FUNG-0419,BGC,BGC0002260,
ORG_627acd308a22,ORGANISM,,
M4-FUNG-0420,BGC,BGC0002261,
ORG_5aa9dcb6a288,ORGANISM,,
M4-FUNG-0421,BGC,BGC0002262,
ORG_a6532b04f97b,ORGANISM,,
M4-FUNG-0422,BGC,BGC0002263,
ORG_891f81deae16,ORGANISM,,
M4-FUNG-0423,BGC,BGC0002264,
ORG_b56560321bbc,ORGANISM,,
M4-FUNG-0424,BGC,BGC0002265,
ORG_3d7bdd9a2bf8,ORGANISM,,
M4-FUNG-0425,BGC,BGC0002266,
ORG_a863520cab69,ORGANISM,,
M4-FUNG-0426,BGC,BGC0002267,Aspergillus terreus NIH2624
M4-FUNG-0427,BGC,BGC0002268,Penicillium sp.
NCBITAXON:5081,ORGANISM,Penicillium sp.,
M4-FUNG-0428,BGC,BGC0002269,Calcarisporium arbuscula
M4-FUNG-0429,BGC,BGC0002270,Metarhizium robertsii ARSEF 23
M4-FUNG-0430,BGC,BGC0002271,Aspergillus terreus NIH2624
M4-FUNG-0431,BGC,BGC0002272,Aspergillus terreus NIH2624
M4-FUNG-0432,BGC,BGC0002273,Aspergillus terreus NIH2624
M4-FUNG-0433,BGC,BGC0002274,Aspergillus terreus NIH2624
M4-FUNG-0434,BGC,BGC0002275,Aspergillus niger CBS 101883
NCBITAXON:1450533,ORGANISM,Aspergillus niger CBS 101883,
M4-FUNG-0435,BGC,BGC0002276,Aspergillus nidulans FGSC A4
M4-FUNG-0436,BGC,BGC0002277,Suillus grevillei
NCBITAXON:5382,ORGANISM,Suillus grevillei,
M4-FUNG-0437,BGC,BGC0002278,Penicillium brasilianum
M4-FUNG-0438,BGC,BGC0002279,Omphalotus olearius VT 653.13
NCBITAXON:1128401,ORGANISM,Omphalotus olearius VT 653.13,
M4-FUNG-0439,BGC,BGC0002280,Omphalotus olearius VT 653.13
M4-FUNG-0440,BGC,BGC0002281,Fusarium commune
NCBITAXON:249398,ORGANISM,Fusarium commune,
M4-FUNG-0441,BGC,BGC0002290,Biscogniauxia sp.
NCBITAXON:1896107,ORGANISM,Biscogniauxia sp.,
M4-FUNG-0442,BGC,BGC0002301,Aschersonia paraphysata
NCBITAXON:370937,ORGANISM,Aschersonia paraphysata,
M4-FUNG-0443,BGC,BGC0002304,Talaromyces variabilis
M4-FUNG-0444,BGC,BGC0002320,Penicillium rubens Wisconsin 54-1255
M4-FUNG-0445,BGC,BGC0002321,Metschnikowia aff. pulcherrima
NCBITAXON:2163413,ORGANISM,Metschnikowia aff. pulcherrima,
M4-FUNG-0446,BGC,BGC0002348,Aspergillus terreus NIH2624
M4-FUNG-0447,BGC,BGC0002368,Penicillium citrinum
M4-FUNG-0448,BGC,BGC0002375,Cladosporium sp. SW67
NCBITAXON:2259629,ORGANISM,Cladosporium sp. SW67,
M4-FUNG-0449,BGC,BGC0002427,Metarhizium robertsii ARSEF 23
M4-FUNG-0450,BGC,BGC0002428,Fusarium graminearum PH-1
M4-FUNG-0451,BGC,BGC0002429,Colletotrichum higginsianum IMI 349063
NCBITAXON:759273,ORGANISM,Colletotrichum higginsianum IMI 349063,
M4-FUNG-0452,BGC,BGC0002438,Pithomyces chartarum
NCBITAXON:1892770,ORGANISM,Pithomyces chartarum,
M4-FUNG-0453,BGC,BGC0002445,Armillaria gallica
NCBITAXON:47427,ORGANISM,Armillaria gallica,
M4-FUNG-0454,BGC,BGC0002459,Bipolaris sorokiniana
NCBITAXON:45130,ORGANISM,Bipolaris sorokiniana,
M4-FUNG-0455,BGC,BGC0002483,Cladonia uncialis subsp. uncialis
M4-FUNG-0456,BGC,BGC0002501,Penicillium steckii
NCBITAXON:303698,ORGANISM,Penicillium steckii,
M4-FUNG-0457,BGC,BGC0002502,Fusarium fujikuroi
M4-FUNG-0458,BGC,BGC0002505,Xenoacremonium sinensis
NCBITAXON:2480843,ORGANISM,Xenoacremonium sinensis,
M4-FUNG-0459,BGC,BGC0002507,Chrysosporium merdarium
NCBITAXON:108922,ORGANISM,Chrysosporium merdarium,
M4-FUNG-0460,BGC,BGC0002511,Cladonia macilenta KoLRI003786
NCBITAXON:1353983,ORGANISM,Cladonia macilenta KoLRI003786,
M4-FUNG-0461,BGC,BGC0002513,Cladonia metacorallifera KoLRI002260
NCBITAXON:1400770,ORGANISM,Cladonia metacorallifera KoLRI002260,
M4-FUNG-0462,BGC,BGC0002515,Ascochyta rabiei
NCBITAXON:5454,ORGANISM,Ascochyta rabiei,
M4-FUNG-0463,BGC,BGC0002516,Fusarium neocosmosporiellum
NCBITAXON:1325723,ORGANISM,Fusarium neocosmosporiellum,
M4-FUNG-0464,BGC,BGC0002519,Aspergillus fumigatus MF071
NCBITAXON:746128,ORGANISM,Aspergillus fumigatus MF071,
M4-FUNG-0465,BGC,BGC0002525,Fusarium sp. RK97-94
NCBITAXON:29916,ORGANISM,Fusarium sp. RK97-94,
M4-FUNG-0466,BGC,BGC0002537,Aspergillus sp. TJ23
NCBITAXON:5065,ORGANISM,Aspergillus sp. TJ23,
M4-FUNG-0467,BGC,BGC0002538,Chaetomium olivaceum SD-80A
NCBITAXON:1087732,ORGANISM,Chaetomium olivaceum SD-80A,
M4-FUNG-0468,BGC,BGC0002539,Discosia rubi
NCBITAXON:2502037,ORGANISM,Discosia rubi,
M4-FUNG-0469,BGC,BGC0002543,Phialomyces arenicola (studied as Penicillium arenicola NRRL 8095)
NCBITAXON:168477,ORGANISM,Phialomyces arenicola (studied as Penicillium arenicola NRRL 8095),
M4-FUNG-0470,BGC,BGC0002546,Chaetomium globosum
NCBITAXON:38033,ORGANISM,Chaetomium globosum,
M4-FUNG-0471,BGC,BGC0002549,Parmelia sp. 050094
NCBITAXON:2828659,ORGANISM,Parmelia sp. 050094,
M4-FUNG-0472,BGC,BGC0002555,Acremonium sp.
NCBITAXON:2046025,ORGANISM,Acremonium sp.,
M4-FUNG-0473,BGC,BGC0002557,Penicillium griseofulvum
NCBITAXON:5078,ORGANISM,Penicillium griseofulvum,
M4-FUNG-0474,BGC,BGC0002592,Aspergillus terreus NIH2624
M4-FUNG-0475,BGC,BGC0002593,Pseudevernia furfuracea
NCBITAXON:136282,ORGANISM,Pseudevernia furfuracea,
M4-FUNG-0476,BGC,BGC0002594,Fusarium graminearum PH-1
M4-FUNG-0477,BGC,BGC0002595,Taiwanofungus camphoratus
NCBITAXON:2696576,ORGANISM,Taiwanofungus camphoratus,
M4-FUNG-0478,BGC,BGC0002596,Claviceps purpurea 20.1
M4-FUNG-0479,BGC,BGC0002598,Aspergillus westerdijkiae
NCBITAXON:357447,ORGANISM,Aspergillus westerdijkiae,
M4-FUNG-0480,BGC,BGC0002599,Aspergillus fumigatus
M4-FUNG-0481,BGC,BGC0002600,Aspergillus fumigatus
M4-FUNG-0482,BGC,BGC0002601,Aspergillus fumigatus
M4-FUNG-0483,BGC,BGC0002602,Aspergillus flavus
M4-FUNG-0484,BGC,BGC0002603,Aspergillus versicolor
M4-FUNG-0485,BGC,BGC0002604,Aspergillus felis
NCBITAXON:1287682,ORGANISM,Aspergillus felis,
M4-FUNG-0486,BGC,BGC0002605,Aspergillus carbonarius
NCBITAXON:40993,ORGANISM,Aspergillus carbonarius,
M4-FUNG-0487,BGC,BGC0002606,Aspergillus niger
M4-FUNG-0488,BGC,BGC0002607,Aspergillus westerdijkiae
M4-FUNG-0489,BGC,BGC0002608,Aspergillus steynii
NCBITAXON:306088,ORGANISM,Aspergillus steynii,
M4-FUNG-0490,BGC,BGC0002609,Aspergillus welwitschiae
NCBITAXON:1341132,ORGANISM,Aspergillus welwitschiae,
M4-FUNG-0491,BGC,BGC0002610,Aspergillus stellatus
