id,kind,label,organism
M4-FUNG-0532:M007,METABOLITE,isorotiorin,
M4-FUNG-0533:M001,METABOLITE,zaragozic acid A,
M4-FUNG-0533:M002,METABOLITE,L-731.120,
M4-FUNG-0534:M001,METABOLITE,cristazarin,
M4-FUNG-0535:M001,METABOLITE,emindole DA,
M4-FUNG-0535:M002,METABOLITE,emindole DB,
M4-FUNG-0536:M001,METABOLITE,cordypyrone A,
M4-FUNG-0536:M002,METABOLITE,cordypyrone B,
M4-FUNG-0537:M001,METABOLITE,biruloquinone,
M4-FUNG-0538:M001,METABOLITE,ferricrocin,
M4-FUNG-0538:M002,METABOLITE,ferrichrome,
M4-FUNG-0539:M001,METABOLITE,radicicol,
M4-FUNG-0539:M002,METABOLITE,monocillin I,
M4-FUNG-0539:M003,METABOLITE,monocillin II,
M4-FUNG-0539:M004,METABOLITE,monocillin III,
M4-FUNG-0540:M001,METABOLITE,arthripenoid C,
M4-FUNG-0540:M002,METABOLITE,arthripenoid B,
M4-FUNG-0540:M003,METABOLITE,arthripenoids A/D/E/F,
M4-FUNG-0541:M001,METABOLITE,fumonisin B2,
M4-FUNG-0541:M002,METABOLITE,fumonisin B4,
M4-FUNG-0542:M001,METABOLITE,(-)-antrocin,
M4-FUNG-0542:M002,METABOLITE,(+)-isoantrocin,
M4-FUNG-0542:M003,METABOLITE,(R)-trans-gamma-monocyclofarnesol,
M4-FUNG-0542:M004,METABOLITE,(+)-albicanol,
M4-FUNG-0543:M001,METABOLITE,naringenin,
M4-FUNG-0543:M002,METABOLITE,naringenin chalcone,
M4-FUNG-0544:M001,METABOLITE,6'-O-demethyl-dihydroaustalide K,
M4-FUNG-0544:M002,METABOLITE,austalide V,
M4-FUNG-0544:M003,METABOLITE,austalide K,
M4-FUNG-0544:M004,METABOLITE,13-deacetoxyaustalide I,
M4-FUNG-0544:M005,METABOLITE,13-O-deacetylaustalide I,
M4-FUNG-0544:M006,METABOLITE,austalide U (paper austalide T nomenclature context),
M4-FUNG-0544:M007,METABOLITE,austalide B,
M4-FUNG-0544:M008,METABOLITE,austalide F,
M4-FUNG-0545:M001,METABOLITE,prelecanindole,
M4-FUNG-0545:M002,METABOLITE,lecanindole B,
M4-FUNG-0545:M003,METABOLITE,sespendole,
M4-FUNG-0545:M004,METABOLITE,trans-cyclosespendole,
M4-FUNG-0545:M005,METABOLITE,16-prenyllecanindole B,
M4-FUNG-0545:M006,METABOLITE,"16,17-diprenyllecanindole B",
M4-FUNG-0546:M001,METABOLITE,gyrophoric acid,
M4-FUNG-0546:M002,METABOLITE,umbilicaric acid,
M4-FUNG-0546:M003,METABOLITE,hiascic acid,
M4-FUNG-0546:M004,METABOLITE,lecanoric compounds,
M4-FUNG-0557:M001,METABOLITE,Oxopyrrolidine A,
M4-FUNG-0557:M002,METABOLITE,Oxopyrrolidine B,
M4-FUNG-0558:M001,METABOLITE,cycloaspeptide A,
M4-FUNG-0558:M002,METABOLITE,cycloaspeptide E,
M4-FUNG-0559:M001,METABOLITE,cyclopenol,
M4-FUNG-0559:M002,METABOLITE,viridicatol,
M4-FUNG-0559:M003,METABOLITE,viridicatin,
M4-FUNG-0560:M001,METABOLITE,ilicicolinal,
M4-FUNG-0560:M002,METABOLITE,ilicicolinic acid A,
M4-FUNG-0561:M001,METABOLITE,"(2S,9S)-annullatin D",
M4-FUNG-0562:M001,METABOLITE,Rasfonin,
M4-FUNG-0563:M001,METABOLITE,Eupenifeldin,
M4-FUNG-0563:M002,METABOLITE,Noreupenifeldin B,
M4-FUNG-0564:M001,METABOLITE,unguidepside A,
M4-FUNG-0564:M002,METABOLITE,nornidulin,
M4-FUNG-0565:M001,METABOLITE,Macrollin A,
M4-FUNG-0565:M002,METABOLITE,Macrollins B-D,
M4-FUNG-0566:M001,METABOLITE,sclerotiorin,
M4-FUNG-0566:M002,METABOLITE,isochromophilone I,
M4-FUNG-0567:M001,METABOLITE,fumicicolin A,
M4-FUNG-0567:M002,METABOLITE,fumicicolin B,
M4-FUNG-0567:M003,METABOLITE,(S)-2-isocyanoisovaleric acid,
M4-FUNG-0567:M004,METABOLITE,N-formylvaline,
M4-FUNG-0568:M001,METABOLITE,terrestric acid,
M4-FUNG-0568:M002,METABOLITE,crustosic acid,
M4-FUNG-0568:M003,METABOLITE,carboxylcrustic acid,
M4-FUNG-0568:M004,METABOLITE,viridicatic acid,
M4-FUNG-0569:M001,METABOLITE,soppiline A,
M4-FUNG-0569:M002,METABOLITE,soppiline B,
M4-FUNG-0569:M003,METABOLITE,soppiline C,
M4-FUNG-0570:M001,METABOLITE,germacradienol,
M4-FUNG-0570:M002,METABOLITE,geosmin,
M4-FUNG-0571:M001,METABOLITE,prehelminthosporol,
M4-FUNG-0571:M002,METABOLITE,sativene,
M4-FUNG-0571:M003,METABOLITE,seco-sativene intermediates,
M4-FUNG-0572:M001,METABOLITE,beauvericin,
M4-FUNG-0573:M001,METABOLITE,malpibaldin A,
M4-FUNG-0573:M002,METABOLITE,malpibaldin B,
M4-FUNG-0573:M003,METABOLITE,malpibaldin C,
M4-FUNG-0574:M001,METABOLITE,talaronoid C,
M4-FUNG-0574:M002,METABOLITE,talarodiene,
M4-FUNG-0575:M001,METABOLITE,malpicyclin A,
M4-FUNG-0575:M002,METABOLITE,malpicyclin B,
M4-FUNG-0575:M003,METABOLITE,malpicyclin C,
M4-FUNG-0575:M004,METABOLITE,malpicyclin D,
M4-FUNG-0575:M005,METABOLITE,malpicyclin E,
M4-FUNG-0575:M006,METABOLITE,malpicyclin F,
M4-FUNG-0576:M001,METABOLITE,fusahexin,
M4-FUNG-0577:M001,METABOLITE,echinulin,
M4-FUNG-0577:M002,METABOLITE,preechinulin,
M4-FUNG-0577:M003,METABOLITE,neoechinulin A,
M4-FUNG-0577:M004,METABOLITE,neoechinulin B,
M4-FUNG-0578:M001,METABOLITE,uscandidusin A,
M4-FUNG-0578:M002,METABOLITE,uscandidusin B,
M4-FUNG-0578:M003,METABOLITE,usterphenyllin A,
M4-FUNG-0578:M004,METABOLITE,usterphenyllin B,
M4-FUNG-0578:M005,METABOLITE,atromentin,
M4-FUNG-0578:M006,METABOLITE,dihydroxyterphenyllin,
M4-FUNG-0579:M001,METABOLITE,(-)-protubonine B,
M4-FUNG-0579:M002,METABOLITE,protubonine C,
M4-FUNG-0579:M003,METABOLITE,protubonine D,
M4-FUNG-0580:M001,METABOLITE,penindolene A,
M4-FUNG-0580:M002,METABOLITE,penindolene B,
M4-FUNG-0580:M003,METABOLITE,penindolene C,
M4-FUNG-0580:M004,METABOLITE,penindolene D,
M4-FUNG-0581:M001,METABOLITE,phomoxanthone A,
M4-FUNG-0581:M002,METABOLITE,chrysophanol,
M4-FUNG-0581:M003,METABOLITE,penexanthone B,
M4-FUNG-0582:M001,METABOLITE,roseopurpurin C,
M4-FUNG-0582:M002,METABOLITE,roseopurpurin D,
M4-FUNG-0582:M003,METABOLITE,roseopurpurin G,
M4-FUNG-0583:M001,METABOLITE,"7-But-15-enyl-6,8-dihydroxy-3(R)-pent-11-enylisochroman-1-one",
M4-FUNG-0583:M002,METABOLITE,"7-Butyl-6,8-dihydroxy-3(R)-pent-11-enylisochroman-1-one",
M4-FUNG-0583:M003,METABOLITE,"7-Butyl-6,8-dihydroxy-3(R)-pentylisochroman-1-one",
M4-FUNG-0583:M004,METABOLITE,"7-Butyl-6,8-dihydroxy-3(R)-pent-9,11-dienylisochroman-1-one",
M4-FUNG-0584:M001,METABOLITE,pycnidione,
M4-FUNG-0584:M002,METABOLITE,synthetic pycnidione/xenovulene-pathway analogues,
M4-FUNG-0585:M001,METABOLITE,stachysalicyloid C,
M4-FUNG-0586:M001,METABOLITE,multiformin A,
M4-FUNG-0586:M002,METABOLITE,multiformins B-J,
M4-FUNG-0587:M001,METABOLITE,3-orsellinoxypropanoic acid,
M4-FUNG-0587:M002,METABOLITE,orsellinic acid,
M4-FUNG-0588:M001,METABOLITE,multiforisin H,
M4-FUNG-0589:M001,METABOLITE,variecolin,
M4-FUNG-0589:M002,METABOLITE,variecoladiene,
M4-FUNG-0589:M003,METABOLITE,variecolactone,
M4-FUNG-0590:M001,METABOLITE,minutellin A,
M4-FUNG-0590:M002,METABOLITE,minutellins B-D,
M4-FUNG-0590:M003,METABOLITE,hinnulin A,
M4-FUNG-0591:M001,METABOLITE,kotanin,
M4-FUNG-0591:M002,METABOLITE,7-demethylsiderin-derived coumarin,
M4-FUNG-0592:M001,METABOLITE,desferriferrichrome,
M4-FUNG-0593:M001,METABOLITE,(+)-aristolochene,
M4-FUNG-0594:M001,METABOLITE,FDDP-D,
M4-FUNG-0594:M002,METABOLITE,FDDP-E,
M4-FUNG-0594:M003,METABOLITE,additional FDDP-like isomers/intermediates,
M4-FUNG-0595:M001,METABOLITE,physodic acid,
M4-FUNG-0595:M002,METABOLITE,olivetoric acid,
M4-FUNG-0595:M003,METABOLITE,related lichen depside/depsidone products,
M4-FUNG-0596:M001,METABOLITE,macrophasetin A,
M4-FUNG-0596:M002,METABOLITE,macrophasetin B,
M4-FUNG-0596:M003,METABOLITE,macrophasetin C,
M4-FUNG-0597:M001,METABOLITE,Taslactam C,
M4-FUNG-0597:M002,METABOLITE,Taslactams A/B/D,
M4-FUNG-0598:M001,METABOLITE,Malformin C,
M4-FUNG-0598:M002,METABOLITE,Malformin A2,
M4-FUNG-0599:M001,METABOLITE,Taslactam D,
M4-FUNG-0599:M002,METABOLITE,Taslactams A-C,
M4-FUNG-0600:M001,METABOLITE,Ascochitine,
M4-FUNG-0600:M002,METABOLITE,Ascochital,
M4-FUNG-0601:M001,METABOLITE,Annullatin D,
M4-FUNG-0601:M002,METABOLITE,Annullatin E/J/F,
M4-FUNG-0602:M001,METABOLITE,Fusaproliferin,
M4-FUNG-0602:M002,METABOLITE,Terpestacin,
M4-FUNG-0602:M003,METABOLITE,preterpestacin-derived intermediates,
M4-FUNG-0603:M001,METABOLITE,α-cyclopiazonic acid,
M4-FUNG-0603:M002,METABOLITE,β-cyclopiazonic acid,
M4-FUNG-0603:M003,METABOLITE,cAATrp,
M4-FUNG-0604:M001,METABOLITE,Talaropentaene,
M4-FUNG-0604:M002,METABOLITE,HexPP,
M4-FUNG-0605:M001,METABOLITE,Macrophomene,
M4-FUNG-0605:M002,METABOLITE,HexPP,
M4-FUNG-0606:M001,METABOLITE,colleterpenol,
M4-FUNG-0606:M002,METABOLITE,HexPP,
M4-FUNG-0607:M001,METABOLITE,chanoclavine I; agroclavine,
M4-FUNG-0607:M002,METABOLITE,ergonovine; lysergic acid amide; lysergic acid alpha-hydroxyethylamide,
M4-FUNG-0607:M003,METABOLITE,ergobalansine,
M4-FUNG-0608:M001,METABOLITE,ergovaline,
M4-FUNG-0608:M002,METABOLITE,lysergic acid,
M4-FUNG-0608:M003,METABOLITE,lysergyl alanine,
M4-FUNG-0609:M001,METABOLITE,paspaline; paspaline B,
M4-FUNG-0609:M002,METABOLITE,paxilline,
M4-FUNG-0609:M003,METABOLITE,terpendole E; I; J; C; K; M; N; A,
M4-FUNG-0001:S001,SOURCE,MIBiG BGC0000003,
M4-FUNG-0001:S002,SOURCE,Structural analysis of cosmid clone pcAFT-2 carrying AFT10-1 encoding an acyl-Co,
M4-FUNG-0001:S003,SOURCE,A conditionally dispensable chromosome controls host-specific pathogenicity in t,
M4-FUNG-0001:S004,SOURCE,Determination of Host-Selective Toxin Production During Spore Germination of Alt,
M4-FUNG-0001:S005,SOURCE,NCBI Taxonomy: Alternaria alternata,
M4-FUNG-0002:S001,SOURCE,MIBiG BGC0000004 v3,
M4-FUNG-0002:S002,SOURCE,Molecular Analysis of an Inactive Aflatoxin Biosynthesis Gene Cluster in Aspergi,
M4-FUNG-0002:S003,SOURCE,Aflatoxin non-productivity of Aspergillus oryzae caused by loss of function in t,
M4-FUNG-0002:S004,SOURCE,Comparative genome analysis of Aspergillus flavus clinically isolated in Japan,
M4-FUNG-0002:S005,SOURCE,Aspergillus oryzae strains with a large deletion of the aflatoxin biosynthetic h,
M4-FUNG-0002:S006,SOURCE,NCBI accession/taxonomy,
M4-FUNG-0002:S008,SOURCE,CAoGDX / National Research Institute of Brewing: A. oryzae RIB40 aflatoxin-clust,
M4-FUNG-0002:S007,SOURCE,The Structures of Aflatoxins B and G1,
M4-FUNG-0003:S001,SOURCE,MIBiG repository entry BGC0000005.3,
M4-FUNG-0003:S002,SOURCE,"AY371490.1 — Aspergillus parasiticus aflatoxin pathway gene cluster, complete se",
M4-FUNG-0003:S003,SOURCE,Completed sequence of aflatoxin pathway gene cluster in Aspergillus parasiticus,
M4-FUNG-0003:S004,SOURCE,Clustered pathway genes in aflatoxin biosynthesis,
M4-FUNG-0003:S006,SOURCE,Increased expression of Aspergillus parasiticus aflR relieves nitrate inhibition,
M4-FUNG-0003:S008,SOURCE,Chromosomal location plays a role in regulation of aflatoxin gene expression in ,
M4-FUNG-0003:S009,SOURCE,Aflatoxin biosynthesis cluster gene cypA is required for G aflatoxin formation,
M4-FUNG-0003:S010,SOURCE,Characterization of a partial duplication of the aflatoxin gene cluster in Asper,
M4-FUNG-0003:S015,SOURCE,Involvement of the nadA gene in formation of G-group aflatoxins in Aspergillus p,
M4-FUNG-0003:S016,SOURCE,Are the genes nadA and norB involved in formation of aflatoxin G1?,
M4-FUNG-0003:S012,SOURCE,Function of the cypX and moxY genes in aflatoxin biosynthesis in Aspergillus par,
M4-FUNG-0003:S013,SOURCE,An aflatoxin biosynthesis cluster gene encodes a novel oxidase required for conv,
M4-FUNG-0003:S014,SOURCE,The aflatoxin biosynthesis cluster gene aflX encodes an oxidoreductase involved ,
M4-FUNG-0003:S017,SOURCE,Characterization of the critical amino acids of an Aspergillus parasiticus cytoc,
M4-FUNG-0003:S005,SOURCE,The Aspergillus parasiticus polyketide synthase gene pksA is required for aflato,
M4-FUNG-0003:S007,SOURCE,Generation of aflR disruption mutants of Aspergillus parasiticus,
M4-FUNG-0004:S001,SOURCE,MIBiG BGC0000006.3,
M4-FUNG-0004:S002,SOURCE,"Aspergillus flavus isolate AF13 aflatoxin biosynthesis gene cluster, complete se",
M4-FUNG-0004:S004,SOURCE,Aflatoxin biosynthesis cluster gene cypA is required for G aflatoxin formation,
M4-FUNG-0004:S011,SOURCE,ATCC Aspergillus flavus 96044,
M4-FUNG-0004:S010,SOURCE,NCBI Taxonomy: Aspergillus flavus,
M4-FUNG-0004:S003,SOURCE,Virulence and Cultural Characteristics of Two Aspergillus flavus Strains Pathoge,
M4-FUNG-0004:S005,SOURCE,Two New Aspergillus flavus Reference Genomes Reveal a Large Insertion Potentiall,
M4-FUNG-0004:S006,SOURCE,Influence of Lipids with and without Other Cottonseed Reserve Materials on Aflat,
M4-FUNG-0004:S008,SOURCE,Competitive Exclusion of a Toxigenic Strain of Aspergillus flavus by an Atoxigen,
M4-FUNG-0004:S007,SOURCE,Time Course Study of Substrate Utilization by Aspergillus flavus in Medium Simul,
M4-FUNG-0004:S009,SOURCE,Clustered pathway genes in aflatoxin biosynthesis,
M4-FUNG-0004:S015,SOURCE,Characterization of the critical amino acids of an Aspergillus parasiticus cytoc,
M4-FUNG-0004:S012,SOURCE,Function of the cypX and moxY genes in aflatoxin biosynthesis in Aspergillus par,
M4-FUNG-0004:S014,SOURCE,The aflatoxin biosynthesis cluster gene aflX encodes an oxidoreductase involved ,
M4-FUNG-0004:S013,SOURCE,An aflatoxin biosynthesis cluster gene encodes a novel oxidase required for conv,
M4-FUNG-0005:S001,SOURCE,MIBiG BGC0000007.3,
M4-FUNG-0005:S003,SOURCE,Variability in nitrogen regulation of aflatoxin production by Aspergillus flavus,
M4-FUNG-0005:S007,SOURCE,Aspergillus texensis: A Novel Aflatoxin Producer with S Morphology from the Unit,
M4-FUNG-0005:S008,SOURCE,"Taxonomy of Aspergillus section Flavi and their production of aflatoxins, ochrat",
M4-FUNG-0005:S009,SOURCE,NCBI Taxonomy: Aspergillus aflatoxiformans,
M4-FUNG-0005:S010,SOURCE,"Aspergillus aflatoxiformans isolate BN008-R calmodulin (cmdA) gene, partial cds",
M4-FUNG-0005:S002,SOURCE,Divergence of West African and North American Communities of Aspergillus Section,
M4-FUNG-0005:S004,SOURCE,Aflatoxin biosynthesis cluster gene cypA is required for G aflatoxin formation,
M4-FUNG-0005:S005,SOURCE,Divergent regulation of aflatoxin production at acidic pH by two Aspergillus str,
M4-FUNG-0005:S006,SOURCE,Aflatoxin biosynthesis gene clusters and flanking regions,
M4-FUNG-0005:S011,SOURCE,Function of the cypX and moxY genes in aflatoxin biosynthesis in Aspergillus par,
M4-FUNG-0005:S012,SOURCE,An aflatoxin biosynthesis cluster gene encodes a novel oxidase required for conv,
M4-FUNG-0005:S013,SOURCE,The aflatoxin biosynthesis cluster gene aflX encodes an oxidoreductase involved ,
M4-FUNG-0005:S014,SOURCE,Characterization of the critical amino acids of an Aspergillus parasiticus cytoc,
M4-FUNG-0005:S015,SOURCE,Are the genes nadA and norB involved in formation of aflatoxin G1?,
M4-FUNG-0006:S001,SOURCE,MIBiG BGC0000008.3,
M4-FUNG-0006:S004,SOURCE,Aflatoxin biosynthesis cluster gene cypA is required for G aflatoxin formation,
M4-FUNG-0006:S002,SOURCE,NCBI genome assembly — Aspergillus flavus AF70,
M4-FUNG-0006:S005,SOURCE,Whole genome comparison of Aspergillus flavus L-morphotype strain NRRL 3357 (typ,
M4-FUNG-0006:S006,SOURCE,Inferring the presence of aflatoxin-producing Aspergillus flavus strains using R,
M4-FUNG-0006:S003,SOURCE,Virulence and Cultural Characteristics of Two Aspergillus flavus Strains Pathoge,
M4-FUNG-0006:S007,SOURCE,Divergent regulation of aflatoxin production at acidic pH by two Aspergillus str,
M4-FUNG-0006:S008,SOURCE,"The Aspergillus flavus Homeobox Gene, hbx1, Is Required for Development and Afla",
M4-FUNG-0006:S010,SOURCE,"The putative forkhead transcription factor FhpA is necessary for development, af",
M4-FUNG-0006:S009,SOURCE,The Transcriptional Regulator Hbx1 Affects the Expression of Thousands of Genes ,
M4-FUNG-0006:S011,SOURCE,Two New Aspergillus flavus Reference Genomes Reveal a Large Insertion Potentiall,
M4-FUNG-0007:S001,SOURCE,MIBiG BGC0000009.3,
M4-FUNG-0007:S004,SOURCE,Aflatoxin biosynthesis cluster gene cypA is required for G aflatoxin formation,
M4-FUNG-0007:S002,SOURCE,NCBI Taxonomy — Aspergillus nomiae,
M4-FUNG-0007:S003,SOURCE,"Aspergillus nomius, a new aflatoxin-producing species related to Aspergillus fla",
M4-FUNG-0007:S013,SOURCE,Index Fungorum — Aspergillus nomiae name record,
M4-FUNG-0007:S005,SOURCE,Genomic sequence of the aflatoxigenic filamentous fungus Aspergillus nomius,
M4-FUNG-0007:S006,SOURCE,Aspergillus flavus grown in peptone as the carbon source exhibits spore density-,
M4-FUNG-0007:S009,SOURCE,"Effect of temperature on growth, gene expression, and aflatoxin production by As",
M4-FUNG-0007:S010,SOURCE,Early expression of the aflatoxin gene cluster in Aspergillus nomiae isolated fr,
M4-FUNG-0007:S011,SOURCE,Secondary Metabolite Dereplication and Phylogenetic Analysis Identify Various Em,
M4-FUNG-0007:S012,SOURCE,FunBGCs FBGC00052,
M4-FUNG-0007:S007,SOURCE,Suppression of Aflatoxin Production in Aspergillus Species by Selected Peanut St,
M4-FUNG-0008:S001,SOURCE,MIBiG BGC0000010.3,
M4-FUNG-0008:S003,SOURCE,An isolate of Aspergillus flavus used to reduce aflatoxin contamination in cotto,
M4-FUNG-0008:S002,SOURCE,"Aspergillus flavus isolate AF36 aflatoxin biosynthesis gene cluster, complete se",
M4-FUNG-0008:S008,SOURCE,Nanopore PCR-cDNA sequencing of the biocontrol isolate Aspergillus flavus AF36 (,
M4-FUNG-0008:S005,SOURCE,Degeneration of aflatoxin gene clusters in Aspergillus flavus from Africa and No,
M4-FUNG-0008:S006,SOURCE,Genetic Analysis of the Aspergillus flavus Vegetative Compatibility Group to Whi,
M4-FUNG-0008:S007,SOURCE,The vegetative compatibility group to which the US biocontrol agent Aspergillus ,
M4-FUNG-0008:S009,SOURCE,Evaluation of the Atoxigenic Aspergillus flavus Strain AF36 in Pistachio Orchard,
M4-FUNG-0009:S001,SOURCE,MIBiG BGC0000011.3,
M4-FUNG-0009:S004,SOURCE,Characterization of the Aspergillus ochraceoroseus aflatoxin/sterigmatocystin bi,
M4-FUNG-0009:S002,SOURCE,NCBI AY092402.3 / Taxonomy,
M4-FUNG-0009:S003,SOURCE,"Classification of Aspergillus, Penicillium, Talaromyces and related genera",
M4-FUNG-0009:S006,SOURCE,Functional and phylogenetic analysis of the Aspergillus ochraceoroseus aflQ (ord,
M4-FUNG-0009:S008,SOURCE,Draft Genome Sequences of Two Closely Related Aflatoxigenic Aspergillus Species ,
M4-FUNG-0009:S005,SOURCE,Characterization of aflatoxin-producing fungi outside of Aspergillus section Fla,
M4-FUNG-0009:S009,SOURCE,Linking secondary metabolites to gene clusters through genome sequencing of six ,
M4-FUNG-0009:S007,SOURCE,Cloning and Characterization of the Aspergillus ochraceoroseus Aflatoxin Biosynt,
M4-FUNG-0009:S010,SOURCE,Molecular and physiological aspects of aflatoxin and sterigmatocystin biosynthes,
M4-FUNG-0010:S001,SOURCE,MIBiG BGC0000012.3,
M4-FUNG-0010:S003,SOURCE,An iterative type I polyketide synthase PKSN catalyzes synthesis of the decaketi,
M4-FUNG-0010:S002,SOURCE,NCBI AB120221.1 / Alternaria solani taxonomy,
M4-FUNG-0010:S006,SOURCE,Heterologous production of fungal natural products: Reconstitution of biosynthet,
M4-FUNG-0010:S008,SOURCE,Anti-inflammatory and Neuroprotective α-Pyrones from a Marine-Derived Strain of ,
M4-FUNG-0010:S010,SOURCE,Alternaria diseases on potato and tomato,
M4-FUNG-0010:S005,SOURCE,Bioinformatics Prediction of Polyketide Synthase Gene Clusters from Mycosphaerel,
M4-FUNG-0010:S007,SOURCE,Chemical Ecogenomics-Guided Discovery of Phytotoxic α-Pyrones from the Fungal Wh,
M4-FUNG-0010:S009,SOURCE,Genome mining reveals the distribution of biosynthetic gene clusters in Alternar,
M4-FUNG-0011:S001,SOURCE,MIBiG BGC0000013.3,
M4-FUNG-0011:S003,SOURCE,Illuminating the diversity of aromatic polyketide synthases in Aspergillus nidul,
M4-FUNG-0011:S002,SOURCE,NCBI Aspergillus nidulans FGSC A4 chromosome IV / assembly,
M4-FUNG-0011:S004,SOURCE,Fungal Genetics Stock Center — Aspergillus nidulans FGSC A4,
M4-FUNG-0011:S005,SOURCE,SnPKS19 Encodes the Polyketide Synthase for Alternariol Mycotoxin Biosynthesis i,
M4-FUNG-0011:S006,SOURCE,Alternariol as virulence and colonization factor of Alternaria alternata during ,
M4-FUNG-0011:S007,SOURCE,Studies in the biochemistry of micro-organisms. 90. Alternariol and alternariol ,
M4-FUNG-0012:S001,SOURCE,MIBiG BGC0000022.3,
M4-FUNG-0012:S003,SOURCE,A gene cluster containing two fungal polyketide synthases encodes the biosynthet,
M4-FUNG-0012:S002,SOURCE,NCBI AACD01000015.1 — Aspergillus nidulans FGSC A4 chromosome VIII ANcontig1.15,
M4-FUNG-0012:S004,SOURCE,Activation of a silent fungal polyketide biosynthesis pathway through regulatory,
M4-FUNG-0012:S005,SOURCE,Asperfuranone from Aspergillus nidulans inhibits proliferation of human non-smal,
M4-FUNG-0012:S006,SOURCE,Natural Products Atlas — Asperfuranone,
M4-FUNG-0012:S007,SOURCE,UniProt reviewed Afo pathway proteins / ScpR entries,
M4-FUNG-0013:S001,SOURCE,MIBiG BGC0000027.4,
M4-FUNG-0013:S003,SOURCE,Genetic localization and in vivo characterization of a Monascus azaphilone pigme,
M4-FUNG-0013:S002,SOURCE,"Monascus pilosus pigment biosynthetic gene cluster, complete sequence",
M4-FUNG-0013:S004,SOURCE,Monascus azaphilone pigment biosynthesis employs a dedicated fatty acid synthase,
M4-FUNG-0013:S005,SOURCE,A reductase gene mppE controls yellow component production in azaphilone polyket,
M4-FUNG-0013:S006,SOURCE,Inactivation of the oxidase gene mppG results in the selective loss of orange az,
M4-FUNG-0014:S001,SOURCE,MIBiG BGC0000030.3,
M4-FUNG-0014:S003,SOURCE,"Biosynthesis of the red pigment bikaverin in Fusarium fujikuroi: genes, their fu",
M4-FUNG-0014:S002,SOURCE,NCBI HF679027.1 / Fusarium fujikuroi IMI 58289 taxonomy,
M4-FUNG-0014:S006,SOURCE,Deciphering the Cryptic Genome: Genome-wide Analyses of the Rice Pathogen Fusari,
M4-FUNG-0014:S008,SOURCE,Conserved Responses in a War of Small Molecules between a Plant-Pathogenic Bacte,
M4-FUNG-0014:S004,SOURCE,The polyketide synthase gene pks4 from Gibberella fujikuroi encodes a key enzyme,
M4-FUNG-0014:S005,SOURCE,"Genetic engineering, high resolution mass spectrometry and nuclear magnetic reso",
M4-FUNG-0014:S007,SOURCE,Stimulation of bikaverin production by sucrose and by salt starvation in Fusariu,
M4-FUNG-0015:S001,SOURCE,MIBiG BGC0000037.4,
M4-FUNG-0015:S003,SOURCE,Identification and molecular genetic analysis of the cichorine gene cluster in A,
M4-FUNG-0015:S002,SOURCE,NCBI BN001301.1 — Aspergillus nidulans FGSC A4 chromosome I,
M4-FUNG-0015:S005,SOURCE,Development of Genetic Dereplication Strains in Aspergillus nidulans Results in ,
M4-FUNG-0015:S006,SOURCE,Discovery of Three New Phytotoxins from the Fungus Aspergillus nidulans by Pathw,
M4-FUNG-0015:S007,SOURCE,Overexpression of a pathway-specific transcriptional factor CicD leads to the di,
M4-FUNG-0015:S004,SOURCE,Illuminating the diversity of aromatic polyketide synthases in Aspergillus nidul,
M4-FUNG-0015:S008,SOURCE,"Fungal phthalimidines—chemodiversity, bioactivity and biosynthesis of a unique c",
M4-FUNG-0015:S009,SOURCE,UniProt cichorine-pathway entries,
M4-FUNG-0015:S010,SOURCE,BGC0000037 cluster GenBank regional annotation,
M4-FUNG-0016:S001,SOURCE,MIBiG BGC0000039.3,
M4-FUNG-0016:S003,SOURCE,Molecular cloning and characterization of an ML-236B (compactin) biosynthetic ge,
M4-FUNG-0016:S002,SOURCE,NCBI AB072893.1 / Penicillium citrinum,
M4-FUNG-0016:S004,SOURCE,Effect of increased dosage of the ML-236B biosynthetic gene cluster on ML-236B p,
M4-FUNG-0016:S005,SOURCE,"Functional analysis of mlcR, a regulatory gene for ML-236B biosynthesis in Penic",
M4-FUNG-0016:S006,SOURCE,Identification of the specific sequence recognized by Penicillium citrinum MlcR,
M4-FUNG-0016:S007,SOURCE,Optimization of compactin production in chemically defined medium,
M4-FUNG-0017:S001,SOURCE,MIBiG BGC0000045.3,
M4-FUNG-0017:S003,SOURCE,"Characterization of the Biosynthetic Genes for 10,11-Dehydrocurvularin, a Heat S",
M4-FUNG-0017:S002,SOURCE,Aspergillus terreus strain AH-02-30-F7 dehydrocurvularin biosynthetic gene clust,
M4-FUNG-0017:S004,SOURCE,NCBI Taxonomy — Aspergillus terreus,
M4-FUNG-0017:S005,SOURCE,Cytotoxic and Other Metabolites of Aspergillus Inhabiting the Rhizosphere of Son,
M4-FUNG-0018:S001,SOURCE,MIBiG BGC0000046.4,
M4-FUNG-0018:S003,SOURCE,Biosynthesis and role in virulence of the histone deacetylase inhibitor depudeci,
M4-FUNG-0018:S002,SOURCE,NCBI Taxonomy — Alternaria brassicicola ATCC 96836,
M4-FUNG-0018:S004,SOURCE,The Alternaria genomes database: a comprehensive resource for a fungal genus com,
M4-FUNG-0018:S006,SOURCE,Differential Retention of Gene Functions in a Secondary Metabolite Cluster,
M4-FUNG-0018:S007,SOURCE,How the Necrotrophic Fungus Alternaria brassicicola Kills Plant Cells Remains an,
M4-FUNG-0018:S008,SOURCE,Depudecin: a novel compound inducing the flat phenotype of NIH3T3 cells doubly t,
