source,target,relation
M4-FUNG-0452:G004,M4-FUNG-0452:S003,evidenced_by
M4-FUNG-0452:G005,M4-FUNG-0452:S002,evidenced_by
M4-FUNG-0452:G005,M4-FUNG-0452:S003,evidenced_by
M4-FUNG-0452:G006,M4-FUNG-0452:S002,evidenced_by
M4-FUNG-0452:G006,M4-FUNG-0452:S003,evidenced_by
M4-FUNG-0452:G007,M4-FUNG-0452:S002,evidenced_by
M4-FUNG-0452:G007,M4-FUNG-0452:S003,evidenced_by
M4-FUNG-0453:G001,M4-FUNG-0453:S005,evidenced_by
M4-FUNG-0453:G002,M4-FUNG-0453:S003,evidenced_by
M4-FUNG-0453:G003,M4-FUNG-0453:S003,evidenced_by
M4-FUNG-0453:G004,M4-FUNG-0453:S003,evidenced_by
M4-FUNG-0453:G005,M4-FUNG-0453:S003,evidenced_by
M4-FUNG-0453:G006,M4-FUNG-0453:S003,evidenced_by
M4-FUNG-0454:G001,M4-FUNG-0454:S003,evidenced_by
M4-FUNG-0454:G002,M4-FUNG-0454:S003,evidenced_by
M4-FUNG-0454:G003,M4-FUNG-0454:S003,evidenced_by
M4-FUNG-0454:G003,M4-FUNG-0454:S005,evidenced_by
M4-FUNG-0454:G004,M4-FUNG-0454:S003,evidenced_by
M4-FUNG-0454:G004,M4-FUNG-0454:S005,evidenced_by
M4-FUNG-0454:G005,M4-FUNG-0454:S003,evidenced_by
M4-FUNG-0454:G006,M4-FUNG-0454:S003,evidenced_by
M4-FUNG-0455:G001,M4-FUNG-0455:S003,evidenced_by
M4-FUNG-0455:G002,M4-FUNG-0455:S003,evidenced_by
M4-FUNG-0455:G002,M4-FUNG-0455:S006,evidenced_by
M4-FUNG-0455:G003,M4-FUNG-0455:S002,evidenced_by
M4-FUNG-0455:G003,M4-FUNG-0455:S003,evidenced_by
M4-FUNG-0456:G001,M4-FUNG-0456:S002,evidenced_by
M4-FUNG-0456:G001,M4-FUNG-0456:S003,evidenced_by
M4-FUNG-0456:G002,M4-FUNG-0456:S002,evidenced_by
M4-FUNG-0456:G002,M4-FUNG-0456:S003,evidenced_by
M4-FUNG-0456:G003,M4-FUNG-0456:S002,evidenced_by
M4-FUNG-0456:G003,M4-FUNG-0456:S003,evidenced_by
M4-FUNG-0456:G004,M4-FUNG-0456:S002,evidenced_by
M4-FUNG-0456:G004,M4-FUNG-0456:S003,evidenced_by
M4-FUNG-0456:G005,M4-FUNG-0456:S002,evidenced_by
M4-FUNG-0456:G005,M4-FUNG-0456:S003,evidenced_by
M4-FUNG-0456:G006,M4-FUNG-0456:S002,evidenced_by
M4-FUNG-0456:G006,M4-FUNG-0456:S003,evidenced_by
M4-FUNG-0457:G001,M4-FUNG-0457:S003,evidenced_by
M4-FUNG-0457:G002,M4-FUNG-0457:S003,evidenced_by
M4-FUNG-0457:G003,M4-FUNG-0457:S003,evidenced_by
M4-FUNG-0457:G003,M4-FUNG-0457:S006,evidenced_by
M4-FUNG-0457:G004,M4-FUNG-0457:S003,evidenced_by
M4-FUNG-0457:G004,M4-FUNG-0457:S006,evidenced_by
M4-FUNG-0457:G005,M4-FUNG-0457:S003,evidenced_by
M4-FUNG-0457:G005,M4-FUNG-0457:S006,evidenced_by
M4-FUNG-0457:G006,M4-FUNG-0457:S003,evidenced_by
M4-FUNG-0457:G006,M4-FUNG-0457:S006,evidenced_by
M4-FUNG-0458:G001,M4-FUNG-0458:S002,evidenced_by
M4-FUNG-0458:G001,M4-FUNG-0458:S003,evidenced_by
M4-FUNG-0458:G002,M4-FUNG-0458:S002,evidenced_by
M4-FUNG-0458:G002,M4-FUNG-0458:S003,evidenced_by
M4-FUNG-0458:G003,M4-FUNG-0458:S002,evidenced_by
M4-FUNG-0458:G003,M4-FUNG-0458:S003,evidenced_by
M4-FUNG-0458:G004,M4-FUNG-0458:S002,evidenced_by
M4-FUNG-0458:G004,M4-FUNG-0458:S003,evidenced_by
M4-FUNG-0458:G005,M4-FUNG-0458:S002,evidenced_by
M4-FUNG-0458:G005,M4-FUNG-0458:S003,evidenced_by
M4-FUNG-0458:G006,M4-FUNG-0458:S002,evidenced_by
M4-FUNG-0458:G006,M4-FUNG-0458:S003,evidenced_by
M4-FUNG-0458:G007,M4-FUNG-0458:S002,evidenced_by
M4-FUNG-0458:G007,M4-FUNG-0458:S003,evidenced_by
M4-FUNG-0459:G001,M4-FUNG-0459:S002,evidenced_by
M4-FUNG-0459:G001,M4-FUNG-0459:S003,evidenced_by
M4-FUNG-0459:G002,M4-FUNG-0459:S002,evidenced_by
M4-FUNG-0459:G002,M4-FUNG-0459:S003,evidenced_by
M4-FUNG-0459:G003,M4-FUNG-0459:S002,evidenced_by
M4-FUNG-0459:G004,M4-FUNG-0459:S003,evidenced_by
M4-FUNG-0459:G005,M4-FUNG-0459:S003,evidenced_by
M4-FUNG-0459:G006,M4-FUNG-0459:S002,evidenced_by
M4-FUNG-0459:G006,M4-FUNG-0459:S006,evidenced_by
M4-FUNG-0460:G001,M4-FUNG-0460:S003,evidenced_by
M4-FUNG-0460:G002,M4-FUNG-0460:S003,evidenced_by
M4-FUNG-0460:G003,M4-FUNG-0460:S003,evidenced_by
M4-FUNG-0460:G004,M4-FUNG-0460:S003,evidenced_by
M4-FUNG-0460:G005,M4-FUNG-0460:S003,evidenced_by
M4-FUNG-0460:G006,M4-FUNG-0460:S003,evidenced_by
M4-FUNG-0461:G001,M4-FUNG-0461:S004,evidenced_by
M4-FUNG-0462:G001,M4-FUNG-0462:S003,evidenced_by
M4-FUNG-0462:G002,M4-FUNG-0462:S004,evidenced_by
M4-FUNG-0463:G001,M4-FUNG-0463:S003,evidenced_by
M4-FUNG-0465:G001,M4-FUNG-0465:S002,evidenced_by
M4-FUNG-0465:G002,M4-FUNG-0465:S002,evidenced_by
M4-FUNG-0465:G003,M4-FUNG-0465:S003,evidenced_by
M4-FUNG-0465:G004,M4-FUNG-0465:S002,evidenced_by
M4-FUNG-0465:G005,M4-FUNG-0465:S003,evidenced_by
M4-FUNG-0465:G006,M4-FUNG-0465:S002,evidenced_by
M4-FUNG-0465:G007,M4-FUNG-0465:S002,evidenced_by
M4-FUNG-0466:G001,M4-FUNG-0466:S003,evidenced_by
M4-FUNG-0466:G002,M4-FUNG-0466:S003,evidenced_by
M4-FUNG-0466:G003,M4-FUNG-0466:S002,evidenced_by
M4-FUNG-0466:G003,M4-FUNG-0466:S003,evidenced_by
M4-FUNG-0466:G004,M4-FUNG-0466:S002,evidenced_by
M4-FUNG-0467:G001,M4-FUNG-0467:S003,evidenced_by
M4-FUNG-0467:G002,M4-FUNG-0467:S003,evidenced_by
M4-FUNG-0467:G003,M4-FUNG-0467:S003,evidenced_by
M4-FUNG-0468:G001,M4-FUNG-0468:S002,evidenced_by
M4-FUNG-0468:G001,M4-FUNG-0468:S003,evidenced_by
M4-FUNG-0468:G002,M4-FUNG-0468:S002,evidenced_by
M4-FUNG-0468:G002,M4-FUNG-0468:S003,evidenced_by
M4-FUNG-0468:G003,M4-FUNG-0468:S002,evidenced_by
M4-FUNG-0468:G003,M4-FUNG-0468:S003,evidenced_by
M4-FUNG-0468:G004,M4-FUNG-0468:S003,evidenced_by
M4-FUNG-0469:G001,M4-FUNG-0469:S002,evidenced_by
M4-FUNG-0469:G001,M4-FUNG-0469:S003,evidenced_by
M4-FUNG-0469:G002,M4-FUNG-0469:S002,evidenced_by
M4-FUNG-0469:G002,M4-FUNG-0469:S003,evidenced_by
M4-FUNG-0469:G003,M4-FUNG-0469:S002,evidenced_by
M4-FUNG-0469:G003,M4-FUNG-0469:S003,evidenced_by
M4-FUNG-0469:G004,M4-FUNG-0469:S002,evidenced_by
M4-FUNG-0469:G004,M4-FUNG-0469:S003,evidenced_by
M4-FUNG-0469:G005,M4-FUNG-0469:S002,evidenced_by
M4-FUNG-0469:G005,M4-FUNG-0469:S003,evidenced_by
M4-FUNG-0469:G006,M4-FUNG-0469:S002,evidenced_by
M4-FUNG-0469:G006,M4-FUNG-0469:S003,evidenced_by
M4-FUNG-0469:G007,M4-FUNG-0469:S002,evidenced_by
M4-FUNG-0469:G007,M4-FUNG-0469:S003,evidenced_by
M4-FUNG-0470:G001,M4-FUNG-0470:S002,evidenced_by
M4-FUNG-0470:G001,M4-FUNG-0470:S003,evidenced_by
M4-FUNG-0470:G002,M4-FUNG-0470:S002,evidenced_by
M4-FUNG-0470:G003,M4-FUNG-0470:S002,evidenced_by
M4-FUNG-0470:G004,M4-FUNG-0470:S002,evidenced_by
M4-FUNG-0470:G005,M4-FUNG-0470:S002,evidenced_by
M4-FUNG-0472:G001,M4-FUNG-0472:S002,evidenced_by
M4-FUNG-0472:G001,M4-FUNG-0472:S003,evidenced_by
M4-FUNG-0472:G002,M4-FUNG-0472:S002,evidenced_by
M4-FUNG-0472:G002,M4-FUNG-0472:S003,evidenced_by
M4-FUNG-0472:G003,M4-FUNG-0472:S002,evidenced_by
M4-FUNG-0472:G003,M4-FUNG-0472:S003,evidenced_by
M4-FUNG-0473:G001,M4-FUNG-0473:S003,evidenced_by
M4-FUNG-0473:G002,M4-FUNG-0473:S003,evidenced_by
M4-FUNG-0473:G003,M4-FUNG-0473:S003,evidenced_by
M4-FUNG-0474:G001,M4-FUNG-0474:S003,evidenced_by
M4-FUNG-0474:G002,M4-FUNG-0474:S003,evidenced_by
M4-FUNG-0474:G003,M4-FUNG-0474:S003,evidenced_by
M4-FUNG-0475:G001,M4-FUNG-0475:S003,evidenced_by
M4-FUNG-0476:G001,M4-FUNG-0476:S003,evidenced_by
M4-FUNG-0476:G002,M4-FUNG-0476:S003,evidenced_by
M4-FUNG-0477:G001,M4-FUNG-0477:S003,evidenced_by
M4-FUNG-0478:G001,M4-FUNG-0478:S003,evidenced_by
M4-FUNG-0479:G001,M4-FUNG-0479:S002,evidenced_by
M4-FUNG-0479:G001,M4-FUNG-0479:S004,evidenced_by
M4-FUNG-0479:G002,M4-FUNG-0479:S002,evidenced_by
M4-FUNG-0479:G002,M4-FUNG-0479:S005,evidenced_by
M4-FUNG-0479:G003,M4-FUNG-0479:S002,evidenced_by
M4-FUNG-0479:G003,M4-FUNG-0479:S005,evidenced_by
M4-FUNG-0479:G004,M4-FUNG-0479:S002,evidenced_by
M4-FUNG-0479:G004,M4-FUNG-0479:S003,evidenced_by
M4-FUNG-0479:G005,M4-FUNG-0479:S002,evidenced_by
M4-FUNG-0479:G005,M4-FUNG-0479:S005,evidenced_by
M4-FUNG-0483:G001,M4-FUNG-0483:S003,evidenced_by
M4-FUNG-0483:G002,M4-FUNG-0483:S003,evidenced_by
M4-FUNG-0483:G003,M4-FUNG-0483:S003,evidenced_by
M4-FUNG-0484:G001,M4-FUNG-0484:S003,evidenced_by
M4-FUNG-0484:G002,M4-FUNG-0484:S003,evidenced_by
M4-FUNG-0484:G003,M4-FUNG-0484:S002,evidenced_by
M4-FUNG-0484:G003,M4-FUNG-0484:S003,evidenced_by
M4-FUNG-0484:G004,M4-FUNG-0484:S002,evidenced_by
M4-FUNG-0484:G004,M4-FUNG-0484:S003,evidenced_by
M4-FUNG-0485:G001,M4-FUNG-0485:S002,evidenced_by
M4-FUNG-0485:G002,M4-FUNG-0485:S002,evidenced_by
M4-FUNG-0486:G001,M4-FUNG-0486:S003,evidenced_by
M4-FUNG-0486:G002,M4-FUNG-0486:S003,evidenced_by
M4-FUNG-0486:G003,M4-FUNG-0486:S003,evidenced_by
M4-FUNG-0486:G004,M4-FUNG-0486:S003,evidenced_by
M4-FUNG-0486:G005,M4-FUNG-0486:S003,evidenced_by
M4-FUNG-0487:G001,M4-FUNG-0487:S003,evidenced_by
M4-FUNG-0487:G002,M4-FUNG-0487:S003,evidenced_by
M4-FUNG-0487:G003,M4-FUNG-0487:S003,evidenced_by
M4-FUNG-0487:G004,M4-FUNG-0487:S003,evidenced_by
M4-FUNG-0487:G005,M4-FUNG-0487:S003,evidenced_by
M4-FUNG-0488:G001,M4-FUNG-0488:S003,evidenced_by
M4-FUNG-0488:G002,M4-FUNG-0488:S003,evidenced_by
M4-FUNG-0488:G003,M4-FUNG-0488:S003,evidenced_by
M4-FUNG-0488:G004,M4-FUNG-0488:S003,evidenced_by
M4-FUNG-0488:G005,M4-FUNG-0488:S003,evidenced_by
M4-FUNG-0489:G001,M4-FUNG-0489:S003,evidenced_by
M4-FUNG-0489:G002,M4-FUNG-0489:S003,evidenced_by
M4-FUNG-0489:G003,M4-FUNG-0489:S003,evidenced_by
M4-FUNG-0489:G004,M4-FUNG-0489:S003,evidenced_by
M4-FUNG-0489:G005,M4-FUNG-0489:S003,evidenced_by
M4-FUNG-0490:G001,M4-FUNG-0490:S003,evidenced_by
M4-FUNG-0490:G002,M4-FUNG-0490:S003,evidenced_by
M4-FUNG-0490:G003,M4-FUNG-0490:S003,evidenced_by
M4-FUNG-0490:G004,M4-FUNG-0490:S003,evidenced_by
M4-FUNG-0490:G005,M4-FUNG-0490:S003,evidenced_by
M4-FUNG-0491:G001,M4-FUNG-0491:S002,evidenced_by
M4-FUNG-0491:G001,M4-FUNG-0491:S003,evidenced_by
M4-FUNG-0491:G002,M4-FUNG-0491:S002,evidenced_by
M4-FUNG-0491:G002,M4-FUNG-0491:S003,evidenced_by
M4-FUNG-0492:G001,M4-FUNG-0492:S002,evidenced_by
M4-FUNG-0492:G001,M4-FUNG-0492:S003,evidenced_by
M4-FUNG-0492:G002,M4-FUNG-0492:S002,evidenced_by
M4-FUNG-0492:G002,M4-FUNG-0492:S003,evidenced_by
M4-FUNG-0492:G003,M4-FUNG-0492:S002,evidenced_by
M4-FUNG-0492:G003,M4-FUNG-0492:S003,evidenced_by
M4-FUNG-0492:G004,M4-FUNG-0492:S002,evidenced_by
M4-FUNG-0492:G004,M4-FUNG-0492:S003,evidenced_by
M4-FUNG-0492:G005,M4-FUNG-0492:S002,evidenced_by
M4-FUNG-0492:G005,M4-FUNG-0492:S003,evidenced_by
M4-FUNG-0492:G006,M4-FUNG-0492:S002,evidenced_by
M4-FUNG-0492:G006,M4-FUNG-0492:S003,evidenced_by
M4-FUNG-0493:G001,M4-FUNG-0493:S002,evidenced_by
M4-FUNG-0493:G001,M4-FUNG-0493:S003,evidenced_by
M4-FUNG-0493:G002,M4-FUNG-0493:S002,evidenced_by
M4-FUNG-0493:G002,M4-FUNG-0493:S003,evidenced_by
M4-FUNG-0493:G003,M4-FUNG-0493:S002,evidenced_by
M4-FUNG-0493:G003,M4-FUNG-0493:S003,evidenced_by
M4-FUNG-0493:G004,M4-FUNG-0493:S002,evidenced_by
M4-FUNG-0493:G004,M4-FUNG-0493:S003,evidenced_by
M4-FUNG-0493:G005,M4-FUNG-0493:S002,evidenced_by
M4-FUNG-0493:G005,M4-FUNG-0493:S003,evidenced_by
M4-FUNG-0493:G006,M4-FUNG-0493:S002,evidenced_by
M4-FUNG-0493:G006,M4-FUNG-0493:S003,evidenced_by
M4-FUNG-0493:G007,M4-FUNG-0493:S002,evidenced_by
M4-FUNG-0493:G007,M4-FUNG-0493:S003,evidenced_by
M4-FUNG-0493:G008,M4-FUNG-0493:S002,evidenced_by
M4-FUNG-0493:G008,M4-FUNG-0493:S003,evidenced_by
M4-FUNG-0494:G001,M4-FUNG-0494:S002,evidenced_by
M4-FUNG-0494:G001,M4-FUNG-0494:S003,evidenced_by
M4-FUNG-0494:G001,M4-FUNG-0494:S005,evidenced_by
M4-FUNG-0494:G002,M4-FUNG-0494:S002,evidenced_by
M4-FUNG-0494:G002,M4-FUNG-0494:S003,evidenced_by
M4-FUNG-0494:G002,M4-FUNG-0494:S005,evidenced_by
M4-FUNG-0494:G003,M4-FUNG-0494:S002,evidenced_by
M4-FUNG-0494:G003,M4-FUNG-0494:S003,evidenced_by
M4-FUNG-0494:G003,M4-FUNG-0494:S005,evidenced_by
M4-FUNG-0494:G004,M4-FUNG-0494:S002,evidenced_by
M4-FUNG-0494:G004,M4-FUNG-0494:S003,evidenced_by
M4-FUNG-0494:G004,M4-FUNG-0494:S005,evidenced_by
M4-FUNG-0494:G005,M4-FUNG-0494:S002,evidenced_by
M4-FUNG-0494:G005,M4-FUNG-0494:S003,evidenced_by
M4-FUNG-0494:G005,M4-FUNG-0494:S005,evidenced_by
M4-FUNG-0494:G006,M4-FUNG-0494:S002,evidenced_by
M4-FUNG-0494:G006,M4-FUNG-0494:S003,evidenced_by
M4-FUNG-0494:G006,M4-FUNG-0494:S005,evidenced_by
M4-FUNG-0494:G007,M4-FUNG-0494:S002,evidenced_by
M4-FUNG-0494:G007,M4-FUNG-0494:S003,evidenced_by
M4-FUNG-0494:G007,M4-FUNG-0494:S005,evidenced_by
M4-FUNG-0494:G008,M4-FUNG-0494:S002,evidenced_by
M4-FUNG-0494:G008,M4-FUNG-0494:S003,evidenced_by
M4-FUNG-0494:G008,M4-FUNG-0494:S005,evidenced_by
M4-FUNG-0495:G001,M4-FUNG-0495:S003,evidenced_by
M4-FUNG-0495:G002,M4-FUNG-0495:S003,evidenced_by
M4-FUNG-0495:G003,M4-FUNG-0495:S003,evidenced_by
M4-FUNG-0496:G001,M4-FUNG-0496:S003,evidenced_by
M4-FUNG-0496:G002,M4-FUNG-0496:S003,evidenced_by
M4-FUNG-0497:G001,M4-FUNG-0497:S003,evidenced_by
M4-FUNG-0498:G001,M4-FUNG-0498:S003,evidenced_by
M4-FUNG-0498:G002,M4-FUNG-0498:S004,evidenced_by
M4-FUNG-0498:G003,M4-FUNG-0498:S004,evidenced_by
M4-FUNG-0499:G001,M4-FUNG-0499:S003,evidenced_by
M4-FUNG-0500:G001,M4-FUNG-0500:S003,evidenced_by
M4-FUNG-0500:G002,M4-FUNG-0500:S003,evidenced_by
M4-FUNG-0501:G001,M4-FUNG-0501:S004,evidenced_by
M4-FUNG-0501:G002,M4-FUNG-0501:S004,evidenced_by
M4-FUNG-0502:G001,M4-FUNG-0502:S003,evidenced_by
M4-FUNG-0503:G001,M4-FUNG-0503:S003,evidenced_by
M4-FUNG-0503:G002,M4-FUNG-0503:S003,evidenced_by
M4-FUNG-0503:G003,M4-FUNG-0503:S003,evidenced_by
M4-FUNG-0503:G004,M4-FUNG-0503:S003,evidenced_by
M4-FUNG-0503:G005,M4-FUNG-0503:S003,evidenced_by
M4-FUNG-0503:G006,M4-FUNG-0503:S003,evidenced_by
M4-FUNG-0504:G001,M4-FUNG-0504:S003,evidenced_by
M4-FUNG-0504:G002,M4-FUNG-0504:S003,evidenced_by
M4-FUNG-0505:G001,M4-FUNG-0505:S003,evidenced_by
M4-FUNG-0505:G002,M4-FUNG-0505:S003,evidenced_by
M4-FUNG-0505:G003,M4-FUNG-0505:S003,evidenced_by
M4-FUNG-0505:G004,M4-FUNG-0505:S003,evidenced_by
M4-FUNG-0506:G001,M4-FUNG-0506:S001,evidenced_by
M4-FUNG-0506:G001,M4-FUNG-0506:S003,evidenced_by
M4-FUNG-0506:G002,M4-FUNG-0506:S001,evidenced_by
M4-FUNG-0506:G002,M4-FUNG-0506:S003,evidenced_by
M4-FUNG-0507:G001,M4-FUNG-0507:S001,evidenced_by
M4-FUNG-0507:G001,M4-FUNG-0507:S003,evidenced_by
M4-FUNG-0507:G001,M4-FUNG-0507:S004,evidenced_by
M4-FUNG-0508:G001,M4-FUNG-0508:S003,evidenced_by
M4-FUNG-0508:G001,M4-FUNG-0508:S005,evidenced_by
M4-FUNG-0508:G002,M4-FUNG-0508:S003,evidenced_by
M4-FUNG-0508:G002,M4-FUNG-0508:S004,evidenced_by
M4-FUNG-0508:G003,M4-FUNG-0508:S005,evidenced_by
M4-FUNG-0508:G004,M4-FUNG-0508:S003,evidenced_by
M4-FUNG-0508:G004,M4-FUNG-0508:S005,evidenced_by
M4-FUNG-0508:G005,M4-FUNG-0508:S003,evidenced_by
M4-FUNG-0508:G005,M4-FUNG-0508:S005,evidenced_by
M4-FUNG-0508:G006,M4-FUNG-0508:S005,evidenced_by
M4-FUNG-0509:G001,M4-FUNG-0509:S003,evidenced_by
M4-FUNG-0509:G002,M4-FUNG-0509:S003,evidenced_by
M4-FUNG-0509:G003,M4-FUNG-0509:S003,evidenced_by
M4-FUNG-0510:G001,M4-FUNG-0510:S003,evidenced_by
M4-FUNG-0510:G002,M4-FUNG-0510:S003,evidenced_by
M4-FUNG-0511:G001,M4-FUNG-0511:S003,evidenced_by
M4-FUNG-0511:G002,M4-FUNG-0511:S003,evidenced_by
M4-FUNG-0511:G003,M4-FUNG-0511:S003,evidenced_by
M4-FUNG-0511:G004,M4-FUNG-0511:S003,evidenced_by
M4-FUNG-0511:G005,M4-FUNG-0511:S003,evidenced_by
M4-FUNG-0512:G001,M4-FUNG-0512:S003,evidenced_by
M4-FUNG-0512:G002,M4-FUNG-0512:S003,evidenced_by
M4-FUNG-0512:G003,M4-FUNG-0512:S003,evidenced_by
M4-FUNG-0512:G004,M4-FUNG-0512:S003,evidenced_by
M4-FUNG-0512:G005,M4-FUNG-0512:S003,evidenced_by
M4-FUNG-0512:G006,M4-FUNG-0512:S003,evidenced_by
M4-FUNG-0512:G007,M4-FUNG-0512:S003,evidenced_by
M4-FUNG-0513:G001,M4-FUNG-0513:S003,evidenced_by
M4-FUNG-0513:G002,M4-FUNG-0513:S003,evidenced_by
M4-FUNG-0513:G003,M4-FUNG-0513:S003,evidenced_by
M4-FUNG-0513:G004,M4-FUNG-0513:S003,evidenced_by
M4-FUNG-0513:G005,M4-FUNG-0513:S003,evidenced_by
M4-FUNG-0513:G006,M4-FUNG-0513:S003,evidenced_by
M4-FUNG-0513:G007,M4-FUNG-0513:S003,evidenced_by
M4-FUNG-0514:G001,M4-FUNG-0514:S003,evidenced_by
M4-FUNG-0514:G002,M4-FUNG-0514:S003,evidenced_by
M4-FUNG-0514:G003,M4-FUNG-0514:S003,evidenced_by
M4-FUNG-0514:G004,M4-FUNG-0514:S003,evidenced_by
M4-FUNG-0515:G001,M4-FUNG-0515:S003,evidenced_by
M4-FUNG-0515:G002,M4-FUNG-0515:S003,evidenced_by
M4-FUNG-0515:G003,M4-FUNG-0515:S001,evidenced_by
M4-FUNG-0515:G003,M4-FUNG-0515:S003,evidenced_by
M4-FUNG-0516:G001,M4-FUNG-0516:S003,evidenced_by
M4-FUNG-0516:G002,M4-FUNG-0516:S003,evidenced_by
M4-FUNG-0517:G001,M4-FUNG-0517:S001,evidenced_by
M4-FUNG-0517:G001,M4-FUNG-0517:S003,evidenced_by
M4-FUNG-0517:G002,M4-FUNG-0517:S001,evidenced_by
M4-FUNG-0517:G002,M4-FUNG-0517:S003,evidenced_by
M4-FUNG-0518:G001,M4-FUNG-0518:S003,evidenced_by
M4-FUNG-0518:G002,M4-FUNG-0518:S003,evidenced_by
M4-FUNG-0518:G003,M4-FUNG-0518:S003,evidenced_by
M4-FUNG-0518:G004,M4-FUNG-0518:S003,evidenced_by
M4-FUNG-0518:G005,M4-FUNG-0518:S003,evidenced_by
M4-FUNG-0518:G006,M4-FUNG-0518:S003,evidenced_by
M4-FUNG-0519:G001,M4-FUNG-0519:S003,evidenced_by
M4-FUNG-0519:G002,M4-FUNG-0519:S003,evidenced_by
M4-FUNG-0519:G003,M4-FUNG-0519:S003,evidenced_by
M4-FUNG-0520:G001,M4-FUNG-0520:S003,evidenced_by
M4-FUNG-0520:G002,M4-FUNG-0520:S003,evidenced_by
M4-FUNG-0520:G003,M4-FUNG-0520:S003,evidenced_by
M4-FUNG-0521:G001,M4-FUNG-0521:S001,evidenced_by
M4-FUNG-0521:G001,M4-FUNG-0521:S003,evidenced_by
M4-FUNG-0521:G002,M4-FUNG-0521:S001,evidenced_by
M4-FUNG-0521:G002,M4-FUNG-0521:S003,evidenced_by
M4-FUNG-0521:G003,M4-FUNG-0521:S001,evidenced_by
M4-FUNG-0521:G003,M4-FUNG-0521:S003,evidenced_by
M4-FUNG-0522:G001,M4-FUNG-0522:S001,evidenced_by
M4-FUNG-0522:G001,M4-FUNG-0522:S004,evidenced_by
M4-FUNG-0522:G002,M4-FUNG-0522:S001,evidenced_by
M4-FUNG-0522:G002,M4-FUNG-0522:S003,evidenced_by
M4-FUNG-0522:G002,M4-FUNG-0522:S004,evidenced_by
M4-FUNG-0522:G003,M4-FUNG-0522:S001,evidenced_by
M4-FUNG-0522:G003,M4-FUNG-0522:S004,evidenced_by
M4-FUNG-0522:G004,M4-FUNG-0522:S001,evidenced_by
M4-FUNG-0522:G004,M4-FUNG-0522:S004,evidenced_by
M4-FUNG-0522:G005,M4-FUNG-0522:S001,evidenced_by
M4-FUNG-0522:G005,M4-FUNG-0522:S004,evidenced_by
M4-FUNG-0522:G006,M4-FUNG-0522:S001,evidenced_by
M4-FUNG-0522:G006,M4-FUNG-0522:S003,evidenced_by
M4-FUNG-0522:G006,M4-FUNG-0522:S004,evidenced_by
M4-FUNG-0523:G001,M4-FUNG-0523:S001,evidenced_by
M4-FUNG-0523:G001,M4-FUNG-0523:S003,evidenced_by
M4-FUNG-0523:G002,M4-FUNG-0523:S001,evidenced_by
M4-FUNG-0523:G002,M4-FUNG-0523:S003,evidenced_by
M4-FUNG-0523:G003,M4-FUNG-0523:S001,evidenced_by
M4-FUNG-0523:G003,M4-FUNG-0523:S003,evidenced_by
M4-FUNG-0523:G004,M4-FUNG-0523:S001,evidenced_by
M4-FUNG-0523:G004,M4-FUNG-0523:S003,evidenced_by
M4-FUNG-0523:G005,M4-FUNG-0523:S001,evidenced_by
M4-FUNG-0523:G005,M4-FUNG-0523:S003,evidenced_by
M4-FUNG-0523:G006,M4-FUNG-0523:S001,evidenced_by
M4-FUNG-0523:G006,M4-FUNG-0523:S003,evidenced_by
M4-FUNG-0523:G007,M4-FUNG-0523:S001,evidenced_by
M4-FUNG-0523:G007,M4-FUNG-0523:S003,evidenced_by
M4-FUNG-0523:G008,M4-FUNG-0523:S001,evidenced_by
M4-FUNG-0523:G008,M4-FUNG-0523:S003,evidenced_by
M4-FUNG-0524:G001,M4-FUNG-0524:S001,evidenced_by
M4-FUNG-0524:G001,M4-FUNG-0524:S003,evidenced_by
M4-FUNG-0524:G002,M4-FUNG-0524:S001,evidenced_by
M4-FUNG-0524:G002,M4-FUNG-0524:S003,evidenced_by
M4-FUNG-0524:G003,M4-FUNG-0524:S001,evidenced_by
M4-FUNG-0524:G003,M4-FUNG-0524:S003,evidenced_by
M4-FUNG-0524:G004,M4-FUNG-0524:S001,evidenced_by
M4-FUNG-0524:G004,M4-FUNG-0524:S003,evidenced_by
M4-FUNG-0525:G001,M4-FUNG-0525:S003,evidenced_by
M4-FUNG-0525:G002,M4-FUNG-0525:S003,evidenced_by
M4-FUNG-0525:G003,M4-FUNG-0525:S003,evidenced_by
M4-FUNG-0525:G004,M4-FUNG-0525:S003,evidenced_by
M4-FUNG-0525:G004,M4-FUNG-0525:S006,evidenced_by
M4-FUNG-0525:G005,M4-FUNG-0525:S003,evidenced_by
M4-FUNG-0525:G006,M4-FUNG-0525:S003,evidenced_by
M4-FUNG-0001:M001,M4-FUNG-0001:S002,evidenced_by
M4-FUNG-0001:M001,M4-FUNG-0001:S004,evidenced_by
M4-FUNG-0001:M002,M4-FUNG-0001:S002,evidenced_by
M4-FUNG-0001:M002,M4-FUNG-0001:S004,evidenced_by
M4-FUNG-0001:M003,M4-FUNG-0001:S004,evidenced_by
M4-FUNG-0002:M001,M4-FUNG-0002:S001,evidenced_by
M4-FUNG-0002:M001,M4-FUNG-0002:S007,evidenced_by
M4-FUNG-0003:M001,M4-FUNG-0003:S003,evidenced_by
M4-FUNG-0003:M001,M4-FUNG-0003:S009,evidenced_by
M4-FUNG-0003:M002,M4-FUNG-0003:S003,evidenced_by
M4-FUNG-0003:M002,M4-FUNG-0003:S009,evidenced_by
M4-FUNG-0003:M003,M4-FUNG-0003:S003,evidenced_by
