source,target,relation
NCBITAXON:1549217,M4-FUNG-0493,belongs_to
M4-FUNG-0221,NCBITAXON:644132,belongs_to
NCBITAXON:644132,M4-FUNG-0306,belongs_to
M4-FUNG-0222,NCBITAXON:318706,belongs_to
M4-FUNG-0223,NCBITAXON:37994,belongs_to
M4-FUNG-0224,NCBITAXON:1897413,belongs_to
M4-FUNG-0225,NCBITAXON:83212,belongs_to
M4-FUNG-0227,NCBITAXON:150374,belongs_to
M4-FUNG-0231,NCBITAXON:413071,belongs_to
M4-FUNG-0232,NCBITAXON:1888172,belongs_to
M4-FUNG-0234,NCBITAXON:721885,belongs_to
M4-FUNG-0236,NCBITAXON:393283,belongs_to
M4-FUNG-0237,NCBITAXON:1283841,belongs_to
M4-FUNG-0238,NCBITAXON:95742,belongs_to
M4-FUNG-0239,ORG_17bac3b9f14e,belongs_to
M4-FUNG-0240,ORG_31f88d0ac475,belongs_to
M4-FUNG-0244,NCBITAXON:1053259,belongs_to
NCBITAXON:1053259,M4-FUNG-0560,belongs_to
M4-FUNG-0245,NCBITAXON:367110,belongs_to
NCBITAXON:367110,M4-FUNG-0513,belongs_to
M4-FUNG-0247,NCBITAXON:1243767,belongs_to
NCBITAXON:1243767,M4-FUNG-0291,belongs_to
M4-FUNG-0248,NCBITAXON:1392255,belongs_to
NCBITAXON:1392255,M4-FUNG-0299,belongs_to
M4-FUNG-0249,NCBITAXON:1392250,belongs_to
M4-FUNG-0251,NCBITAXON:690307,belongs_to
NCBITAXON:690307,M4-FUNG-0329,belongs_to
NCBITAXON:690307,M4-FUNG-0512,belongs_to
NCBITAXON:690307,M4-FUNG-0589,belongs_to
M4-FUNG-0252,NCBITAXON:655819,belongs_to
NCBITAXON:655819,M4-FUNG-0363,belongs_to
M4-FUNG-0254,NCBITAXON:933388,belongs_to
NCBITAXON:933388,M4-FUNG-0310,belongs_to
M4-FUNG-0255,NCBITAXON:104259,belongs_to
NCBITAXON:104259,M4-FUNG-0437,belongs_to
NCBITAXON:104259,M4-FUNG-0514,belongs_to
M4-FUNG-0256,ORG_a08e3831fd82,belongs_to
M4-FUNG-0257,NCBITAXON:1756125,belongs_to
M4-FUNG-0258,NCBITAXON:1986016,belongs_to
M4-FUNG-0259,NCBITAXON:242507,belongs_to
NCBITAXON:242507,M4-FUNG-0316,belongs_to
NCBITAXON:242507,M4-FUNG-0317,belongs_to
NCBITAXON:242507,M4-FUNG-0320,belongs_to
M4-FUNG-0260,NCBITAXON:660122,belongs_to
M4-FUNG-0261,NCBITAXON:1293529,belongs_to
M4-FUNG-0262,NCBITAXON:5079,belongs_to
M4-FUNG-0263,NCBITAXON:1963369,belongs_to
M4-FUNG-0264,NCBITAXON:570715,belongs_to
M4-FUNG-0265,NCBITAXON:282267,belongs_to
M4-FUNG-0266,NCBITAXON:1955101,belongs_to
NCBITAXON:1955101,M4-FUNG-0267,belongs_to
M4-FUNG-0268,NCBITAXON:2203296,belongs_to
M4-FUNG-0269,NCBITAXON:1662659,belongs_to
M4-FUNG-0270,NCBITAXON:5544,belongs_to
NCBITAXON:5544,M4-FUNG-0282,belongs_to
NCBITAXON:5544,M4-FUNG-0309,belongs_to
M4-FUNG-0271,NCBITAXON:209559,belongs_to
NCBITAXON:209559,M4-FUNG-0297,belongs_to
NCBITAXON:209559,M4-FUNG-0313,belongs_to
NCBITAXON:209559,M4-FUNG-0315,belongs_to
M4-FUNG-0274,NCBITAXON:264951,belongs_to
NCBITAXON:264951,M4-FUNG-0304,belongs_to
M4-FUNG-0276,NCBITAXON:148305,belongs_to
NCBITAXON:148305,M4-FUNG-0298,belongs_to
M4-FUNG-0281,NCBITAXON:985895,belongs_to
M4-FUNG-0283,NCBITAXON:1169046,belongs_to
NCBITAXON:1169046,M4-FUNG-0284,belongs_to
M4-FUNG-0285,NCBITAXON:41251,belongs_to
NCBITAXON:41251,M4-FUNG-0308,belongs_to
M4-FUNG-0286,NCBITAXON:1729595,belongs_to
M4-FUNG-0288,NCBITAXON:749675,belongs_to
NCBITAXON:749675,M4-FUNG-0289,belongs_to
M4-FUNG-0290,NCBITAXON:198730,belongs_to
NCBITAXON:198730,M4-FUNG-0604,belongs_to
M4-FUNG-0293,NCBITAXON:1707701,belongs_to
NCBITAXON:1707701,M4-FUNG-0295,belongs_to
NCBITAXON:1707701,M4-FUNG-0296,belongs_to
M4-FUNG-0300,NCBITAXON:28985,belongs_to
M4-FUNG-0305,NCBITAXON:1735992,belongs_to
NCBITAXON:1735992,M4-FUNG-0511,belongs_to
M4-FUNG-0307,NCBITAXON:2572248,belongs_to
M4-FUNG-0311,NCBITAXON:28576,belongs_to
NCBITAXON:28576,M4-FUNG-0443,belongs_to
M4-FUNG-0312,NCBITAXON:2765005,belongs_to
M4-FUNG-0314,NCBITAXON:2040732,belongs_to
M4-FUNG-0318,NCBITAXON:1156157,belongs_to
M4-FUNG-0321,NCBITAXON:240176,belongs_to
M4-FUNG-0323,M4-FUNG-0323:G001,has_gene
M4-FUNG-0323,M4-FUNG-0323:G002,has_gene
M4-FUNG-0323,M4-FUNG-0323:M001,produces_metabolite
M4-FUNG-0323,M4-FUNG-0323:M002,produces_metabolite
M4-FUNG-0323,M4-FUNG-0323:M003,produces_metabolite
M4-FUNG-0324,NCBITAXON:1028729,belongs_to
M4-FUNG-0324,M4-FUNG-0324:G001,has_gene
M4-FUNG-0324,M4-FUNG-0324:G002,has_gene
M4-FUNG-0324,M4-FUNG-0324:G003,has_gene
M4-FUNG-0324,M4-FUNG-0324:M001,produces_metabolite
M4-FUNG-0324,M4-FUNG-0324:M002,produces_metabolite
M4-FUNG-0324,M4-FUNG-0324:M003,produces_metabolite
NCBITAXON:1028729,M4-FUNG-0348,belongs_to
M4-FUNG-0325,M4-FUNG-0325:G001,has_gene
M4-FUNG-0325,M4-FUNG-0325:G002,has_gene
M4-FUNG-0325,M4-FUNG-0325:M001,produces_metabolite
M4-FUNG-0325,M4-FUNG-0325:M002,produces_metabolite
M4-FUNG-0326,M4-FUNG-0326:G001,has_gene
M4-FUNG-0326,M4-FUNG-0326:G002,has_gene
M4-FUNG-0326,M4-FUNG-0326:M001,produces_metabolite
M4-FUNG-0326,M4-FUNG-0326:M002,produces_metabolite
M4-FUNG-0327,M4-FUNG-0327:G001,has_gene
M4-FUNG-0327,M4-FUNG-0327:G002,has_gene
M4-FUNG-0327,M4-FUNG-0327:M001,produces_metabolite
M4-FUNG-0327,M4-FUNG-0327:M002,produces_metabolite
M4-FUNG-0328,M4-FUNG-0328:G001,has_gene
M4-FUNG-0328,M4-FUNG-0328:G002,has_gene
M4-FUNG-0328,M4-FUNG-0328:G003,has_gene
M4-FUNG-0328,M4-FUNG-0328:M001,produces_metabolite
M4-FUNG-0328,M4-FUNG-0328:M002,produces_metabolite
M4-FUNG-0328,M4-FUNG-0328:M003,produces_metabolite
M4-FUNG-0329,M4-FUNG-0329:G001,has_gene
M4-FUNG-0329,M4-FUNG-0329:G002,has_gene
M4-FUNG-0329,M4-FUNG-0329:G003,has_gene
M4-FUNG-0329,M4-FUNG-0329:M001,produces_metabolite
M4-FUNG-0330,M4-FUNG-0330:G001,has_gene
M4-FUNG-0330,M4-FUNG-0330:G002,has_gene
M4-FUNG-0330,M4-FUNG-0330:M001,produces_metabolite
M4-FUNG-0330,M4-FUNG-0330:M002,produces_metabolite
M4-FUNG-0330,M4-FUNG-0330:M003,produces_metabolite
M4-FUNG-0331,M4-FUNG-0331:G001,has_gene
M4-FUNG-0331,M4-FUNG-0331:G002,has_gene
M4-FUNG-0331,M4-FUNG-0331:M001,produces_metabolite
M4-FUNG-0331,M4-FUNG-0331:M002,produces_metabolite
M4-FUNG-0331,M4-FUNG-0331:M003,produces_metabolite
M4-FUNG-0332,M4-FUNG-0332:G001,has_gene
M4-FUNG-0332,M4-FUNG-0332:G002,has_gene
M4-FUNG-0332,M4-FUNG-0332:G003,has_gene
M4-FUNG-0332,M4-FUNG-0332:G004,has_gene
M4-FUNG-0332,M4-FUNG-0332:M001,produces_metabolite
M4-FUNG-0332,M4-FUNG-0332:M002,produces_metabolite
M4-FUNG-0333,NCBITAXON:451804,belongs_to
M4-FUNG-0333,M4-FUNG-0333:G001,has_gene
M4-FUNG-0333,M4-FUNG-0333:G002,has_gene
M4-FUNG-0333,M4-FUNG-0333:G003,has_gene
M4-FUNG-0333,M4-FUNG-0333:G004,has_gene
M4-FUNG-0333,M4-FUNG-0333:M001,produces_metabolite
M4-FUNG-0333,M4-FUNG-0333:M002,produces_metabolite
NCBITAXON:451804,M4-FUNG-0553,belongs_to
M4-FUNG-0337,NCBITAXON:1159556,belongs_to
M4-FUNG-0341,NCBITAXON:693819,belongs_to
M4-FUNG-0342,NCBITAXON:29875,belongs_to
M4-FUNG-0343,NCBITAXON:49331,belongs_to
M4-FUNG-0344,NCBITAXON:344612,belongs_to
M4-FUNG-0345,NCBITAXON:5081 (canonical source genus-level taxon),belongs_to
M4-FUNG-0347,NCBITAXON:1380566,belongs_to
M4-FUNG-0349,NCBITAXON:1318459,belongs_to
M4-FUNG-0352,NCBITAXON:1813822,belongs_to
M4-FUNG-0354,NCBITAXON:105696,belongs_to
M4-FUNG-0356,NCBITAXON:36656,belongs_to
NCBITAXON:36656,M4-FUNG-0357,belongs_to
NCBITAXON:36656,M4-FUNG-0498,belongs_to
NCBITAXON:36656,M4-FUNG-0551,belongs_to
NCBITAXON:36656,M4-FUNG-0587,belongs_to
M4-FUNG-0358,NCBITAXON:2081996,belongs_to
M4-FUNG-0359,NCBITAXON:2582783,belongs_to
NCBITAXON:2582783,M4-FUNG-0515,belongs_to
M4-FUNG-0360,NCBITAXON:240499,belongs_to
NCBITAXON:240499,M4-FUNG-0428,belongs_to
M4-FUNG-0361,NCBITAXON:930091,belongs_to
NCBITAXON:930091,M4-FUNG-0362,belongs_to
M4-FUNG-0364,NCBITAXON:41900,belongs_to
NCBITAXON:41900,M4-FUNG-0574,belongs_to
M4-FUNG-0366,NCBITAXON:1491466,belongs_to
M4-FUNG-0367,NCBITAXON:93625,belongs_to
M4-FUNG-0368,NCBITAXON:40382,belongs_to
NCBITAXON:40382,M4-FUNG-0369,belongs_to
NCBITAXON:40382,M4-FUNG-0570,belongs_to
NCBITAXON:40382,M4-FUNG-0578,belongs_to
NCBITAXON:40382,M4-FUNG-0579,belongs_to
M4-FUNG-0370,NCBITAXON:657443,belongs_to
M4-FUNG-0371,NCBITAXON:1460663,belongs_to
M4-FUNG-0372,NCBITAXON:1381753,belongs_to
M4-FUNG-0373,NCBITAXON:741275,belongs_to
M4-FUNG-0374,ORG_6e8172f57e08,belongs_to
M4-FUNG-0375,ORG_21b49e6f1695,belongs_to
M4-FUNG-0376,ORG_c6017f90d7b0,belongs_to
M4-FUNG-0377,ORG_b22b5ba9a6f7,belongs_to
M4-FUNG-0378,ORG_d85b59831717,belongs_to
M4-FUNG-0379,ORG_72fc323b1874,belongs_to
M4-FUNG-0380,ORG_70768ab916c8,belongs_to
M4-FUNG-0381,ORG_6e29ff2602e5,belongs_to
M4-FUNG-0382,ORG_dccbef159ffa,belongs_to
M4-FUNG-0383,ORG_a825e454814d,belongs_to
M4-FUNG-0384,ORG_43dffc297132,belongs_to
M4-FUNG-0385,ORG_ddcf71f2b181,belongs_to
M4-FUNG-0386,ORG_30de335eae3e,belongs_to
M4-FUNG-0387,ORG_1be47c6350ca,belongs_to
M4-FUNG-0388,ORG_d40377b519a7,belongs_to
M4-FUNG-0389,ORG_2c597a5aa564,belongs_to
M4-FUNG-0390,ORG_e3cadbe52f24,belongs_to
M4-FUNG-0391,ORG_f21506a2afad,belongs_to
M4-FUNG-0392,ORG_28b63b531c3c,belongs_to
M4-FUNG-0393,ORG_50355c5f1f0c,belongs_to
M4-FUNG-0394,ORG_d8b3d7b631f6,belongs_to
M4-FUNG-0395,ORG_9d5b02b4c361,belongs_to
M4-FUNG-0396,ORG_836c3c42925e,belongs_to
M4-FUNG-0397,ORG_51f4218c8370,belongs_to
M4-FUNG-0398,ORG_e5fd63b2dfb1,belongs_to
M4-FUNG-0399,ORG_7f935d6e0b45,belongs_to
M4-FUNG-0400,ORG_7474a8f36194,belongs_to
M4-FUNG-0401,ORG_315919354be6,belongs_to
M4-FUNG-0402,ORG_199abb487d3b,belongs_to
M4-FUNG-0403,ORG_e3ac70135604,belongs_to
M4-FUNG-0404,ORG_3706cb65d3b9,belongs_to
M4-FUNG-0405,ORG_115646fd0871,belongs_to
M4-FUNG-0406,ORG_429e87f09b9e,belongs_to
M4-FUNG-0407,ORG_4e7245e7ef13,belongs_to
M4-FUNG-0408,ORG_1c29ddcb9192,belongs_to
M4-FUNG-0409,ORG_00ee2506caa4,belongs_to
M4-FUNG-0410,ORG_c5eab1482fc6,belongs_to
M4-FUNG-0411,ORG_f0bc222d852a,belongs_to
M4-FUNG-0412,ORG_d53649ce9a79,belongs_to
M4-FUNG-0413,ORG_c21198e70053,belongs_to
M4-FUNG-0414,ORG_6de0d6495f06,belongs_to
M4-FUNG-0415,ORG_164062b0f129,belongs_to
M4-FUNG-0416,ORG_f9cee5d2a5fe,belongs_to
M4-FUNG-0417,ORG_7148c415351b,belongs_to
M4-FUNG-0418,ORG_ab3afe59d4ea,belongs_to
M4-FUNG-0419,ORG_627acd308a22,belongs_to
M4-FUNG-0420,ORG_5aa9dcb6a288,belongs_to
M4-FUNG-0421,ORG_a6532b04f97b,belongs_to
M4-FUNG-0422,ORG_891f81deae16,belongs_to
M4-FUNG-0423,ORG_b56560321bbc,belongs_to
M4-FUNG-0424,ORG_3d7bdd9a2bf8,belongs_to
M4-FUNG-0425,ORG_a863520cab69,belongs_to
M4-FUNG-0426,M4-FUNG-0426:G001,has_gene
M4-FUNG-0426,M4-FUNG-0426:G002,has_gene
M4-FUNG-0426,M4-FUNG-0426:G003,has_gene
M4-FUNG-0426,M4-FUNG-0426:G004,has_gene
M4-FUNG-0426,M4-FUNG-0426:G005,has_gene
M4-FUNG-0426,M4-FUNG-0426:M001,produces_metabolite
M4-FUNG-0426,M4-FUNG-0426:M002,produces_metabolite
M4-FUNG-0426,M4-FUNG-0426:M003,produces_metabolite
M4-FUNG-0426,M4-FUNG-0426:M004,produces_metabolite
M4-FUNG-0427,NCBITAXON:5081,belongs_to
M4-FUNG-0427,M4-FUNG-0427:G001,has_gene
M4-FUNG-0427,M4-FUNG-0427:G002,has_gene
M4-FUNG-0427,M4-FUNG-0427:G003,has_gene
M4-FUNG-0427,M4-FUNG-0427:G004,has_gene
M4-FUNG-0427,M4-FUNG-0427:G005,has_gene
M4-FUNG-0427,M4-FUNG-0427:G006,has_gene
M4-FUNG-0427,M4-FUNG-0427:G007,has_gene
M4-FUNG-0427,M4-FUNG-0427:M001,produces_metabolite
M4-FUNG-0427,M4-FUNG-0427:M002,produces_metabolite
M4-FUNG-0427,M4-FUNG-0427:M003,produces_metabolite
M4-FUNG-0427,M4-FUNG-0427:M004,produces_metabolite
M4-FUNG-0427,M4-FUNG-0427:M005,produces_metabolite
M4-FUNG-0427,M4-FUNG-0427:M006,produces_metabolite
M4-FUNG-0427,M4-FUNG-0427:M007,produces_metabolite
M4-FUNG-0427,M4-FUNG-0427:M008,produces_metabolite
M4-FUNG-0428,M4-FUNG-0428:G001,has_gene
M4-FUNG-0428,M4-FUNG-0428:G002,has_gene
M4-FUNG-0428,M4-FUNG-0428:M001,produces_metabolite
M4-FUNG-0429,M4-FUNG-0429:G001,has_gene
M4-FUNG-0429,M4-FUNG-0429:G002,has_gene
M4-FUNG-0429,M4-FUNG-0429:G003,has_gene
M4-FUNG-0429,M4-FUNG-0429:G004,has_gene
M4-FUNG-0429,M4-FUNG-0429:G005,has_gene
M4-FUNG-0429,M4-FUNG-0429:G006,has_gene
M4-FUNG-0429,M4-FUNG-0429:G007,has_gene
M4-FUNG-0429,M4-FUNG-0429:M001,produces_metabolite
M4-FUNG-0429,M4-FUNG-0429:M002,produces_metabolite
M4-FUNG-0429,M4-FUNG-0429:M003,produces_metabolite
M4-FUNG-0430,M4-FUNG-0430:G001,has_gene
M4-FUNG-0430,M4-FUNG-0430:G002,has_gene
M4-FUNG-0430,M4-FUNG-0430:G003,has_gene
M4-FUNG-0430,M4-FUNG-0430:G004,has_gene
M4-FUNG-0430,M4-FUNG-0430:M001,produces_metabolite
M4-FUNG-0431,M4-FUNG-0431:G001,has_gene
M4-FUNG-0431,M4-FUNG-0431:G002,has_gene
M4-FUNG-0431,M4-FUNG-0431:G003,has_gene
M4-FUNG-0431,M4-FUNG-0431:G004,has_gene
M4-FUNG-0431,M4-FUNG-0431:G005,has_gene
M4-FUNG-0431,M4-FUNG-0431:G006,has_gene
M4-FUNG-0431,M4-FUNG-0431:M001,produces_metabolite
M4-FUNG-0431,M4-FUNG-0431:M002,produces_metabolite
M4-FUNG-0432,M4-FUNG-0432:G001,has_gene
M4-FUNG-0432,M4-FUNG-0432:G002,has_gene
M4-FUNG-0432,M4-FUNG-0432:G003,has_gene
M4-FUNG-0432,M4-FUNG-0432:G004,has_gene
M4-FUNG-0432,M4-FUNG-0432:G005,has_gene
M4-FUNG-0432,M4-FUNG-0432:G006,has_gene
M4-FUNG-0432,M4-FUNG-0432:G007,has_gene
M4-FUNG-0432,M4-FUNG-0432:M001,produces_metabolite
M4-FUNG-0432,M4-FUNG-0432:M002,produces_metabolite
M4-FUNG-0433,M4-FUNG-0433:G001,has_gene
M4-FUNG-0433,M4-FUNG-0433:M001,produces_metabolite
M4-FUNG-0433,M4-FUNG-0433:M002,produces_metabolite
M4-FUNG-0434,NCBITAXON:1450533,belongs_to
M4-FUNG-0434,M4-FUNG-0434:G001,has_gene
M4-FUNG-0434,M4-FUNG-0434:G002,has_gene
M4-FUNG-0434,M4-FUNG-0434:M001,produces_metabolite
M4-FUNG-0434,M4-FUNG-0434:M002,produces_metabolite
M4-FUNG-0434,M4-FUNG-0434:M003,produces_metabolite
M4-FUNG-0435,M4-FUNG-0435:G001,has_gene
M4-FUNG-0435,M4-FUNG-0435:M001,produces_metabolite
M4-FUNG-0435,M4-FUNG-0435:M002,produces_metabolite
M4-FUNG-0435,M4-FUNG-0435:M003,produces_metabolite
M4-FUNG-0436,NCBITAXON:5382,belongs_to
M4-FUNG-0436,M4-FUNG-0436:G001,has_gene
M4-FUNG-0436,M4-FUNG-0436:M001,produces_metabolite
M4-FUNG-0436,M4-FUNG-0436:M002,produces_metabolite
M4-FUNG-0437,M4-FUNG-0437:G001,has_gene
M4-FUNG-0437,M4-FUNG-0437:G002,has_gene
M4-FUNG-0437,M4-FUNG-0437:G003,has_gene
M4-FUNG-0437,M4-FUNG-0437:G004,has_gene
M4-FUNG-0437,M4-FUNG-0437:G005,has_gene
M4-FUNG-0437,M4-FUNG-0437:M001,produces_metabolite
M4-FUNG-0437,M4-FUNG-0437:M002,produces_metabolite
M4-FUNG-0437,M4-FUNG-0437:M003,produces_metabolite
M4-FUNG-0437,M4-FUNG-0437:M004,produces_metabolite
M4-FUNG-0437,M4-FUNG-0437:M005,produces_metabolite
M4-FUNG-0438,NCBITAXON:1128401,belongs_to
M4-FUNG-0438,M4-FUNG-0438:G001,has_gene
M4-FUNG-0438,M4-FUNG-0438:G002,has_gene
M4-FUNG-0438,M4-FUNG-0438:M001,produces_metabolite
M4-FUNG-0438,M4-FUNG-0438:M002,produces_metabolite
NCBITAXON:1128401,M4-FUNG-0439,belongs_to
M4-FUNG-0439,M4-FUNG-0439:G001,has_gene
M4-FUNG-0439,M4-FUNG-0439:G002,has_gene
M4-FUNG-0439,M4-FUNG-0439:M001,produces_metabolite
M4-FUNG-0439,M4-FUNG-0439:M002,produces_metabolite
M4-FUNG-0440,NCBITAXON:249398,belongs_to
M4-FUNG-0440,M4-FUNG-0440:G001,has_gene
M4-FUNG-0440,M4-FUNG-0440:G002,has_gene
M4-FUNG-0440,M4-FUNG-0440:G003,has_gene
M4-FUNG-0440,M4-FUNG-0440:G004,has_gene
M4-FUNG-0440,M4-FUNG-0440:G005,has_gene
M4-FUNG-0440,M4-FUNG-0440:G006,has_gene
M4-FUNG-0440,M4-FUNG-0440:M001,produces_metabolite
M4-FUNG-0440,M4-FUNG-0440:M002,produces_metabolite
M4-FUNG-0440,M4-FUNG-0440:M003,produces_metabolite
M4-FUNG-0440,M4-FUNG-0440:M004,produces_metabolite
M4-FUNG-0441,NCBITAXON:1896107,belongs_to
M4-FUNG-0441,M4-FUNG-0441:G001,has_gene
M4-FUNG-0441,M4-FUNG-0441:G002,has_gene
M4-FUNG-0441,M4-FUNG-0441:G003,has_gene
M4-FUNG-0441,M4-FUNG-0441:G004,has_gene
M4-FUNG-0441,M4-FUNG-0441:G005,has_gene
M4-FUNG-0441,M4-FUNG-0441:G006,has_gene
M4-FUNG-0441,M4-FUNG-0441:G007,has_gene
M4-FUNG-0441,M4-FUNG-0441:M001,produces_metabolite
M4-FUNG-0441,M4-FUNG-0441:M002,produces_metabolite
M4-FUNG-0441,M4-FUNG-0441:M003,produces_metabolite
M4-FUNG-0441,M4-FUNG-0441:M004,produces_metabolite
M4-FUNG-0441,M4-FUNG-0441:M005,produces_metabolite
M4-FUNG-0442,NCBITAXON:370937,belongs_to
M4-FUNG-0442,M4-FUNG-0442:G001,has_gene
M4-FUNG-0442,M4-FUNG-0442:G002,has_gene
M4-FUNG-0442,M4-FUNG-0442:G003,has_gene
M4-FUNG-0442,M4-FUNG-0442:M001,produces_metabolite
M4-FUNG-0442,M4-FUNG-0442:M002,produces_metabolite
M4-FUNG-0443,M4-FUNG-0443:G001,has_gene
M4-FUNG-0443,M4-FUNG-0443:G002,has_gene
M4-FUNG-0443,M4-FUNG-0443:G003,has_gene
M4-FUNG-0443,M4-FUNG-0443:G004,has_gene
M4-FUNG-0443,M4-FUNG-0443:G005,has_gene
M4-FUNG-0443,M4-FUNG-0443:G006,has_gene
M4-FUNG-0443,M4-FUNG-0443:G007,has_gene
M4-FUNG-0443,M4-FUNG-0443:M001,produces_metabolite
M4-FUNG-0443,M4-FUNG-0443:M002,produces_metabolite
M4-FUNG-0443,M4-FUNG-0443:M003,produces_metabolite
M4-FUNG-0443,M4-FUNG-0443:M004,produces_metabolite
M4-FUNG-0443,M4-FUNG-0443:M005,produces_metabolite
M4-FUNG-0444,M4-FUNG-0444:G001,has_gene
M4-FUNG-0444,M4-FUNG-0444:G002,has_gene
M4-FUNG-0444,M4-FUNG-0444:M001,produces_metabolite
M4-FUNG-0444,M4-FUNG-0444:M002,produces_metabolite
M4-FUNG-0445,NCBITAXON:2163413,belongs_to
M4-FUNG-0445,M4-FUNG-0445:G001,has_gene
M4-FUNG-0445,M4-FUNG-0445:G002,has_gene
M4-FUNG-0445,M4-FUNG-0445:G003,has_gene
M4-FUNG-0445,M4-FUNG-0445:G004,has_gene
M4-FUNG-0445,M4-FUNG-0445:M001,produces_metabolite
M4-FUNG-0445,M4-FUNG-0445:M002,produces_metabolite
M4-FUNG-0445,M4-FUNG-0445:M003,produces_metabolite
M4-FUNG-0445,M4-FUNG-0445:M004,produces_metabolite
M4-FUNG-0446,M4-FUNG-0446:G001,has_gene
M4-FUNG-0446,M4-FUNG-0446:G002,has_gene
M4-FUNG-0446,M4-FUNG-0446:G003,has_gene
M4-FUNG-0446,M4-FUNG-0446:G004,has_gene
M4-FUNG-0446,M4-FUNG-0446:G005,has_gene
M4-FUNG-0446,M4-FUNG-0446:G006,has_gene
M4-FUNG-0446,M4-FUNG-0446:M001,produces_metabolite
M4-FUNG-0446,M4-FUNG-0446:M002,produces_metabolite
M4-FUNG-0446,M4-FUNG-0446:M003,produces_metabolite
M4-FUNG-0447,M4-FUNG-0447:G001,has_gene
M4-FUNG-0447,M4-FUNG-0447:G002,has_gene
M4-FUNG-0447,M4-FUNG-0447:G003,has_gene
M4-FUNG-0447,M4-FUNG-0447:G004,has_gene
M4-FUNG-0447,M4-FUNG-0447:G005,has_gene
M4-FUNG-0447,M4-FUNG-0447:M001,produces_metabolite
M4-FUNG-0447,M4-FUNG-0447:M002,produces_metabolite
M4-FUNG-0447,M4-FUNG-0447:M003,produces_metabolite
M4-FUNG-0447,M4-FUNG-0447:M004,produces_metabolite
M4-FUNG-0448,NCBITAXON:2259629,belongs_to
M4-FUNG-0448,M4-FUNG-0448:G001,has_gene
M4-FUNG-0448,M4-FUNG-0448:G002,has_gene
M4-FUNG-0448,M4-FUNG-0448:G003,has_gene
M4-FUNG-0448,M4-FUNG-0448:G004,has_gene
M4-FUNG-0448,M4-FUNG-0448:G005,has_gene
M4-FUNG-0448,M4-FUNG-0448:M001,produces_metabolite
M4-FUNG-0448,M4-FUNG-0448:M002,produces_metabolite
M4-FUNG-0448,M4-FUNG-0448:M003,produces_metabolite
M4-FUNG-0449,M4-FUNG-0449:G001,has_gene
M4-FUNG-0449,M4-FUNG-0449:G002,has_gene
M4-FUNG-0449,M4-FUNG-0449:G003,has_gene
M4-FUNG-0449,M4-FUNG-0449:G004,has_gene
M4-FUNG-0449,M4-FUNG-0449:G005,has_gene
M4-FUNG-0449,M4-FUNG-0449:G006,has_gene
M4-FUNG-0449,M4-FUNG-0449:M001,produces_metabolite
M4-FUNG-0449,M4-FUNG-0449:M002,produces_metabolite
M4-FUNG-0449,M4-FUNG-0449:M003,produces_metabolite
M4-FUNG-0450,M4-FUNG-0450:G001,has_gene
M4-FUNG-0450,M4-FUNG-0450:G002,has_gene
M4-FUNG-0450,M4-FUNG-0450:G003,has_gene
M4-FUNG-0450,M4-FUNG-0450:G004,has_gene
M4-FUNG-0450,M4-FUNG-0450:G005,has_gene
M4-FUNG-0450,M4-FUNG-0450:G006,has_gene
M4-FUNG-0450,M4-FUNG-0450:G007,has_gene
M4-FUNG-0450,M4-FUNG-0450:M001,produces_metabolite
M4-FUNG-0450,M4-FUNG-0450:M002,produces_metabolite
M4-FUNG-0450,M4-FUNG-0450:M003,produces_metabolite
M4-FUNG-0450,M4-FUNG-0450:M004,produces_metabolite
M4-FUNG-0450,M4-FUNG-0450:M005,produces_metabolite
M4-FUNG-0451,NCBITAXON:759273,belongs_to
M4-FUNG-0451,M4-FUNG-0451:G001,has_gene
M4-FUNG-0451,M4-FUNG-0451:G002,has_gene
M4-FUNG-0451,M4-FUNG-0451:G003,has_gene
M4-FUNG-0451,M4-FUNG-0451:G004,has_gene
M4-FUNG-0451,M4-FUNG-0451:G005,has_gene
M4-FUNG-0451,M4-FUNG-0451:G006,has_gene
M4-FUNG-0451,M4-FUNG-0451:G007,has_gene
M4-FUNG-0451,M4-FUNG-0451:M001,produces_metabolite
M4-FUNG-0451,M4-FUNG-0451:M002,produces_metabolite
M4-FUNG-0451,M4-FUNG-0451:M003,produces_metabolite
M4-FUNG-0451,M4-FUNG-0451:M004,produces_metabolite
M4-FUNG-0451,M4-FUNG-0451:M005,produces_metabolite
NCBITAXON:759273,M4-FUNG-0524,belongs_to
M4-FUNG-0452,NCBITAXON:1892770,belongs_to
M4-FUNG-0452,M4-FUNG-0452:G001,has_gene
M4-FUNG-0452,M4-FUNG-0452:G002,has_gene
M4-FUNG-0452,M4-FUNG-0452:G003,has_gene
M4-FUNG-0452,M4-FUNG-0452:G004,has_gene
M4-FUNG-0452,M4-FUNG-0452:G005,has_gene
M4-FUNG-0452,M4-FUNG-0452:G006,has_gene
M4-FUNG-0452,M4-FUNG-0452:G007,has_gene
M4-FUNG-0452,M4-FUNG-0452:M001,produces_metabolite
M4-FUNG-0452,M4-FUNG-0452:M002,produces_metabolite
M4-FUNG-0453,NCBITAXON:47427,belongs_to
M4-FUNG-0453,M4-FUNG-0453:G001,has_gene
M4-FUNG-0453,M4-FUNG-0453:G002,has_gene
M4-FUNG-0453,M4-FUNG-0453:G003,has_gene
M4-FUNG-0453,M4-FUNG-0453:G004,has_gene
