dossier_id,mibig_accession,organism_name,facets,genes,metabolites,experiments,measurements,claims,relationships,conflicts,sources,normalization_queue_rows
M4-FUNG-0264,BGC0001794,Alternaria oxytropis,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0265,BGC0001811,Fusarium asiaticum,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0266,BGC0001820,historical MIBiG: Gliocladium sp.; defining study: Clonostachys rogersoniana (formerly Gliocladium sp. 6.102),3,0,0,0,0,1,1,0,4,0
M4-FUNG-0267,BGC0001821,historical duplicate record: Gliocladium sp.,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0268,BGC0001827,Sarocladium sp. 'schorii'; defining study proposes Sarocladium schorii for former Acremonium strictum IMI 501407,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0269,BGC0001839,Aspergillus sp. Z5,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0270,BGC0001854,Trichoderma harzianum t-22,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0271,BGC0001857,MIBiG: Aspergillus sp. CLMG-2019a; defining paper: Aspergillus burnettii,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0272,BGC0001858,Parastagonospora nodorum SN15,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0273,BGC0001865 v4,Parastagonospora nodorum SN15,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0274,BGC0001866 v4,Byssochlamys spectabilis,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0275,BGC0001874 v4,Aspergillus flavus,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0276,BGC0001881 v4,Pyricularia grisea,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0277,BGC0001882 v3,Penicillium rubens Wisconsin 54-1255,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0278,BGC0001886 v2,Claviceps purpurea 20.1,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0279,BGC0001888 v2,Ustilago maydis 521,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0280,BGC0001893 v3,Botrytis cinerea B05.10,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0281,BGC0001899 v3,Leptosphaeria maculans JN3; current MIBiG display uses Plenodomus lingam JN3,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0282,BGC0001901 v3,Trichoderma harzianum,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0283,BGC0001906 v2,Daldinia eschscholzii IFB-TL01,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0284,BGC0001907 v2,Daldinia eschscholzii IFB-TL01,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0285,BGC0001909 v3,Strobilurus tenacellus,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0286,BGC0001913 v3,fungal sp. ATCC 74256,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0287,BGC0001915 v3,Phoma betae,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0288,BGC0001923 v3,Acremonium egyptiacum,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0289,BGC0001924 v3,Acremonium egyptiacum,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0290,BGC0001926 v3,Talaromyces verruculosus,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0291,BGC0001936 v3,Hypoxylon pulicicidum,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0292,BGC0001954 v2,Talaromyces wortmannii,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0293,BGC0001966 v3,Phoma sp. F3723,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0294,BGC0001969 v3,Talaromyces wortmannii,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0295,BGC0001976 v3,Phoma sp. CGMCC 10481,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0296,BGC0001977 v3,Phoma sp.,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0297,BGC0001978 v3,Aspergillus sp. CLMG-2019a / Aspergillus burnettii study provenance,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0298,BGC0001982 v3,Pyricularia grisea,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0299,BGC0001988 v3,Aspergillus novofumigatus IBT 16806,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0300,BGC0001989 v3,Kluyveromyces lactis,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0301,BGC0001995 v3,Aspergillus oryzae RIB40,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0302,BGC0001996 v2,Aspergillus oryzae RIB40,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0303,BGC0001998 v2,Aspergillus nidulans FGSC A4,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0304,BGC0002030 v3,Byssochlamys spectabilis,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0305,BGC0002035 v3,Neonectria sp. DH2,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0306,BGC0002062 v2,Paecilomyces divaricatus,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0307,BGC0002063 v3,Cryptosporiopsis sp. 8999,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0308,BGC0002065 v2,Strobilurus tenacellus,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0309,BGC0002066 v3,Trichoderma harzianum,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0310,BGC0002067 v3,Penicillium oxalicum 114-2,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0311,BGC0002093 v2,Talaromyces variabilis,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0312,BGC0002113 v3,Fusarium sp. 190-020-2,3,0,0,0,0,4,1,4,3,0
M4-FUNG-0313,BGC0002139 v3,Aspergillus burnettii FRR 5400,3,0,0,0,0,3,1,3,4,0
M4-FUNG-0314,BGC0002146 v2,Cladobotryum sp. No. 11231 / Cladobotryum sp.,3,0,0,0,0,3,1,3,4,0
M4-FUNG-0315,BGC0002149 v2,Aspergillus alliaceus ATCC 20738,3,0,0,0,0,3,1,3,3,0
M4-FUNG-0316,BGC0002154 v2,Pyricularia oryzae 70-15,3,0,0,0,0,3,1,3,4,0
M4-FUNG-0317,BGC0002155 v3,Pyricularia oryzae 70-15,3,0,0,0,0,3,1,3,4,0
M4-FUNG-0318,BGC0002156 v2,Fulvia fulva CBS 131901 (syn. Cladosporium fulvum),3,0,0,0,0,4,1,3,3,0
M4-FUNG-0319,BGC0002157 v2,Aspergillus flavus,3,0,0,0,0,4,1,3,3,0
M4-FUNG-0320,BGC0002158 v2,Pyricularia oryzae 70-15,3,0,0,0,0,4,1,3,5,0
M4-FUNG-0321,BGC0002159 v3,Coprinopsis cinerea okayama7#130,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0322,BGC0002161 v2,Pestalotiopsis fici W106-1,3,0,0,0,0,4,1,3,4,0
M4-FUNG-0323,BGC0002162,Aspergillus fischeri NRRL 181,13,2,3,3,2,3,2,2,7,0
M4-FUNG-0324,BGC0002163,Fusarium pseudograminearum CS3096,13,3,3,3,2,3,2,2,8,0
M4-FUNG-0325,BGC0002164,Epichloë festucae,13,2,2,3,2,3,2,2,7,0
M4-FUNG-0326,BGC0002165,Parastagonospora nodorum SN15,13,2,2,3,2,3,2,2,7,0
M4-FUNG-0327,BGC0002167,Aspergillus flavus NRRL 3357,13,2,2,3,2,3,2,2,7,0
M4-FUNG-0328,BGC0002168,Aspergillus stellatus,13,3,3,3,2,3,3,2,7,0
M4-FUNG-0329,BGC0002169,Aspergillus aculeatus ATCC 16872,13,3,1,3,2,3,2,2,7,0
M4-FUNG-0330,BGC0002170,Aspergillus stellatus (current MIBiG mapping),13,2,3,3,2,3,2,2,7,0
M4-FUNG-0331,BGC0002171,Aspergillus niger ATCC 1015,13,2,3,3,2,3,2,2,7,0
M4-FUNG-0332,BGC0002172,Fusarium graminearum PH-1,13,4,2,3,3,3,3,2,7,0
M4-FUNG-0333,BGC0002173,Aspergillus fumigatus A1163,13,4,2,3,3,3,4,3,8,0
M4-FUNG-0334,BGC0002174,Epichloe festucae,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0335,BGC0002175,Aspergillus oryzae RIB40,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0336,BGC0002176,Fusarium graminearum PH-1,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0337,BGC0002177,Ustilaginoidea virens,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0338,BGC0002178,Fusarium graminearum PH-1,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0339,BGC0002179,Alternaria alternata,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0340,BGC0002180,Aspergillus nidulans FGSC A4,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0341,BGC0002181,Rhodocybe pseudopiperita,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0342,BGC0002182,Trichoderma virens,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0343,BGC0002183,Wickerhamiella pararugosa,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0344,BGC0002184,Aspergillus clavatus NRRL 1,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0345,BGC0002185,Penicillium sp. sh18; canonical source lists Penicillium sp.,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0346,BGC0002186,Fusarium graminearum PH-1,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0347,BGC0002187,Pochonia chlamydosporia 170,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0348,BGC0002188,Fusarium pseudograminearum CS3096,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0349,BGC0002189,Fusarium pseudograminearum CS5834 in canonical source; defining paper refers to C5834,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0350,BGC0002190,Acremonium chrysogenum ATCC 11550,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0351,BGC0002191,Fusarium graminearum PH-1,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0352,BGC0002192,fungal sp. No.14919; species unresolved in canonical source,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0353,BGC0002193,Aspergillus terreus NIH2624,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0354,BGC0002194,Epicoccum nigrum,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0355,BGC0002195,Aspergillus oryzae RIB40,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0356,BGC0002196,Penicillium crustosum,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0357,BGC0002197,Penicillium crustosum,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0358,BGC0002198,Aspergillus terreus var. terreus,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0359,BGC0002199,Aspergillus nanangensis,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0360,BGC0002200,Calcarisporium arbuscula,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0361,BGC0002201,Bipolaris victoriae FI3; defining paper uses historical Cochliobolus victoriae nomenclature,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0362,BGC0002202,Bipolaris victoriae FI3; historical Cochliobolus victoriae in defining literature,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0363,BGC0002203,Beauveria bassiana ARSEF 2860,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0364,BGC0002204,Aspergillus flavipes; defining study strain CNL-338,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0365,BGC0002205,Parastagonospora nodorum SN15,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0366,BGC0002206,Trichoderma guizhouense,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0367,BGC0002207,Psilocybe cyanescens,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0368,BGC0002208,Aspergillus ustus,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0369,BGC0002209,Aspergillus ustus,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0370,BGC0002210,Aspergillus violaceofuscus CBS 115571,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0371,BGC0002211,Paraphaeosphaeria sporulosa,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0372,BGC0002212,Moniliophthora roreri MCA 2997,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0373,BGC0002213,Punctularia strigosozonata HHB-11173 SS5,3,0,0,0,0,1,1,0,4,0
M4-FUNG-0374,BGC0002214,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0375,BGC0002215,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0376,BGC0002216,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0377,BGC0002218,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0378,BGC0002219,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0379,BGC0002220,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0380,BGC0002221,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0381,BGC0002222,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0382,BGC0002223,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0383,BGC0002224,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0384,BGC0002225,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0385,BGC0002226,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0386,BGC0002227,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0387,BGC0002228,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0388,BGC0002229,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0389,BGC0002230,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0390,BGC0002231,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0391,BGC0002232,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0392,BGC0002233,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0393,BGC0002234,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0394,BGC0002235,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0395,BGC0002236,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0396,BGC0002237,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0397,BGC0002238,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0398,BGC0002239,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0399,BGC0002240,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0400,BGC0002241,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0401,BGC0002242,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0402,BGC0002243,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0403,BGC0002244,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0404,BGC0002245,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0405,BGC0002246,,1,0,0,0,0,1,1,0,4,0
M4-FUNG-0406,BGC0002247,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0407,BGC0002248,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0408,BGC0002249,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0409,BGC0002250,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0410,BGC0002251,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0411,BGC0002252,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0412,BGC0002253,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0413,BGC0002254,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0414,BGC0002255,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0415,BGC0002256,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0416,BGC0002257,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0417,BGC0002258,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0418,BGC0002259,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0419,BGC0002260,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0420,BGC0002261,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0421,BGC0002262,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0422,BGC0002263,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0423,BGC0002264,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0424,BGC0002265,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0425,BGC0002266,,1,0,0,0,0,1,1,0,3,0
M4-FUNG-0426,BGC0002267,Aspergillus terreus NIH2624,27,5,4,3,3,3,3,3,4,0
M4-FUNG-0427,BGC0002268,Penicillium sp.,27,7,8,5,3,6,8,5,5,0
M4-FUNG-0428,BGC0002269,Calcarisporium arbuscula,27,2,1,2,1,2,2,2,4,0
M4-FUNG-0429,BGC0002270,Metarhizium robertsii ARSEF 23,27,7,3,4,1,3,3,2,5,0
M4-FUNG-0430,BGC0002271,Aspergillus terreus NIH2624,27,4,1,1,1,1,1,2,5,0
M4-FUNG-0431,BGC0002272,Aspergillus terreus NIH2624,27,6,2,1,1,2,1,2,5,0
M4-FUNG-0432,BGC0002273,Aspergillus terreus NIH2624,27,7,2,1,2,2,2,2,6,0
M4-FUNG-0433,BGC0002274,Aspergillus terreus NIH2624,27,1,2,1,1,2,2,2,4,0
M4-FUNG-0434,BGC0002275,Aspergillus niger CBS 101883,27,2,3,3,2,3,3,2,5,0
M4-FUNG-0435,BGC0002276,Aspergillus nidulans FGSC A4,27,1,3,2,3,2,2,2,4,0
M4-FUNG-0436,BGC0002277,Suillus grevillei,27,1,2,1,1,2,2,2,4,0
M4-FUNG-0437,BGC0002278,Penicillium brasilianum,27,5,5,5,3,4,4,3,5,0
M4-FUNG-0438,BGC0002279,Omphalotus olearius VT 653.13,27,2,2,3,4,3,3,2,4,0
M4-FUNG-0439,BGC0002280,Omphalotus olearius VT 653.13,27,2,2,3,4,3,3,2,4,0
M4-FUNG-0440,BGC0002281,Fusarium commune,27,6,4,5,7,4,4,3,4,0
M4-FUNG-0441,BGC0002290,Biscogniauxia sp.,27,7,5,3,3,4,4,3,4,0
M4-FUNG-0442,BGC0002301,Aschersonia paraphysata,27,3,2,3,3,3,3,3,4,0
M4-FUNG-0443,BGC0002304,Talaromyces variabilis,27,7,5,4,7,4,4,3,4,0
M4-FUNG-0444,BGC0002320,Penicillium rubens Wisconsin 54-1255,27,2,2,3,3,3,3,3,4,0
M4-FUNG-0445,BGC0002321,Metschnikowia aff. pulcherrima,27,4,4,5,5,4,4,3,4,0
M4-FUNG-0446,BGC0002348,Aspergillus terreus NIH2624,27,6,3,5,3,5,5,4,6,0
M4-FUNG-0447,BGC0002368,Penicillium citrinum,27,5,4,4,4,4,4,3,5,0
M4-FUNG-0448,BGC0002375,Cladosporium sp. SW67,27,5,3,2,2,3,2,2,4,0
M4-FUNG-0449,BGC0002427,Metarhizium robertsii ARSEF 23,27,6,3,4,6,4,4,3,5,0
M4-FUNG-0450,BGC0002428,Fusarium graminearum PH-1,27,7,5,4,4,4,4,4,6,0
M4-FUNG-0451,BGC0002429,Colletotrichum higginsianum IMI 349063,27,7,5,4,4,4,5,4,7,0
M4-FUNG-0452,BGC0002438,Pithomyces chartarum,27,7,2,2,6,4,3,3,5,0
M4-FUNG-0453,BGC0002445,Armillaria gallica,27,6,3,4,5,4,4,4,5,0
M4-FUNG-0454,BGC0002459,Bipolaris sorokiniana,27,6,5,4,4,4,4,4,6,0
M4-FUNG-0455,BGC0002483,Cladonia uncialis subsp. uncialis,27,3,2,3,3,4,3,4,6,0
M4-FUNG-0456,BGC0002501,Penicillium steckii,27,6,5,4,5,4,4,4,5,0
M4-FUNG-0457,BGC0002502,Fusarium fujikuroi,27,6,3,4,6,4,4,4,6,0
M4-FUNG-0458,BGC0002505,Xenoacremonium sinensis,27,7,4,4,3,5,5,3,6,0
M4-FUNG-0459,BGC0002507,Chrysosporium merdarium,27,6,2,2,2,3,2,2,6,0
M4-FUNG-0460,BGC0002511,Cladonia macilenta KoLRI003786,27,6,1,3,6,5,4,4,6,0
M4-FUNG-0461,BGC0002513,Cladonia metacorallifera KoLRI002260,27,1,2,2,0,2,0,1,4,0
M4-FUNG-0462,BGC0002515,Ascochyta rabiei,27,2,2,2,0,2,0,1,4,0
M4-FUNG-0463,BGC0002516,Fusarium neocosmosporiellum,27,1,0,2,0,2,0,1,3,0
M4-FUNG-0464,BGC0002519,Aspergillus fumigatus MF071,27,0,2,0,0,2,0,1,3,0
M4-FUNG-0465,BGC0002525,Fusarium sp. RK97-94,27,7,0,2,0,2,0,1,3,0
M4-FUNG-0466,BGC0002537,Aspergillus sp. TJ23,27,4,0,1,0,2,0,1,3,0
M4-FUNG-0467,BGC0002538,Chaetomium olivaceum SD-80A,27,3,0,1,0,2,0,1,3,0
M4-FUNG-0468,BGC0002539,Discosia rubi,27,4,0,2,0,3,0,1,3,0
M4-FUNG-0469,BGC0002543,Phialomyces arenicola (studied as Penicillium arenicola NRRL 8095),27,7,0,1,0,2,0,1,3,0
M4-FUNG-0470,BGC0002546,Chaetomium globosum,27,5,0,1,0,3,0,1,3,0
M4-FUNG-0471,BGC0002549,Parmelia sp. 050094,27,0,0,1,0,2,0,1,3,0
M4-FUNG-0472,BGC0002555,Acremonium sp.,27,3,2,1,0,2,0,1,3,0
M4-FUNG-0473,BGC0002557,Penicillium griseofulvum,27,3,2,2,0,2,0,1,4,0
M4-FUNG-0474,BGC0002592,Aspergillus terreus NIH2624,27,3,2,1,0,2,0,1,3,0
M4-FUNG-0475,BGC0002593,Pseudevernia furfuracea,27,1,2,1,0,2,0,1,4,0
M4-FUNG-0476,BGC0002594,Fusarium graminearum PH-1,27,2,2,1,0,2,0,1,3,0
M4-FUNG-0477,BGC0002595,Taiwanofungus camphoratus,27,1,2,1,0,2,0,1,3,0
M4-FUNG-0478,BGC0002596,Claviceps purpurea 20.1,27,1,3,1,0,2,0,1,3,0
M4-FUNG-0479,BGC0002598,Aspergillus westerdijkiae,27,5,2,2,0,3,0,1,5,0
M4-FUNG-0480,BGC0002599,Aspergillus fumigatus,27,0,0,1,0,2,0,1,3,0
M4-FUNG-0481,BGC0002600,Aspergillus fumigatus,27,0,1,1,0,2,0,1,3,0
M4-FUNG-0482,BGC0002601,Aspergillus fumigatus,27,0,1,1,0,2,0,1,3,0
M4-FUNG-0483,BGC0002602,Aspergillus flavus,27,3,3,1,0,3,0,1,4,0
M4-FUNG-0484,BGC0002603,Aspergillus versicolor,27,4,2,2,0,3,0,1,4,0
M4-FUNG-0485,BGC0002604,Aspergillus felis,27,2,2,1,0,3,0,1,4,0
M4-FUNG-0486,BGC0002605,Aspergillus carbonarius,27,5,1,1,0,3,0,1,4,0
M4-FUNG-0487,BGC0002606,Aspergillus niger,27,5,1,1,0,3,0,1,4,0
M4-FUNG-0488,BGC0002607,Aspergillus westerdijkiae,27,5,1,1,0,3,0,1,4,0
M4-FUNG-0489,BGC0002608,Aspergillus steynii,27,5,1,1,0,3,0,1,4,0
M4-FUNG-0490,BGC0002609,Aspergillus welwitschiae,27,5,1,1,0,3,0,1,4,0
M4-FUNG-0491,BGC0002610,Aspergillus stellatus,27,2,2,2,1,3,2,1,4,0
M4-FUNG-0492,BGC0002611,Aspergillus mulundensis,27,6,1,2,1,5,4,3,6,0
M4-FUNG-0493,BGC0002612,Aspergillus stellatus,27,8,4,3,2,5,5,2,4,0
M4-FUNG-0494,BGC0002614,Penicillium shearii,27,8,6,3,4,6,6,4,5,0
M4-FUNG-0495,BGC0002615,Penicillium terrestre,27,3,0,1,0,2,0,1,3,0
M4-FUNG-0496,BGC0002616,Penicillium roqueforti,27,2,0,2,2,2,0,1,3,0
M4-FUNG-0497,BGC0002617,Penicillium sp. YT-2016,27,1,0,1,0,2,0,1,3,0
M4-FUNG-0498,BGC0002618,Penicillium crustosum,27,3,0,2,1,2,0,1,4,0
M4-FUNG-0499,BGC0002619,Penicillium brevicompactum,27,1,2,1,0,2,0,1,3,0
M4-FUNG-0500,BGC0002646,Aspergillus hancockii,27,2,2,2,0,2,0,1,3,0
M4-FUNG-0501,BGC0002651,Rosellinia necatrix,27,2,2,2,2,3,0,2,4,0
M4-FUNG-0502,BGC0002655,Paramyrothecium roridum,27,1,3,2,1,3,2,2,3,0
M4-FUNG-0503,BGC0002658,Sarocladium oryzae,27,6,4,3,2,4,3,3,4,0
M4-FUNG-0504,BGC0002664,Xylaria sp. 218_066,27,2,1,2,2,3,2,2,3,0
M4-FUNG-0505,BGC0002670,Fusarium oxysporum f. sp. lycopersici 4287,27,4,4,3,0,3,3,2,3,0
M4-FUNG-0506,BGC0002707,Coniophora puteana RWD-64-598 SS2,27,2,2,2,2,3,2,2,3,0
M4-FUNG-0507,BGC0002708,Coniophora puteana RWD-64-598 SS2,27,1,2,3,3,3,3,2,4,0
M4-FUNG-0508,BGC0002709,Fusarium graminearum PH-1,27,6,3,3,0,3,3,2,5,0
M4-FUNG-0509,BGC0002710,Metarhizium robertsii ARSEF 23,27,3,3,3,2,3,3,2,4,0
M4-FUNG-0510,BGC0002726,Bipolaris sorokiniana,27,2,2,2,1,3,2,2,4,0
M4-FUNG-0511,BGC0002727,Neonectria sp. DH2,27,5,2,2,0,2,1,1,3,0
M4-FUNG-0512,BGC0002728,Aspergillus aculeatus ATCC 16872,27,7,4,4,0,4,5,2,3,0
M4-FUNG-0513,BGC0002729,Neurospora crassa OR74A,27,7,3,3,3,4,4,2,3,0
M4-FUNG-0514,BGC0002730,Penicillium brasilianum HBU-136,27,4,4,2,5,4,3,1,3,0
M4-FUNG-0515,BGC0002731,Aspergillus nanangensis,27,3,3,2,0,3,3,2,3,0
M4-FUNG-0516,BGC0002734,Aspergillus terreus NIH2624,27,2,2,3,0,3,3,1,4,0
M4-FUNG-0517,BGC0002736,Aspergillus terreus NIH2624,27,2,2,2,0,3,3,2,3,0
M4-FUNG-0518,BGC0002745,Penicillium polonicum,27,6,2,4,0,5,5,3,5,0
M4-FUNG-0519,BGC0002746,Dendrothele bispora CBS 962.96,27,3,2,4,3,5,5,3,4,0
M4-FUNG-0520,BGC0002747,Lentinula edodes,27,3,2,4,3,5,5,3,4,0
M4-FUNG-0521,BGC0002749,Aspergillus candidus CBS 102.13,27,3,2,4,0,5,5,3,4,0
M4-FUNG-0522,BGC0002758,Aspergillus nidulans FGSC A4,27,6,6,5,5,6,6,4,4,0
M4-FUNG-0523,BGC0002759,Penicillium bialowiezense CBS 227.28,27,8,4,3,0,5,5,3,3,0
M4-FUNG-0524,BGC0002812,Colletotrichum higginsianum IMI 349063,27,4,8,4,2,5,5,4,4,0
M4-FUNG-0525,BGC0002845,Aspergillus fumigatus Af293,27,6,8,6,4,6,6,4,6,0
M4-FUNG-0526,BGC0002847,Metarhizium robertsii ARSEF23,27,3,4,2,0,4,3,2,4,0
M4-FUNG-0527,BGC0002848,Aspergillus duricaulis CBS 481.65,27,2,2,3,0,3,3,1,3,0
M4-FUNG-0528,BGC0002849,Aspergillus luteorubrus MST-FP2246,27,5,3,4,3,5,4,2,3,0
M4-FUNG-0529,BGC0002852,Pestalotiopsis sp. BRIP 39872,27,1,2,1,0,4,1,1,3,0
M4-FUNG-0530,BGC0002855,Aspergillus striatus ATCC 64988,27,4,1,1,0,3,1,1,4,0
M4-FUNG-0531,BGC0002864,Ovatospora sp. SCSIO SY280D,27,6,2,2,0,4,3,1,3,0
M4-FUNG-0532,BGC0002867,Penicillium meliponae MMSRG-058,27,2,7,3,0,3,2,1,3,0
M4-FUNG-0533,BGC0002872,Curvularia lunata ATCC 74067,27,8,2,5,1,4,3,3,3,0
M4-FUNG-0534,BGC0002874,Cladonia metacorallifera KoLRI002260,27,9,1,5,0,3,2,1,3,0
M4-FUNG-0535,BGC0002876,Aspergillus desertorum CBS 653.73,27,5,2,2,0,4,2,1,3,0
