assertion_id,dossier_id,section,field,value_raw,missingness_state,source_ids,source_row,feature_policy
M4-FUNG-0605:A79,M4-FUNG-0605,ACTIVATION_AND_CONTEXT_MODIFIERS,environmental_trigger,NR,NR,S002,79,context_or_outcome
M4-FUNG-0605:A80,M4-FUNG-0605,ACTIVATION_AND_CONTEXT_MODIFIERS,ecological_trigger,NR,NR,S002,80,context_or_outcome
M4-FUNG-0605:A81,M4-FUNG-0605,ACTIVATION_AND_CONTEXT_MODIFIERS,temporal_window,NR,NR,S002,81,context_or_outcome
M4-FUNG-0605:A82,M4-FUNG-0605,ACTIVATION_AND_CONTEXT_MODIFIERS,history_dependence,NR,NR,S002,82,context_or_outcome
M4-FUNG-0605:A83,M4-FUNG-0605,ACTIVATION_AND_CONTEXT_MODIFIERS,spatial_context,cell-free enzyme chemistry; no native spatial map,PRESENT,S002,83,context_or_outcome
M4-FUNG-0605:A84,M4-FUNG-0605,ACTIVATION_AND_CONTEXT_MODIFIERS,culture_architecture,"yeast expression, purified full-length MpMS assays, active-site variants and structural analysis",PRESENT,S002,84,context_or_outcome
M4-FUNG-0605:A89,M4-FUNG-0605,EVIDENCE_SUMMARY,candidate_bgc_credibility,very high single-gene pathway credibility,PRESENT,S002,89,provenance_only
M4-FUNG-0605:A90,M4-FUNG-0605,EVIDENCE_SUMMARY,coordinated_transcription_evidence,native transcription was not resolved in the key characterization study,PRESENT,S002,90,provenance_only
M4-FUNG-0605:A91,M4-FUNG-0605,EVIDENCE_SUMMARY,biochemical_execution_evidence,very high,PRESENT,S002,91,provenance_only
M4-FUNG-0605:A92,M4-FUNG-0605,EVIDENCE_SUMMARY,product_formation_evidence,very high heterologously and in vitro,PRESENT,S002,92,provenance_only
M4-FUNG-0605:A93,M4-FUNG-0605,EVIDENCE_SUMMARY,product_recovery_evidence,very high,PRESENT,S002,93,context_or_outcome
M4-FUNG-0605:A94,M4-FUNG-0605,EVIDENCE_SUMMARY,bgc_product_attribution,very high functionally,PRESENT,S001;S002,94,provenance_only
M4-FUNG-0605:A95,M4-FUNG-0605,EVIDENCE_SUMMARY,gene_product_attribution,very high for MpMS enzyme function,PRESENT,S002,95,provenance_only
M4-FUNG-0605:A96,M4-FUNG-0605,EVIDENCE_SUMMARY,complete_pathway_reconstruction,complete single-enzyme route from DMAPP/IPP via HexPP to macrophomene,PRESENT,S002,96,provenance_only
M4-FUNG-0605:A97,M4-FUNG-0605,EVIDENCE_SUMMARY,major_unresolved_question,native expression conditions and ecological role of macrophomene in M. phaseolina,PRESENT,S002,97,candidate_biological_feature
M4-FUNG-0605:A98,M4-FUNG-0605,EVIDENCE_SUMMARY,major_database_problem,none material identified,PRESENT,S001,98,provenance_only
M4-FUNG-0605:A99,M4-FUNG-0605,EVIDENCE_SUMMARY,best_use_case_for_atlas,"single-enzyme non-squalene triterpene biosynthesis resolved by heterologous expression, purified enzyme, mutagenesis and structural biology",PRESENT,S002,99,provenance_only
M4-FUNG-0605:A100,M4-FUNG-0605,EVIDENCE_SUMMARY,overall_note,"MpMS (MPH_02178/EKG20455) is a bifunctional class-I triterpene synthase. Heterologous yeast expression produced macrophomene and purified recombinant MpMS efficiently converted DMAPP/IPP to the same product through HexPP. Active-site variants and structural work establish the PT/TC mechanism. Unlike TvTS, the key study did not establish a native transcriptional-silence/promoter-activation phenotype for MpMS, so native expression state remains unresolved.",PRESENT,S001;S002,100,provenance_only
M4-FUNG-0606:A7,M4-FUNG-0606,RECORD_CONTROL,schema_version,0.2,PRESENT,S001;S002;S003,7,administrative_excluded
M4-FUNG-0606:A8,M4-FUNG-0606,RECORD_CONTROL,dossier_id,M4-FUNG-0606,PRESENT,S001,8,administrative_excluded
M4-FUNG-0606:A9,M4-FUNG-0606,RECORD_CONTROL,sheet_record_status,validated_record,PRESENT,S001;S002;S003,9,administrative_excluded
M4-FUNG-0606:A10,M4-FUNG-0606,RECORD_CONTROL,annotation_status,deep_validated,PRESENT,S001;S002;S003,10,administrative_excluded
M4-FUNG-0606:A11,M4-FUNG-0606,RECORD_CONTROL,annotation_date,2026-08-17,PRESENT,S002,11,administrative_excluded
M4-FUNG-0606:A12,M4-FUNG-0606,RECORD_CONTROL,inference,,UNSET,S002,12,administrative_excluded
M4-FUNG-0606:A13,M4-FUNG-0606,RECORD_CONTROL,last_reviewed_date,2026-08-17,PRESENT,S002,13,administrative_excluded
M4-FUNG-0606:A17,M4-FUNG-0606,RECORD_IDENTITY,source_database,MIBiG,PRESENT,S001,17,candidate_biological_feature
M4-FUNG-0606:A18,M4-FUNG-0606,RECORD_IDENTITY,mibig_accession,BGC0003159,PRESENT,S001,18,candidate_biological_feature
M4-FUNG-0606:A19,M4-FUNG-0606,RECORD_IDENTITY,mibig_version,1,PRESENT,S001,19,candidate_biological_feature
M4-FUNG-0606:A20,M4-FUNG-0606,RECORD_IDENTITY,mibig_record_status,pending,PRESENT,S001,20,provenance_only
M4-FUNG-0606:A21,M4-FUNG-0606,RECORD_IDENTITY,source_native_category_value,high,PRESENT,S001,21,provenance_only
M4-FUNG-0606:A22,M4-FUNG-0606,RECORD_IDENTITY,mibig_completeness,unknown,UNCERTAIN,S001,22,provenance_only
M4-FUNG-0606:A23,M4-FUNG-0606,RECORD_IDENTITY,primary_reference_doi,10.1038/s41586-022-04773-3,PRESENT,S002,23,candidate_biological_feature
M4-FUNG-0606:A24,M4-FUNG-0606,RECORD_IDENTITY,primary_reference_year,2022,PRESENT,S002,24,candidate_biological_feature
M4-FUNG-0606:A25,M4-FUNG-0606,RECORD_IDENTITY,primary_reference_source_id,S002,PRESENT,S002,25,provenance_only
M4-FUNG-0606:A29,M4-FUNG-0606,ORGANISM_AND_CONTEXT,organism_name,Colletotrichum gloeosporioides,PRESENT,S001;S003,29,candidate_biological_feature
M4-FUNG-0606:A30,M4-FUNG-0606,ORGANISM_AND_CONTEXT,strain_primary,canonical physical record strain NR,PRESENT,S001,30,candidate_biological_feature
M4-FUNG-0606:A31,M4-FUNG-0606,ORGANISM_AND_CONTEXT,other_strains_studied,C. gloeosporioides ES026 — functional CgCS donor in defining study,PRESENT,S002,31,candidate_biological_feature
M4-FUNG-0606:A32,M4-FUNG-0606,ORGANISM_AND_CONTEXT,ncbi_taxon_id,474922,PRESENT,S001;S003,32,candidate_biological_feature
M4-FUNG-0606:A33,M4-FUNG-0606,ORGANISM_AND_CONTEXT,phylum,Ascomycota,PRESENT,S001,33,candidate_biological_feature
M4-FUNG-0606:A34,M4-FUNG-0606,ORGANISM_AND_CONTEXT,class,NR,NR,S003,34,candidate_biological_feature
M4-FUNG-0606:A35,M4-FUNG-0606,ORGANISM_AND_CONTEXT,order,NR,NR,S003,35,candidate_biological_feature
M4-FUNG-0606:A36,M4-FUNG-0606,ORGANISM_AND_CONTEXT,family,NR,NR,S003,36,candidate_biological_feature
M4-FUNG-0606:A37,M4-FUNG-0606,ORGANISM_AND_CONTEXT,genus,Colletotrichum,PRESENT,S001,37,candidate_biological_feature
M4-FUNG-0606:A38,M4-FUNG-0606,ORGANISM_AND_CONTEXT,pathotype_or_ecotype,NR,NR,S002,38,candidate_biological_feature
M4-FUNG-0606:A39,M4-FUNG-0606,ORGANISM_AND_CONTEXT,ecological_lifestyle,plant-associated fungal species,PRESENT,S002,39,candidate_biological_feature
M4-FUNG-0606:A40,M4-FUNG-0606,ORGANISM_AND_CONTEXT,host_or_environment,NR,NR,S002,40,candidate_biological_feature
M4-FUNG-0606:A41,M4-FUNG-0606,ORGANISM_AND_CONTEXT,geographic_origin_if_reported,NR,NR,S002,41,candidate_biological_feature
M4-FUNG-0606:A45,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,primary_sequence_accession,WVTB01000012.1,PRESENT,S001,45,candidate_biological_feature
M4-FUNG-0606:A46,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_start_bp,108833,PRESENT,S001,46,candidate_biological_feature
M4-FUNG-0606:A47,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_end_bp,111553,PRESENT,S001,47,candidate_biological_feature
M4-FUNG-0606:A48,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_length_bp,2721,PRESENT,S001,48,candidate_biological_feature
M4-FUNG-0606:A49,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,mibig_bgc_class,terpene (Triterpene),PRESENT,S001,49,candidate_biological_feature
M4-FUNG-0606:A50,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,refined_bgc_class,single chimeric class-I triterpene synthase with prenyltransferase and terpene-cyclase domains; non-squalene HexPP route,PRESENT,S002,50,candidate_biological_feature
M4-FUNG-0606:A51,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_bgc_boundary,WVTB01000012.1:108833-111553,PRESENT,S001,51,candidate_biological_feature
M4-FUNG-0606:A52,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,functional_programme_boundary,CgCS/Cgl13855 from strain ES026 is experimentally sufficient for colleterpenol biosynthesis; canonical WVTB placement is kept as separate database provenance,PRESENT,S001;S002,52,candidate_biological_feature
M4-FUNG-0606:A53,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,chromosome_context,contig WVTB01000012.1,PRESENT,S001,53,candidate_biological_feature
M4-FUNG-0606:A54,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,accessory_chromosome_status,NA,NA,S002,54,candidate_biological_feature
M4-FUNG-0606:A55,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,copy_number_context,NR,NR,S002,55,candidate_biological_feature
M4-FUNG-0606:A56,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,transposon_or_repeat_context,NR,NR,S002,56,candidate_biological_feature
M4-FUNG-0606:A57,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,boundary_confidence,high for canonical physical interval; qualified linkage to experimentally tested ES026 enzyme,PRESENT,S001;S002,57,provenance_only
M4-FUNG-0606:A58,M4-FUNG-0606,SEQUENCE_AND_GENOMIC_ARCHITECTURE,pathway_identity_confidence,very high for CgCS product identity; canonical strain linkage remains qualified,PRESENT,S002,58,provenance_only
M4-FUNG-0606:A62,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,product_family,fungal non-squalene triterpenes,PRESENT,S002,62,candidate_biological_feature
M4-FUNG-0606:A63,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,primary_product,colleterpenol,PRESENT,S001;S002,63,candidate_biological_feature
M4-FUNG-0606:A64,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,known_congeners,NR,NR,S002,64,candidate_biological_feature
M4-FUNG-0606:A65,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,chemical_class,triterpene,PRESENT,S002,65,candidate_biological_feature
M4-FUNG-0606:A66,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,biological_role,NR,NR,S002,66,candidate_biological_feature
M4-FUNG-0606:A67,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,bioactivity_summary,NR,NR,S002,67,context_or_outcome
M4-FUNG-0606:A68,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,native_pathway_state,UNCERTAIN in canonical strain; heterologous enzyme function established,PRESENT,S002,68,context_or_outcome
M4-FUNG-0606:A69,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,silent_or_cryptic_label_appropriate,UNCERTAIN,UNCERTAIN,S002,69,context_or_outcome
M4-FUNG-0606:A70,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,extracellular_recovery,heterologous yeast extract / purified product,PRESENT,S002,70,context_or_outcome
M4-FUNG-0606:A71,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,structure_identification_level,very high: GC-MS and NMR structural characterization,PRESENT,S002,71,context_or_outcome
M4-FUNG-0606:A72,M4-FUNG-0606,PRODUCT_AND_BIOLOGICAL_ROLE,known_product_identifiers,GC retention time 24.2 min; approximately 30.5 mg isolated in defining study,PRESENT,S002,72,candidate_biological_feature
M4-FUNG-0606:A76,M4-FUNG-0606,ACTIVATION_AND_CONTEXT_MODIFIERS,activation_intervention_required,heterologous expression required for defining demonstration; native activation NR,PRESENT,S002,76,context_or_outcome
M4-FUNG-0606:A77,M4-FUNG-0606,ACTIVATION_AND_CONTEXT_MODIFIERS,productive_developmental_state,NR,NR,S002,77,context_or_outcome
M4-FUNG-0606:A78,M4-FUNG-0606,ACTIVATION_AND_CONTEXT_MODIFIERS,physiological_state,engineered yeast expression state,PRESENT,S002,78,context_or_outcome
M4-FUNG-0606:A79,M4-FUNG-0606,ACTIVATION_AND_CONTEXT_MODIFIERS,environmental_trigger,NR,NR,S002,79,context_or_outcome
M4-FUNG-0606:A80,M4-FUNG-0606,ACTIVATION_AND_CONTEXT_MODIFIERS,ecological_trigger,NR,NR,S002,80,context_or_outcome
M4-FUNG-0606:A81,M4-FUNG-0606,ACTIVATION_AND_CONTEXT_MODIFIERS,temporal_window,NR,NR,S002,81,context_or_outcome
M4-FUNG-0606:A82,M4-FUNG-0606,ACTIVATION_AND_CONTEXT_MODIFIERS,history_dependence,NR,NR,S002,82,context_or_outcome
M4-FUNG-0606:A83,M4-FUNG-0606,ACTIVATION_AND_CONTEXT_MODIFIERS,spatial_context,heterologous yeast culture; native spatial context NR,PRESENT,S002,83,context_or_outcome
M4-FUNG-0606:A84,M4-FUNG-0606,ACTIVATION_AND_CONTEXT_MODIFIERS,culture_architecture,S. cerevisiae heterologous expression of CgCS with product isolation and structural analysis,PRESENT,S002,84,context_or_outcome
M4-FUNG-0606:A89,M4-FUNG-0606,EVIDENCE_SUMMARY,candidate_bgc_credibility,very high functional enzyme credibility; canonical locus-to-tested-strain linkage qualified,PRESENT,S001;S002,89,provenance_only
M4-FUNG-0606:A90,M4-FUNG-0606,EVIDENCE_SUMMARY,coordinated_transcription_evidence,NR,NR,S002,90,provenance_only
M4-FUNG-0606:A91,M4-FUNG-0606,EVIDENCE_SUMMARY,biochemical_execution_evidence,high: bifunctional PT–TC chemistry supported by heterologous production and mechanistic analysis,PRESENT,S002,91,provenance_only
M4-FUNG-0606:A92,M4-FUNG-0606,EVIDENCE_SUMMARY,product_formation_evidence,very high,PRESENT,S002,92,provenance_only
M4-FUNG-0606:A93,M4-FUNG-0606,EVIDENCE_SUMMARY,product_recovery_evidence,very high,PRESENT,S002,93,context_or_outcome
M4-FUNG-0606:A94,M4-FUNG-0606,EVIDENCE_SUMMARY,bgc_product_attribution,high functional attribution; canonical physical placement is provenance rather than direct ES026 locus proof,PRESENT,S001;S002,94,provenance_only
M4-FUNG-0606:A95,M4-FUNG-0606,EVIDENCE_SUMMARY,gene_product_attribution,very high for ES026 CgCS/Cgl13855,PRESENT,S002,95,provenance_only
M4-FUNG-0606:A96,M4-FUNG-0606,EVIDENCE_SUMMARY,complete_pathway_reconstruction,yes for the minimal single-enzyme non-squalene triterpene route; native regulation unresolved,PRESENT,S002,96,provenance_only
M4-FUNG-0606:A97,M4-FUNG-0606,EVIDENCE_SUMMARY,major_unresolved_question,whether the canonical WVTB interval is sequence-identical to the experimentally tested ES026 CgCS locus and how the pathway is regulated natively,PRESENT,S001;S002,97,candidate_biological_feature
M4-FUNG-0606:A98,M4-FUNG-0606,EVIDENCE_SUMMARY,major_database_problem,"canonical source records a coordinate-bearing species-level locus, whereas the defining functional enzyme is explicitly from strain ES026",PRESENT,S001;S002,98,provenance_only
M4-FUNG-0606:A99,M4-FUNG-0606,EVIDENCE_SUMMARY,best_use_case_for_atlas,single-enzyme pathway case illustrating strong functional causality with qualified physical-record equivalence,PRESENT,S001;S002,99,provenance_only
M4-FUNG-0606:A100,M4-FUNG-0606,EVIDENCE_SUMMARY,overall_note,"Colleterpenol biosynthesis is strongly supported at the enzyme level by the 2022 non-squalene triterpene study: CgCS/Cgl13855 from C. gloeosporioides ES026 produced colleterpenol in yeast and the product was isolated and structurally characterized. The canonical BGC0003159 record supplies WVTB01000012.1:108833-111553, but that physical placement is not silently treated as the experimentally tested ES026 locus. Native activation, ecological role and regulation remain unresolved.",PRESENT,S001;S002;S003,100,provenance_only
M4-FUNG-0607:A7,M4-FUNG-0607,RECORD_CONTROL,schema_version,0.2,PRESENT,S001;S002;S003,7,administrative_excluded
M4-FUNG-0607:A8,M4-FUNG-0607,RECORD_CONTROL,dossier_id,M4-FUNG-0607,PRESENT,S001,8,administrative_excluded
M4-FUNG-0607:A9,M4-FUNG-0607,RECORD_CONTROL,sheet_record_status,validated_record,PRESENT,S001;S002;S003,9,administrative_excluded
M4-FUNG-0607:A10,M4-FUNG-0607,RECORD_CONTROL,annotation_status,deep_validated,PRESENT,S001;S002;S003,10,administrative_excluded
M4-FUNG-0607:A11,M4-FUNG-0607,RECORD_CONTROL,annotation_date,2026-08-17,PRESENT,S002,11,administrative_excluded
M4-FUNG-0607:A12,M4-FUNG-0607,RECORD_CONTROL,inference,,UNSET,S002,12,administrative_excluded
M4-FUNG-0607:A13,M4-FUNG-0607,RECORD_CONTROL,last_reviewed_date,2026-08-17,PRESENT,S002,13,administrative_excluded
M4-FUNG-0607:A17,M4-FUNG-0607,RECORD_IDENTITY,source_database,MIBiG,PRESENT,S001,17,candidate_biological_feature
M4-FUNG-0607:A18,M4-FUNG-0607,RECORD_IDENTITY,mibig_accession,BGC0003161,PRESENT,S001,18,candidate_biological_feature
M4-FUNG-0607:A19,M4-FUNG-0607,RECORD_IDENTITY,mibig_version,1,PRESENT,S001,19,candidate_biological_feature
M4-FUNG-0607:A20,M4-FUNG-0607,RECORD_IDENTITY,mibig_record_status,pending,PRESENT,S001,20,provenance_only
M4-FUNG-0607:A21,M4-FUNG-0607,RECORD_IDENTITY,source_native_category_value,high,PRESENT,S001,21,provenance_only
M4-FUNG-0607:A22,M4-FUNG-0607,RECORD_IDENTITY,mibig_completeness,unknown,UNCERTAIN,S001,22,provenance_only
M4-FUNG-0607:A23,M4-FUNG-0607,RECORD_IDENTITY,primary_reference_doi,10.1371/journal.pgen.1003323,PRESENT,S002,23,candidate_biological_feature
M4-FUNG-0607:A24,M4-FUNG-0607,RECORD_IDENTITY,primary_reference_year,2013,PRESENT,S002,24,candidate_biological_feature
M4-FUNG-0607:A25,M4-FUNG-0607,RECORD_IDENTITY,primary_reference_source_id,S002,PRESENT,S002,25,provenance_only
M4-FUNG-0607:A29,M4-FUNG-0607,ORGANISM_AND_CONTEXT,organism_name,Periglandula ipomoeae,PRESENT,S001;S002;S003,29,candidate_biological_feature
M4-FUNG-0607:A30,M4-FUNG-0607,ORGANISM_AND_CONTEXT,strain_primary,IasaF13 (primary-literature spelling); canonical source shows lasaF13,PRESENT,S001;S002,30,candidate_biological_feature
M4-FUNG-0607:A31,M4-FUNG-0607,ORGANISM_AND_CONTEXT,other_strains_studied,comparative Clavicipitaceae species in multi-genome analysis,PRESENT,S002,31,candidate_biological_feature
M4-FUNG-0607:A32,M4-FUNG-0607,ORGANISM_AND_CONTEXT,ncbi_taxon_id,1037530,PRESENT,S001;S003,32,candidate_biological_feature
M4-FUNG-0607:A33,M4-FUNG-0607,ORGANISM_AND_CONTEXT,phylum,Ascomycota,PRESENT,S001,33,candidate_biological_feature
M4-FUNG-0607:A34,M4-FUNG-0607,ORGANISM_AND_CONTEXT,class,NR,NR,S003,34,candidate_biological_feature
M4-FUNG-0607:A35,M4-FUNG-0607,ORGANISM_AND_CONTEXT,order,NR,NR,S003,35,candidate_biological_feature
M4-FUNG-0607:A36,M4-FUNG-0607,ORGANISM_AND_CONTEXT,family,NR,NR,S003,36,candidate_biological_feature
M4-FUNG-0607:A37,M4-FUNG-0607,ORGANISM_AND_CONTEXT,genus,Periglandula,PRESENT,S001,37,candidate_biological_feature
M4-FUNG-0607:A38,M4-FUNG-0607,ORGANISM_AND_CONTEXT,pathotype_or_ecotype,host-associated symbiotic isolate designation IasaF13,PRESENT,S002,38,candidate_biological_feature
M4-FUNG-0607:A39,M4-FUNG-0607,ORGANISM_AND_CONTEXT,ecological_lifestyle,"obligate plant-symbiotic, nonculturable fungal symbiont",PRESENT,S002,39,candidate_biological_feature
M4-FUNG-0607:A40,M4-FUNG-0607,ORGANISM_AND_CONTEXT,host_or_environment,Ipomoea asarifolia infected leaves,PRESENT,S002,40,candidate_biological_feature
M4-FUNG-0607:A41,M4-FUNG-0607,ORGANISM_AND_CONTEXT,geographic_origin_if_reported,NR,NR,S002,41,candidate_biological_feature
M4-FUNG-0607:A45,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,primary_sequence_accession,JN182229.1,PRESENT,S001,45,candidate_biological_feature
M4-FUNG-0607:A46,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_start_bp,NR,NR,S001,46,candidate_biological_feature
M4-FUNG-0607:A47,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_end_bp,NR,NR,S001,47,candidate_biological_feature
M4-FUNG-0607:A48,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_length_bp,UNCERTAIN,UNCERTAIN,S001,48,candidate_biological_feature
M4-FUNG-0607:A49,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,mibig_bgc_class,NRPS (Type III),PRESENT,S001,49,candidate_biological_feature
M4-FUNG-0607:A50,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,refined_bgc_class,"ergot-alkaloid EAS locus combining early clavine genes, lysergic-acid tailoring and late lysergyl-peptide synthetase genes",PRESENT,S002,50,candidate_biological_feature
M4-FUNG-0607:A51,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_bgc_boundary,JN182229.1; canonical coordinates NR,PRESENT,S001,51,candidate_biological_feature
M4-FUNG-0607:A52,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,functional_programme_boundary,"approximately 14 functional EAS genes reported for P. ipomoeae, including dmaW/easF/easE/easC/easD/easA/easG/cloA and late eas/lps genes",PRESENT,S002,52,candidate_biological_feature
M4-FUNG-0607:A53,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,chromosome_context,EAS genes on a single P. ipomoeae contig; exact coordinate boundary not retained in canonical source,PRESENT,S001;S002,53,candidate_biological_feature
M4-FUNG-0607:A54,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,accessory_chromosome_status,NA,NA,S002,54,candidate_biological_feature
M4-FUNG-0607:A55,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,copy_number_context,NR,NR,S002,55,candidate_biological_feature
M4-FUNG-0607:A56,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,transposon_or_repeat_context,NR,NR,S002,56,candidate_biological_feature
M4-FUNG-0607:A57,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,boundary_confidence,high locus-identity confidence; low coordinate precision,PRESENT,S001;S002,57,provenance_only
M4-FUNG-0607:A58,M4-FUNG-0607,SEQUENCE_AND_GENOMIC_ARCHITECTURE,pathway_identity_confidence,high for pathway/product association; gene-level causality mostly comparative rather than direct P. ipomoeae genetics,PRESENT,S002,58,provenance_only
M4-FUNG-0607:A62,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,product_family,ergot alkaloids,PRESENT,S002,62,candidate_biological_feature
M4-FUNG-0607:A63,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,primary_product,chanoclavine I; agroclavine; ergonovine; lysergic acid amide; lysergic acid alpha-hydroxyethylamide; ergobalansine,PRESENT,S001;S002,63,candidate_biological_feature
M4-FUNG-0607:A64,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,known_congeners,"clavines, lysergyl amides and an ergopeptine within the same EAS programme",PRESENT,S002,64,candidate_biological_feature
M4-FUNG-0607:A65,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,chemical_class,"ergot alkaloids: clavines, lysergic-acid amides and ergopeptine",PRESENT,S002,65,candidate_biological_feature
M4-FUNG-0607:A66,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,biological_role,host-associated fungal secondary metabolites; exact ecological function of each congener NR,PRESENT,S002,66,candidate_biological_feature
M4-FUNG-0607:A67,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,bioactivity_summary,"ergot alkaloids are bioactive as a class, but congener-specific activities were not the defining evidence for locus assignment",PRESENT,S002,67,context_or_outcome
M4-FUNG-0607:A68,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,native_pathway_state,active in native plant-symbiotic state,PRESENT,S002,68,context_or_outcome
M4-FUNG-0607:A69,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,silent_or_cryptic_label_appropriate,no; pathway products are detected in native symbiotic material,PRESENT,S002,69,context_or_outcome
M4-FUNG-0607:A70,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,extracellular_recovery,infected host-leaf extracts / metabolomic profiling,PRESENT,S002,70,context_or_outcome
M4-FUNG-0607:A71,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,structure_identification_level,high for chemical-profile assignment; locus causality remains comparative,PRESENT,S002,71,context_or_outcome
M4-FUNG-0607:A72,M4-FUNG-0607,PRODUCT_AND_BIOLOGICAL_ROLE,known_product_identifiers,NR,NR,S002,72,candidate_biological_feature
M4-FUNG-0607:A76,M4-FUNG-0607,ACTIVATION_AND_CONTEXT_MODIFIERS,activation_intervention_required,not required; native pathway products observed in infected Ipomoea material,PRESENT,S002,76,context_or_outcome
M4-FUNG-0607:A77,M4-FUNG-0607,ACTIVATION_AND_CONTEXT_MODIFIERS,productive_developmental_state,NR,NR,S002,77,context_or_outcome
M4-FUNG-0607:A78,M4-FUNG-0607,ACTIVATION_AND_CONTEXT_MODIFIERS,physiological_state,plant-symbiotic host-associated fungal state,PRESENT,S002,78,context_or_outcome
M4-FUNG-0607:A79,M4-FUNG-0607,ACTIVATION_AND_CONTEXT_MODIFIERS,environmental_trigger,NR,NR,S002,79,context_or_outcome
M4-FUNG-0607:A80,M4-FUNG-0607,ACTIVATION_AND_CONTEXT_MODIFIERS,ecological_trigger,association with living Ipomoea host,PRESENT,S002,80,context_or_outcome
M4-FUNG-0607:A81,M4-FUNG-0607,ACTIVATION_AND_CONTEXT_MODIFIERS,temporal_window,NR,NR,S002,81,context_or_outcome
M4-FUNG-0607:A82,M4-FUNG-0607,ACTIVATION_AND_CONTEXT_MODIFIERS,history_dependence,NR,NR,S002,82,context_or_outcome
M4-FUNG-0607:A83,M4-FUNG-0607,ACTIVATION_AND_CONTEXT_MODIFIERS,spatial_context,infected Ipomoea asarifolia leaves,PRESENT,S002,83,context_or_outcome
M4-FUNG-0607:A84,M4-FUNG-0607,ACTIVATION_AND_CONTEXT_MODIFIERS,culture_architecture,host-derived mycelium + comparative genome sequencing + alkaloid metabolomics,PRESENT,S002,84,context_or_outcome
M4-FUNG-0607:A89,M4-FUNG-0607,EVIDENCE_SUMMARY,candidate_bgc_credibility,high comparative BGC credibility,PRESENT,S001;S002,89,provenance_only
M4-FUNG-0607:A90,M4-FUNG-0607,EVIDENCE_SUMMARY,coordinated_transcription_evidence,cluster organization supports coordinated pathway architecture; P. ipomoeae-specific co-transcription not directly resolved,PRESENT,S002,90,provenance_only
