assertion_id,dossier_id,section,field,value_raw,missingness_state,source_ids,source_row,feature_policy
M4-FUNG-0066:A91,M4-FUNG-0066,EVIDENCE_SUMMARY,biochemical_execution_evidence,very high for the three core genes; low/moderate for amplified neighbors,PRESENT,S003; S006,91,provenance_only
M4-FUNG-0066:A92,M4-FUNG-0066,EVIDENCE_SUMMARY,product_formation_evidence,very_high,PRESENT,S003,92,provenance_only
M4-FUNG-0066:A93,M4-FUNG-0066,EVIDENCE_SUMMARY,product_recovery_evidence,very_high,PRESENT,S003,93,context_or_outcome
M4-FUNG-0066:A94,M4-FUNG-0066,EVIDENCE_SUMMARY,bgc_product_attribution,very high for pcbAB/C/penDE; broad 56.8-kb unit is an industrial genomic context rather than a 16-gene essential pathway,PRESENT,S003,94,provenance_only
M4-FUNG-0066:A95,M4-FUNG-0066,EVIDENCE_SUMMARY,gene_product_attribution,very high for catalytic core; speculative/modifier-level for ORF11–13,PRESENT,S003,95,provenance_only
M4-FUNG-0066:A96,M4-FUNG-0066,EVIDENCE_SUMMARY,complete_pathway_reconstruction,see BGC0000405; this dossier instead captures amplification architecture,PRESENT,S006,96,provenance_only
M4-FUNG-0066:A97,M4-FUNG-0066,EVIDENCE_SUMMARY,major_unresolved_question,which non-core amplified ORFs measurably improve production under specific industrial states and why copy-dose response is nonlinear,PRESENT,S003; S005,97,candidate_biological_feature
M4-FUNG-0066:A98,M4-FUNG-0066,EVIDENCE_SUMMARY,major_database_problem,BGC0000404 and BGC0000405 describe overlapping biological penicillin programmes at different genomic scales,PRESENT,S001; S006,98,provenance_only
M4-FUNG-0066:A99,M4-FUNG-0066,EVIDENCE_SUMMARY,best_use_case_for_atlas,copy-number/history dependence and distinction between industrial amplification unit versus catalytic BGC,PRESENT,,99,provenance_only
M4-FUNG-0066:A100,M4-FUNG-0066,EVIDENCE_SUMMARY,overall_note,Do not count BGC0000404 and BGC0000405 as independent biochemical pathways in downstream pathway-number analyses.,PRESENT,S001; S006,100,provenance_only
M4-FUNG-0067:A7,M4-FUNG-0067,RECORD_CONTROL,schema_version,0.2,PRESENT,,7,administrative_excluded
M4-FUNG-0067:A8,M4-FUNG-0067,RECORD_CONTROL,dossier_id,M4-FUNG-0067,PRESENT,,8,administrative_excluded
M4-FUNG-0067:A9,M4-FUNG-0067,RECORD_CONTROL,sheet_record_status,validated_record,PRESENT,,9,administrative_excluded
M4-FUNG-0067:A10,M4-FUNG-0067,RECORD_CONTROL,annotation_status,deep_validated,PRESENT,,10,administrative_excluded
M4-FUNG-0067:A11,M4-FUNG-0067,RECORD_CONTROL,annotation_date,46248,PRESENT,,11,administrative_excluded
M4-FUNG-0067:A12,M4-FUNG-0067,RECORD_CONTROL,inference,,UNSET,,12,administrative_excluded
M4-FUNG-0067:A13,M4-FUNG-0067,RECORD_CONTROL,last_reviewed_date,46248,PRESENT,,13,administrative_excluded
M4-FUNG-0067:A17,M4-FUNG-0067,RECORD_IDENTITY,source_database,MIBiG,PRESENT,S001,17,candidate_biological_feature
M4-FUNG-0067:A18,M4-FUNG-0067,RECORD_IDENTITY,mibig_accession,BGC0000405,PRESENT,S001,18,candidate_biological_feature
M4-FUNG-0067:A19,M4-FUNG-0067,RECORD_IDENTITY,mibig_version,5,PRESENT,S001,19,candidate_biological_feature
M4-FUNG-0067:A20,M4-FUNG-0067,RECORD_IDENTITY,mibig_record_status,active,PRESENT,S001,20,provenance_only
M4-FUNG-0067:A21,M4-FUNG-0067,RECORD_IDENTITY,source_native_category_value,SQ_A,PRESENT,S001,21,provenance_only
M4-FUNG-0067:A22,M4-FUNG-0067,RECORD_IDENTITY,mibig_completeness,complete,PRESENT,S001,22,provenance_only
M4-FUNG-0067:A23,M4-FUNG-0067,RECORD_IDENTITY,primary_reference_doi,10.1016/j.fgb.2007.03.008,PRESENT,S003,23,candidate_biological_feature
M4-FUNG-0067:A24,M4-FUNG-0067,RECORD_IDENTITY,primary_reference_year,2007,PRESENT,S003,24,candidate_biological_feature
M4-FUNG-0067:A25,M4-FUNG-0067,RECORD_IDENTITY,primary_reference_source_id,S003,PRESENT,,25,provenance_only
M4-FUNG-0067:A29,M4-FUNG-0067,ORGANISM_AND_CONTEXT,organism_name,Penicillium chrysogenum,PRESENT,S001; S002,29,candidate_biological_feature
M4-FUNG-0067:A30,M4-FUNG-0067,ORGANISM_AND_CONTEXT,strain_primary,Wisconsin 54-1255,PRESENT,S003,30,candidate_biological_feature
M4-FUNG-0067:A31,M4-FUNG-0067,ORGANISM_AND_CONTEXT,other_strains_studied,"overexpression, deletion, heterologous-expression and industrial copy-number strains",PRESENT,S003; S004; S005,31,candidate_biological_feature
M4-FUNG-0067:A32,M4-FUNG-0067,ORGANISM_AND_CONTEXT,ncbi_taxon_id,5076,PRESENT,S002,32,candidate_biological_feature
M4-FUNG-0067:A33,M4-FUNG-0067,ORGANISM_AND_CONTEXT,phylum,Ascomycota,PRESENT,S002,33,candidate_biological_feature
M4-FUNG-0067:A34,M4-FUNG-0067,ORGANISM_AND_CONTEXT,class,Eurotiomycetes,PRESENT,S002,34,candidate_biological_feature
M4-FUNG-0067:A35,M4-FUNG-0067,ORGANISM_AND_CONTEXT,order,Eurotiales,PRESENT,S002,35,candidate_biological_feature
M4-FUNG-0067:A36,M4-FUNG-0067,ORGANISM_AND_CONTEXT,family,Aspergillaceae,PRESENT,S002,36,candidate_biological_feature
M4-FUNG-0067:A37,M4-FUNG-0067,ORGANISM_AND_CONTEXT,genus,Penicillium,PRESENT,S002,37,candidate_biological_feature
M4-FUNG-0067:A38,M4-FUNG-0067,ORGANISM_AND_CONTEXT,pathotype_or_ecotype,industrial beta-lactam producer,PRESENT,S003,38,candidate_biological_feature
M4-FUNG-0067:A39,M4-FUNG-0067,ORGANISM_AND_CONTEXT,ecological_lifestyle,saprotrophic filamentous fungus / industrial organism,PRESENT,S003,39,candidate_biological_feature
M4-FUNG-0067:A40,M4-FUNG-0067,ORGANISM_AND_CONTEXT,host_or_environment,industrial fermentation,PRESENT,S003,40,candidate_biological_feature
M4-FUNG-0067:A41,M4-FUNG-0067,ORGANISM_AND_CONTEXT,geographic_origin_if_reported,NR,NR,S003,41,candidate_biological_feature
M4-FUNG-0067:A45,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,primary_sequence_accession,EF601124.1,PRESENT,S001,45,candidate_biological_feature
M4-FUNG-0067:A46,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_start_bp,1,PRESENT,S001,46,candidate_biological_feature
M4-FUNG-0067:A47,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_end_bp,59497,PRESENT,S001,47,candidate_biological_feature
M4-FUNG-0067:A48,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_length_bp,59497,PRESENT,S001,48,candidate_biological_feature
M4-FUNG-0067:A49,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,mibig_bgc_class,NRPS (Type I),PRESENT,S001,49,candidate_biological_feature
M4-FUNG-0067:A50,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,refined_bgc_class,three-gene beta-lactam catalytic core within a broader genomic window,PRESENT,S001; S003,50,candidate_biological_feature
M4-FUNG-0067:A51,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_bgc_boundary,"EF601124.1:1–59,497; direct core pcbAB 25,677–37,052, pcbC 38,068–39,063, penDE 40,561–41,835",PRESENT,S001,51,candidate_biological_feature
M4-FUNG-0067:A52,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,functional_programme_boundary,pcbAB + pcbC + penDE are sufficient to define the core fungal penicillin sequence; side-chain precursor activation and peroxisomal machinery extend physiological competence beyond the three-gene locus,PRESENT,S003; S006,52,candidate_biological_feature
M4-FUNG-0067:A53,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,chromosome_context,Wisconsin 54-1255 genomic region; amplified in industrial high producers,PRESENT,S005,53,candidate_biological_feature
M4-FUNG-0067:A54,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,accessory_chromosome_status,NA,NA,,54,candidate_biological_feature
M4-FUNG-0067:A55,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,copy_number_context,core cluster dosage can increase through tandem amplification; production response is nonlinear,PRESENT,S005,55,candidate_biological_feature
M4-FUNG-0067:A56,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,transposon_or_repeat_context,industrial tandem-repeat boundaries documented in amplified strains,PRESENT,S005,56,candidate_biological_feature
M4-FUNG-0067:A57,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,boundary_confidence,very high for catalytic three-gene core,PRESENT,S001; S003,57,provenance_only
M4-FUNG-0067:A58,M4-FUNG-0067,SEQUENCE_AND_GENOMIC_ARCHITECTURE,pathway_identity_confidence,very_high,PRESENT,S003,58,provenance_only
M4-FUNG-0067:A62,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,product_family,penicillins / beta-lactams,PRESENT,S001,62,candidate_biological_feature
M4-FUNG-0067:A63,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,primary_product,benzylpenicillin / penicillin G under phenylacetate feeding,PRESENT,S001; S003,63,candidate_biological_feature
M4-FUNG-0067:A64,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,known_congeners,ACV; isopenicillin N; benzylpenicillin; phenoxymethylpenicillin,PRESENT,S001,64,candidate_biological_feature
M4-FUNG-0067:A65,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,chemical_class,beta-lactam antibiotic,PRESENT,S003,65,candidate_biological_feature
M4-FUNG-0067:A66,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,biological_role,antibacterial natural-product chemistry; native producer ecology not resolved by these engineering studies,PRESENT,S003,66,candidate_biological_feature
M4-FUNG-0067:A67,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,bioactivity_summary,penicillins inhibit bacterial cell-wall synthesis,PRESENT,S003,67,context_or_outcome
M4-FUNG-0067:A68,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,native_pathway_state,active under penicillin-producing conditions,PRESENT,S003,68,context_or_outcome
M4-FUNG-0067:A69,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,silent_or_cryptic_label_appropriate,no,PRESENT,S003,69,context_or_outcome
M4-FUNG-0067:A70,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,extracellular_recovery,"yes, fermentation broth",PRESENT,S003,70,context_or_outcome
M4-FUNG-0067:A71,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,structure_identification_level,canonical enzymology and authentic-product analysis,PRESENT,S003,71,context_or_outcome
M4-FUNG-0067:A72,M4-FUNG-0067,PRODUCT_AND_BIOLOGICAL_ROLE,known_product_identifiers,MIBiG records four core/intermediate products,PRESENT,S001,72,candidate_biological_feature
M4-FUNG-0067:A76,M4-FUNG-0067,ACTIVATION_AND_CONTEXT_MODIFIERS,activation_intervention_required,none in producer; gene dosage and global regulators change output,PRESENT,S003; S005,76,context_or_outcome
M4-FUNG-0067:A77,M4-FUNG-0067,ACTIVATION_AND_CONTEXT_MODIFIERS,productive_developmental_state,filamentous submerged production culture,PRESENT,S003,77,context_or_outcome
M4-FUNG-0067:A78,M4-FUNG-0067,ACTIVATION_AND_CONTEXT_MODIFIERS,physiological_state,requires alpha-aminoadipate/cysteine/valine supply and peroxisomal final-step competence,PRESENT,S003; S006,78,context_or_outcome
M4-FUNG-0067:A79,M4-FUNG-0067,ACTIVATION_AND_CONTEXT_MODIFIERS,environmental_trigger,phenylacetate or phenoxyacetate feeding directs hydrophobic penicillin side chain,PRESENT,S003,79,context_or_outcome
M4-FUNG-0067:A80,M4-FUNG-0067,ACTIVATION_AND_CONTEXT_MODIFIERS,ecological_trigger,NR,NR,S003,80,context_or_outcome
M4-FUNG-0067:A81,M4-FUNG-0067,ACTIVATION_AND_CONTEXT_MODIFIERS,temporal_window,production-phase culture,PRESENT,S003,81,context_or_outcome
M4-FUNG-0067:A82,M4-FUNG-0067,ACTIVATION_AND_CONTEXT_MODIFIERS,history_dependence,industrial amplification history affects dose,PRESENT,S005,82,context_or_outcome
M4-FUNG-0067:A83,M4-FUNG-0067,ACTIVATION_AND_CONTEXT_MODIFIERS,spatial_context,PcbAB/PcbC operate in cytosol; PenDE and phenylacetyl-CoA activation are peroxisome-associated,PRESENT,S006,83,context_or_outcome
M4-FUNG-0067:A84,M4-FUNG-0067,ACTIVATION_AND_CONTEXT_MODIFIERS,culture_architecture,"native fermentation, heterologous expression and enzyme assays",PRESENT,S003; S004,84,context_or_outcome
M4-FUNG-0067:A89,M4-FUNG-0067,EVIDENCE_SUMMARY,candidate_bgc_credibility,very_high,PRESENT,S003,89,provenance_only
M4-FUNG-0067:A90,M4-FUNG-0067,EVIDENCE_SUMMARY,coordinated_transcription_evidence,high,PRESENT,S003,90,provenance_only
M4-FUNG-0067:A91,M4-FUNG-0067,EVIDENCE_SUMMARY,biochemical_execution_evidence,very_high,PRESENT,S003; S004,91,provenance_only
M4-FUNG-0067:A92,M4-FUNG-0067,EVIDENCE_SUMMARY,product_formation_evidence,very_high,PRESENT,S003,92,provenance_only
M4-FUNG-0067:A93,M4-FUNG-0067,EVIDENCE_SUMMARY,product_recovery_evidence,very_high,PRESENT,S003,93,context_or_outcome
M4-FUNG-0067:A94,M4-FUNG-0067,EVIDENCE_SUMMARY,bgc_product_attribution,very_high,PRESENT,S003,94,provenance_only
M4-FUNG-0067:A95,M4-FUNG-0067,EVIDENCE_SUMMARY,gene_product_attribution,very high for all three core genes,PRESENT,S003,95,provenance_only
M4-FUNG-0067:A96,M4-FUNG-0067,EVIDENCE_SUMMARY,complete_pathway_reconstruction,core sequence essentially complete; physiological precursor/compartment systems are external,PRESENT,S003; S006,96,provenance_only
M4-FUNG-0067:A97,M4-FUNG-0067,EVIDENCE_SUMMARY,major_unresolved_question,quantitative allocation of precursor/cofactor/peroxisomal capacity under industrial high-flux production,PRESENT,,97,candidate_biological_feature
M4-FUNG-0067:A98,M4-FUNG-0067,EVIDENCE_SUMMARY,major_database_problem,"59.5-kb display contains many non-core neighbors; completeness refers to pathway representation, not that every displayed CDS is necessary",PRESENT,S001; S003,98,provenance_only
M4-FUNG-0067:A99,M4-FUNG-0067,EVIDENCE_SUMMARY,best_use_case_for_atlas,clean three-step core with strong spatial/precursor context and a paired broad-amplification record BGC0000404,PRESENT,,99,provenance_only
M4-FUNG-0067:A100,M4-FUNG-0067,EVIDENCE_SUMMARY,overall_note,Cross-link to M4-FUNG-0066/BGC0000404 rather than treating as independent penicillin chemistry.,PRESENT,S001,100,provenance_only
M4-FUNG-0068:A7,M4-FUNG-0068,RECORD_CONTROL,schema_version,0.2,PRESENT,,7,administrative_excluded
M4-FUNG-0068:A8,M4-FUNG-0068,RECORD_CONTROL,dossier_id,M4-FUNG-0068,PRESENT,,8,administrative_excluded
M4-FUNG-0068:A9,M4-FUNG-0068,RECORD_CONTROL,sheet_record_status,validated_record,PRESENT,,9,administrative_excluded
M4-FUNG-0068:A10,M4-FUNG-0068,RECORD_CONTROL,annotation_status,deep_validated,PRESENT,,10,administrative_excluded
M4-FUNG-0068:A11,M4-FUNG-0068,RECORD_CONTROL,annotation_date,46248,PRESENT,,11,administrative_excluded
M4-FUNG-0068:A12,M4-FUNG-0068,RECORD_CONTROL,inference,,UNSET,,12,administrative_excluded
M4-FUNG-0068:A13,M4-FUNG-0068,RECORD_CONTROL,last_reviewed_date,46248,PRESENT,,13,administrative_excluded
M4-FUNG-0068:A17,M4-FUNG-0068,RECORD_IDENTITY,source_database,MIBiG,PRESENT,S001,17,candidate_biological_feature
M4-FUNG-0068:A18,M4-FUNG-0068,RECORD_IDENTITY,mibig_accession,BGC0000420,PRESENT,S001,18,candidate_biological_feature
M4-FUNG-0068:A19,M4-FUNG-0068,RECORD_IDENTITY,mibig_version,5,PRESENT,S001,19,candidate_biological_feature
M4-FUNG-0068:A20,M4-FUNG-0068,RECORD_IDENTITY,mibig_record_status,active,PRESENT,S001,20,provenance_only
M4-FUNG-0068:A21,M4-FUNG-0068,RECORD_IDENTITY,source_native_category_value,SQ_A,PRESENT,S001,21,provenance_only
M4-FUNG-0068:A22,M4-FUNG-0068,RECORD_IDENTITY,mibig_completeness,complete,PRESENT,S001,22,provenance_only
M4-FUNG-0068:A23,M4-FUNG-0068,RECORD_IDENTITY,primary_reference_doi,10.1371/journal.pone.0065328,PRESENT,S003,23,candidate_biological_feature
M4-FUNG-0068:A24,M4-FUNG-0068,RECORD_IDENTITY,primary_reference_year,2013,PRESENT,S003,24,candidate_biological_feature
M4-FUNG-0068:A25,M4-FUNG-0068,RECORD_IDENTITY,primary_reference_source_id,S003,PRESENT,,25,provenance_only
M4-FUNG-0068:A29,M4-FUNG-0068,ORGANISM_AND_CONTEXT,organism_name,Penicillium rubens Wisconsin 54-1255,PRESENT,S001; S002,29,candidate_biological_feature
M4-FUNG-0068:A30,M4-FUNG-0068,ORGANISM_AND_CONTEXT,strain_primary,Wisconsin 54-1255 / DS54555 lineage,PRESENT,S003,30,candidate_biological_feature
M4-FUNG-0068:A31,M4-FUNG-0068,ORGANISM_AND_CONTEXT,other_strains_studied,individual roq knockouts including roqA/D/R/M/O/N/T; medium perturbation with phenylacetic acid,PRESENT,S003,31,candidate_biological_feature
M4-FUNG-0068:A32,M4-FUNG-0068,ORGANISM_AND_CONTEXT,ncbi_taxon_id,500485,PRESENT,S002,32,candidate_biological_feature
M4-FUNG-0068:A33,M4-FUNG-0068,ORGANISM_AND_CONTEXT,phylum,Ascomycota,PRESENT,S002,33,candidate_biological_feature
M4-FUNG-0068:A34,M4-FUNG-0068,ORGANISM_AND_CONTEXT,class,Eurotiomycetes,PRESENT,S002,34,candidate_biological_feature
M4-FUNG-0068:A35,M4-FUNG-0068,ORGANISM_AND_CONTEXT,order,Eurotiales,PRESENT,S002,35,candidate_biological_feature
M4-FUNG-0068:A36,M4-FUNG-0068,ORGANISM_AND_CONTEXT,family,Aspergillaceae,PRESENT,S002,36,candidate_biological_feature
M4-FUNG-0068:A37,M4-FUNG-0068,ORGANISM_AND_CONTEXT,genus,Penicillium,PRESENT,S002,37,candidate_biological_feature
M4-FUNG-0068:A38,M4-FUNG-0068,ORGANISM_AND_CONTEXT,pathotype_or_ecotype,industrial penicillin strain lineage,PRESENT,S003,38,candidate_biological_feature
M4-FUNG-0068:A39,M4-FUNG-0068,ORGANISM_AND_CONTEXT,ecological_lifestyle,saprotrophic filamentous fungus,PRESENT,S003,39,candidate_biological_feature
M4-FUNG-0068:A40,M4-FUNG-0068,ORGANISM_AND_CONTEXT,host_or_environment,laboratory/industrial culture; native ecological role of roquefortine/meleagrine unresolved,PRESENT,S003,40,candidate_biological_feature
M4-FUNG-0068:A41,M4-FUNG-0068,ORGANISM_AND_CONTEXT,geographic_origin_if_reported,NR,NR,S003,41,candidate_biological_feature
M4-FUNG-0068:A45,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,primary_sequence_accession,AM920436.1,PRESENT,S001,45,candidate_biological_feature
M4-FUNG-0068:A46,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_start_bp,3630720,PRESENT,S001,46,candidate_biological_feature
M4-FUNG-0068:A47,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_end_bp,3678739,PRESENT,S001,47,candidate_biological_feature
M4-FUNG-0068:A48,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_length_bp,48020,PRESENT,S001,48,candidate_biological_feature
M4-FUNG-0068:A49,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,mibig_bgc_class,NRPS (Type I),PRESENT,S001,49,candidate_biological_feature
M4-FUNG-0068:A50,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,refined_bgc_class,"seven-gene branched diketopiperazine alkaloid pathway with NRPS, prenyltransferase, two P450/oxidative enzymes, monooxygenase, methyltransferase and transporter",PRESENT,S001; S003,50,candidate_biological_feature
M4-FUNG-0068:A51,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_bgc_boundary,"AM920436.1:3,630,720–3,678,739 (48,020 bp current MIBiG display); the experimentally supported seven-gene roq locus is nested within this broader window.",PRESENT,S001; S003,51,candidate_biological_feature
M4-FUNG-0068:A52,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,functional_programme_boundary,roqT/D/N/O/M/R/A seven-gene locus; roqT is adjacent transporter with no core catalytic reaction,PRESENT,S003,52,candidate_biological_feature
M4-FUNG-0068:A53,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,chromosome_context,P. rubens genomic scaffold AM920436.1,PRESENT,S001,53,candidate_biological_feature
M4-FUNG-0068:A54,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,accessory_chromosome_status,NA,NA,,54,candidate_biological_feature
M4-FUNG-0068:A55,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,copy_number_context,NR,NR,S003,55,candidate_biological_feature
M4-FUNG-0068:A56,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,transposon_or_repeat_context,NR,NR,S003,56,candidate_biological_feature
M4-FUNG-0068:A57,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,boundary_confidence,very high,PRESENT,S001; S003,57,provenance_only
M4-FUNG-0068:A58,M4-FUNG-0068,SEQUENCE_AND_GENOMIC_ARCHITECTURE,pathway_identity_confidence,very_high,PRESENT,S003; S004,58,provenance_only
M4-FUNG-0068:A62,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,product_family,roquefortine/meleagrine diketopiperazine alkaloids,PRESENT,S001; S003,62,candidate_biological_feature
M4-FUNG-0068:A63,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,primary_product,meleagrine,PRESENT,S003,63,candidate_biological_feature
M4-FUNG-0068:A64,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,known_congeners,"HTD, DHTD, roquefortine D, roquefortine C, glandicoline A, glandicoline B, meleagrine",PRESENT,S001,64,candidate_biological_feature
M4-FUNG-0068:A65,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,chemical_class,prenylated histidyl-tryptophanyl diketopiperazine alkaloids,PRESENT,S003,65,candidate_biological_feature
M4-FUNG-0068:A66,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,biological_role,native ecological function unresolved,PRESENT,S003,66,candidate_biological_feature
M4-FUNG-0068:A67,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,bioactivity_summary,"several members have bioactivity, but this record chiefly establishes pathway chemistry rather than ecological function",PRESENT,S003,67,context_or_outcome
M4-FUNG-0068:A68,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,native_pathway_state,active in standard culture without phenylacetic acid,PRESENT,S003,68,context_or_outcome
M4-FUNG-0068:A69,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,silent_or_cryptic_label_appropriate,no,PRESENT,S003,69,context_or_outcome
M4-FUNG-0068:A70,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,extracellular_recovery,culture broth/extract,PRESENT,S003,70,context_or_outcome
M4-FUNG-0068:A71,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,structure_identification_level,LC-MS/MS and NMR across knockout-defined intermediates,PRESENT,S001; S003,71,context_or_outcome
M4-FUNG-0068:A72,M4-FUNG-0068,PRODUCT_AND_BIOLOGICAL_ROLE,known_product_identifiers,MIBiG provides exact formulas for all seven pathway metabolites,PRESENT,S001,72,candidate_biological_feature
M4-FUNG-0068:A76,M4-FUNG-0068,ACTIVATION_AND_CONTEXT_MODIFIERS,activation_intervention_required,none basally; phenylacetic acid represses roq-gene expression and metabolite output,PRESENT,S003,76,context_or_outcome
M4-FUNG-0068:A77,M4-FUNG-0068,ACTIVATION_AND_CONTEXT_MODIFIERS,productive_developmental_state,vegetative culture,PRESENT,S003,77,context_or_outcome
M4-FUNG-0068:A78,M4-FUNG-0068,ACTIVATION_AND_CONTEXT_MODIFIERS,physiological_state,secondary-metabolic state antagonized by penicillin side-chain precursor conditions,PRESENT,S003,78,context_or_outcome
M4-FUNG-0068:A79,M4-FUNG-0068,ACTIVATION_AND_CONTEXT_MODIFIERS,environmental_trigger,phenylacetic acid is a negative context modifier,PRESENT,S003,79,context_or_outcome
M4-FUNG-0068:A80,M4-FUNG-0068,ACTIVATION_AND_CONTEXT_MODIFIERS,ecological_trigger,NF,NF,S003,80,context_or_outcome
M4-FUNG-0068:A81,M4-FUNG-0068,ACTIVATION_AND_CONTEXT_MODIFIERS,temporal_window,NR,NR,S003,81,context_or_outcome
M4-FUNG-0068:A82,M4-FUNG-0068,ACTIVATION_AND_CONTEXT_MODIFIERS,history_dependence,NR,NR,S003,82,context_or_outcome
M4-FUNG-0068:A83,M4-FUNG-0068,ACTIVATION_AND_CONTEXT_MODIFIERS,spatial_context,NR,NR,S003,83,context_or_outcome
M4-FUNG-0068:A84,M4-FUNG-0068,ACTIVATION_AND_CONTEXT_MODIFIERS,culture_architecture,"fungal liquid culture, targeted deletion metabolomics, precursor/medium perturbation",PRESENT,S003; S004,84,context_or_outcome
M4-FUNG-0068:A89,M4-FUNG-0068,EVIDENCE_SUMMARY,candidate_bgc_credibility,very_high,PRESENT,S003,89,provenance_only
M4-FUNG-0068:A90,M4-FUNG-0068,EVIDENCE_SUMMARY,coordinated_transcription_evidence,high; all roq genes are repressed by phenylacetic acid,PRESENT,S003,90,provenance_only
M4-FUNG-0068:A91,M4-FUNG-0068,EVIDENCE_SUMMARY,biochemical_execution_evidence,very_high,PRESENT,S003; S004,91,provenance_only
M4-FUNG-0068:A92,M4-FUNG-0068,EVIDENCE_SUMMARY,product_formation_evidence,very_high,PRESENT,S003,92,provenance_only
M4-FUNG-0068:A93,M4-FUNG-0068,EVIDENCE_SUMMARY,product_recovery_evidence,very_high,PRESENT,S003,93,context_or_outcome
M4-FUNG-0068:A94,M4-FUNG-0068,EVIDENCE_SUMMARY,bgc_product_attribution,very_high,PRESENT,S003,94,provenance_only
M4-FUNG-0068:A95,M4-FUNG-0068,EVIDENCE_SUMMARY,gene_product_attribution,very high for RoqA/D/R/M/O/N; transporter contribution lower,PRESENT,S003,95,provenance_only
M4-FUNG-0068:A96,M4-FUNG-0068,EVIDENCE_SUMMARY,complete_pathway_reconstruction,near-complete for recorded pathway sequence; branch order demonstrates flexibility,PRESENT,S003; S004,96,provenance_only
M4-FUNG-0068:A97,M4-FUNG-0068,EVIDENCE_SUMMARY,major_unresolved_question,native physiological role and exact regulation upstream of PAA-mediated repression,PRESENT,S003,97,candidate_biological_feature
M4-FUNG-0068:A98,M4-FUNG-0068,EVIDENCE_SUMMARY,major_database_problem,current broad generated region can obscure the compact seven-gene evidence locus,PRESENT,S001,98,provenance_only
M4-FUNG-0068:A99,M4-FUNG-0068,EVIDENCE_SUMMARY,best_use_case_for_atlas,"branched pathway with convergent chemistry, assignment revisions, and medium-dependent cross-pathway repression",PRESENT,,99,provenance_only
