evidence_link_id,record_type,record_key,dossier_id,source_id,source_key,link_status,record_source_row
ELINK_044a78865ac2,ASSERTION,M4-FUNG-0356:A16,M4-FUNG-0356,S002,M4-FUNG-0356:S002,resolved,16
ELINK_f8e723d8a11e,BGC_FACET,M4-FUNG-0356:biosynthesis.database_class:16,M4-FUNG-0356,S001,M4-FUNG-0356:S001,resolved,16
ELINK_0129cf0b40d1,BGC_FACET,M4-FUNG-0356:biosynthesis.database_class:16,M4-FUNG-0356,S002,M4-FUNG-0356:S002,resolved,16
ELINK_67ede6207161,ASSERTION,M4-FUNG-0356:A17,M4-FUNG-0356,S002,M4-FUNG-0356:S002,resolved,17
ELINK_a004661beb14,ASSERTION,M4-FUNG-0356:A18,M4-FUNG-0356,S002,M4-FUNG-0356:S002,resolved,18
ELINK_693499679d7b,ASSERTION,M4-FUNG-0356:A19,M4-FUNG-0356,S002,M4-FUNG-0356:S002,resolved,19
ELINK_d0b5e6eec861,ASSERTION,M4-FUNG-0356:A20,M4-FUNG-0356,S002,M4-FUNG-0356:S002,resolved,20
ELINK_0b4819633ede,ASSERTION,M4-FUNG-0356:A21,M4-FUNG-0356,S002,M4-FUNG-0356:S002,resolved,21
ELINK_232294478e4c,ASSERTION,M4-FUNG-0356:A22,M4-FUNG-0356,S002,M4-FUNG-0356:S002,resolved,22
ELINK_2e1d2e0229bd,BGC_FACET,M4-FUNG-0356:biology.biological_role:22,M4-FUNG-0356,S002,M4-FUNG-0356:S002,resolved,22
ELINK_c85eb50bb76b,CLAIM,M4-FUNG-0356:C001,M4-FUNG-0356,S002,M4-FUNG-0356:S002,resolved,29
ELINK_31f0ddaae594,ASSERTION,M4-FUNG-0357:A10,M4-FUNG-0357,S001,M4-FUNG-0357:S001,resolved,10
ELINK_580849112c61,ASSERTION,M4-FUNG-0357:A11,M4-FUNG-0357,S001,M4-FUNG-0357:S001,resolved,11
ELINK_16dc3c8240aa,ASSERTION,M4-FUNG-0357:A12,M4-FUNG-0357,S001,M4-FUNG-0357:S001,resolved,12
ELINK_c89497e86554,ASSERTION,M4-FUNG-0357:A12,M4-FUNG-0357,S004,M4-FUNG-0357:S004,resolved,12
ELINK_38e1148127da,ASSERTION,M4-FUNG-0357:A13,M4-FUNG-0357,S004,M4-FUNG-0357:S004,resolved,13
ELINK_c43e7498648f,ASSERTION,M4-FUNG-0357:A14,M4-FUNG-0357,S001,M4-FUNG-0357:S001,resolved,14
ELINK_749ec83186c7,ASSERTION,M4-FUNG-0357:A14,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,14
ELINK_1bc52ebd415d,ASSERTION,M4-FUNG-0357:A15,M4-FUNG-0357,S001,M4-FUNG-0357:S001,resolved,15
ELINK_fdf21f5e5fa3,ASSERTION,M4-FUNG-0357:A15,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,15
ELINK_f4b3ab190cd0,BGC_FACET,M4-FUNG-0357:chemistry.primary_product:15,M4-FUNG-0357,S001,M4-FUNG-0357:S001,resolved,15
ELINK_966e4232da39,BGC_FACET,M4-FUNG-0357:chemistry.primary_product:15,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,15
ELINK_f32bd768d9be,ASSERTION,M4-FUNG-0357:A16,M4-FUNG-0357,S001,M4-FUNG-0357:S001,resolved,16
ELINK_d646d3cb9085,ASSERTION,M4-FUNG-0357:A16,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,16
ELINK_9a2fc97d8a71,BGC_FACET,M4-FUNG-0357:biosynthesis.database_class:16,M4-FUNG-0357,S001,M4-FUNG-0357:S001,resolved,16
ELINK_e5d950015cbd,BGC_FACET,M4-FUNG-0357:biosynthesis.database_class:16,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,16
ELINK_41748d2c6c3e,ASSERTION,M4-FUNG-0357:A17,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,17
ELINK_da612bda0c67,ASSERTION,M4-FUNG-0357:A18,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,18
ELINK_f2eddaabc349,ASSERTION,M4-FUNG-0357:A19,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,19
ELINK_1a6df96b240e,ASSERTION,M4-FUNG-0357:A20,M4-FUNG-0357,S001,M4-FUNG-0357:S001,resolved,20
ELINK_a2b4874d7ce6,ASSERTION,M4-FUNG-0357:A20,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,20
ELINK_bc21ad8325f2,ASSERTION,M4-FUNG-0357:A21,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,21
ELINK_044f1528ba06,ASSERTION,M4-FUNG-0357:A22,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,22
ELINK_64412c40b716,BGC_FACET,M4-FUNG-0357:biology.biological_role:22,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,22
ELINK_ac8c7adba8be,CLAIM,M4-FUNG-0357:C001,M4-FUNG-0357,S002,M4-FUNG-0357:S002,resolved,29
ELINK_f3feef2de803,ASSERTION,M4-FUNG-0358:A10,M4-FUNG-0358,S001,M4-FUNG-0358:S001,resolved,10
ELINK_fb6354ebe26f,ASSERTION,M4-FUNG-0358:A11,M4-FUNG-0358,S001,M4-FUNG-0358:S001,resolved,11
ELINK_059b0edf65c4,ASSERTION,M4-FUNG-0358:A12,M4-FUNG-0358,S001,M4-FUNG-0358:S001,resolved,12
ELINK_f0941503f617,ASSERTION,M4-FUNG-0358:A12,M4-FUNG-0358,S004,M4-FUNG-0358:S004,resolved,12
ELINK_e0bd6c1462d7,ASSERTION,M4-FUNG-0358:A13,M4-FUNG-0358,S004,M4-FUNG-0358:S004,resolved,13
ELINK_9485351afb78,ASSERTION,M4-FUNG-0358:A14,M4-FUNG-0358,S001,M4-FUNG-0358:S001,resolved,14
ELINK_26548ee7ec55,ASSERTION,M4-FUNG-0358:A14,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,14
ELINK_335d36d83a7a,ASSERTION,M4-FUNG-0358:A15,M4-FUNG-0358,S001,M4-FUNG-0358:S001,resolved,15
ELINK_e2bc75c8b0c2,ASSERTION,M4-FUNG-0358:A15,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,15
ELINK_05c463350370,BGC_FACET,M4-FUNG-0358:chemistry.primary_product:15,M4-FUNG-0358,S001,M4-FUNG-0358:S001,resolved,15
ELINK_105d771228b7,BGC_FACET,M4-FUNG-0358:chemistry.primary_product:15,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,15
ELINK_ff600e55464c,ASSERTION,M4-FUNG-0358:A16,M4-FUNG-0358,S001,M4-FUNG-0358:S001,resolved,16
ELINK_07be25b14d1e,ASSERTION,M4-FUNG-0358:A16,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,16
ELINK_025fd72cb3de,BGC_FACET,M4-FUNG-0358:biosynthesis.database_class:16,M4-FUNG-0358,S001,M4-FUNG-0358:S001,resolved,16
ELINK_3dc8a9766da1,BGC_FACET,M4-FUNG-0358:biosynthesis.database_class:16,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,16
ELINK_54d61355349e,ASSERTION,M4-FUNG-0358:A17,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,17
ELINK_dccbb458d1b9,ASSERTION,M4-FUNG-0358:A18,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,18
ELINK_991c99e8cb5a,ASSERTION,M4-FUNG-0358:A19,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,19
ELINK_71deb5fc3540,ASSERTION,M4-FUNG-0358:A20,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,20
ELINK_242528fcb144,ASSERTION,M4-FUNG-0358:A21,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,21
ELINK_68ef5e6531f2,ASSERTION,M4-FUNG-0358:A22,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,22
ELINK_cbb711c82909,BGC_FACET,M4-FUNG-0358:biology.biological_role:22,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,22
ELINK_8e102af39560,CLAIM,M4-FUNG-0358:C001,M4-FUNG-0358,S002,M4-FUNG-0358:S002,resolved,29
ELINK_9f58d5884eb6,ASSERTION,M4-FUNG-0359:A10,M4-FUNG-0359,S001,M4-FUNG-0359:S001,resolved,10
ELINK_7637e254cc28,ASSERTION,M4-FUNG-0359:A11,M4-FUNG-0359,S001,M4-FUNG-0359:S001,resolved,11
ELINK_2caf774e1076,ASSERTION,M4-FUNG-0359:A12,M4-FUNG-0359,S001,M4-FUNG-0359:S001,resolved,12
ELINK_0e1019434bc3,ASSERTION,M4-FUNG-0359:A12,M4-FUNG-0359,S004,M4-FUNG-0359:S004,resolved,12
ELINK_ee33607d8ee9,ASSERTION,M4-FUNG-0359:A13,M4-FUNG-0359,S004,M4-FUNG-0359:S004,resolved,13
ELINK_53d1404d97fb,ASSERTION,M4-FUNG-0359:A14,M4-FUNG-0359,S001,M4-FUNG-0359:S001,resolved,14
ELINK_7cf8f4b05db6,ASSERTION,M4-FUNG-0359:A14,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,14
ELINK_8703d68cfc15,ASSERTION,M4-FUNG-0359:A15,M4-FUNG-0359,S001,M4-FUNG-0359:S001,resolved,15
ELINK_c80708e74ee9,ASSERTION,M4-FUNG-0359:A15,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,15
ELINK_e6df436e403d,BGC_FACET,M4-FUNG-0359:chemistry.primary_product:15,M4-FUNG-0359,S001,M4-FUNG-0359:S001,resolved,15
ELINK_73087b754dff,BGC_FACET,M4-FUNG-0359:chemistry.primary_product:15,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,15
ELINK_25feef48fdec,ASSERTION,M4-FUNG-0359:A16,M4-FUNG-0359,S001,M4-FUNG-0359:S001,resolved,16
ELINK_f94bf31a4a56,ASSERTION,M4-FUNG-0359:A16,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,16
ELINK_b11e9525ccca,BGC_FACET,M4-FUNG-0359:biosynthesis.database_class:16,M4-FUNG-0359,S001,M4-FUNG-0359:S001,resolved,16
ELINK_5676be82cce9,BGC_FACET,M4-FUNG-0359:biosynthesis.database_class:16,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,16
ELINK_0c2b75a928eb,ASSERTION,M4-FUNG-0359:A17,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,17
ELINK_95b939293a67,ASSERTION,M4-FUNG-0359:A18,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,18
ELINK_f4a3ce037f3c,ASSERTION,M4-FUNG-0359:A19,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,19
ELINK_28fa4b0f3c88,ASSERTION,M4-FUNG-0359:A20,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,20
ELINK_162b64349e11,ASSERTION,M4-FUNG-0359:A21,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,21
ELINK_75e891fdbda6,ASSERTION,M4-FUNG-0359:A22,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,22
ELINK_b173c3264a10,BGC_FACET,M4-FUNG-0359:biology.biological_role:22,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,22
ELINK_7dbdad92dcc7,CLAIM,M4-FUNG-0359:C001,M4-FUNG-0359,S002,M4-FUNG-0359:S002,resolved,29
ELINK_7b3c3ccbe0ad,ASSERTION,M4-FUNG-0360:A10,M4-FUNG-0360,S001,M4-FUNG-0360:S001,resolved,10
ELINK_9245595b4bab,ASSERTION,M4-FUNG-0360:A11,M4-FUNG-0360,S001,M4-FUNG-0360:S001,resolved,11
ELINK_fb1d1da8cbcf,ASSERTION,M4-FUNG-0360:A12,M4-FUNG-0360,S001,M4-FUNG-0360:S001,resolved,12
ELINK_0ec5db164363,ASSERTION,M4-FUNG-0360:A12,M4-FUNG-0360,S004,M4-FUNG-0360:S004,resolved,12
ELINK_1bc4ebe89bca,ASSERTION,M4-FUNG-0360:A13,M4-FUNG-0360,S004,M4-FUNG-0360:S004,resolved,13
ELINK_50b9252024f8,ASSERTION,M4-FUNG-0360:A14,M4-FUNG-0360,S001,M4-FUNG-0360:S001,resolved,14
ELINK_93404381a7f2,ASSERTION,M4-FUNG-0360:A14,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,14
ELINK_c243a39f4c16,ASSERTION,M4-FUNG-0360:A15,M4-FUNG-0360,S001,M4-FUNG-0360:S001,resolved,15
ELINK_42dedf75bbf1,ASSERTION,M4-FUNG-0360:A15,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,15
ELINK_6b2b2df87e3c,BGC_FACET,M4-FUNG-0360:chemistry.primary_product:15,M4-FUNG-0360,S001,M4-FUNG-0360:S001,resolved,15
ELINK_7ec0fed4b256,BGC_FACET,M4-FUNG-0360:chemistry.primary_product:15,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,15
ELINK_d6e12957f876,ASSERTION,M4-FUNG-0360:A16,M4-FUNG-0360,S001,M4-FUNG-0360:S001,resolved,16
ELINK_443297394d04,ASSERTION,M4-FUNG-0360:A16,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,16
ELINK_e6361e9cc639,BGC_FACET,M4-FUNG-0360:biosynthesis.database_class:16,M4-FUNG-0360,S001,M4-FUNG-0360:S001,resolved,16
ELINK_14412f8dc5c5,BGC_FACET,M4-FUNG-0360:biosynthesis.database_class:16,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,16
ELINK_73d55c648b69,ASSERTION,M4-FUNG-0360:A17,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,17
ELINK_1841ec9afd20,ASSERTION,M4-FUNG-0360:A18,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,18
ELINK_0d7071d7b905,ASSERTION,M4-FUNG-0360:A18,M4-FUNG-0360,S003,M4-FUNG-0360:S003,resolved,18
ELINK_6baf72f83a07,ASSERTION,M4-FUNG-0360:A19,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,19
ELINK_bdb708f4ba5a,ASSERTION,M4-FUNG-0360:A19,M4-FUNG-0360,S003,M4-FUNG-0360:S003,resolved,19
ELINK_481f1cda4adb,ASSERTION,M4-FUNG-0360:A20,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,20
ELINK_805f1ca73d30,ASSERTION,M4-FUNG-0360:A20,M4-FUNG-0360,S003,M4-FUNG-0360:S003,resolved,20
ELINK_16c5d62a2387,ASSERTION,M4-FUNG-0360:A21,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,21
ELINK_e4bbe69170c6,ASSERTION,M4-FUNG-0360:A21,M4-FUNG-0360,S003,M4-FUNG-0360:S003,resolved,21
ELINK_eab69d21ad52,ASSERTION,M4-FUNG-0360:A22,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,22
ELINK_54037ebc98f0,BGC_FACET,M4-FUNG-0360:biology.biological_role:22,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,22
ELINK_902886b2d898,CLAIM,M4-FUNG-0360:C001,M4-FUNG-0360,S002,M4-FUNG-0360:S002,resolved,29
ELINK_1c69c00114a1,ASSERTION,M4-FUNG-0361:A10,M4-FUNG-0361,S001,M4-FUNG-0361:S001,resolved,10
ELINK_8526200a75ab,ASSERTION,M4-FUNG-0361:A11,M4-FUNG-0361,S001,M4-FUNG-0361:S001,resolved,11
ELINK_d6e7634a673c,ASSERTION,M4-FUNG-0361:A12,M4-FUNG-0361,S001,M4-FUNG-0361:S001,resolved,12
ELINK_d9b361e45ddb,ASSERTION,M4-FUNG-0361:A12,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,12
ELINK_3721f9779486,ASSERTION,M4-FUNG-0361:A12,M4-FUNG-0361,S004,M4-FUNG-0361:S004,resolved,12
ELINK_6e8c468d6f35,ASSERTION,M4-FUNG-0361:A13,M4-FUNG-0361,S004,M4-FUNG-0361:S004,resolved,13
ELINK_d0516e46883e,ASSERTION,M4-FUNG-0361:A14,M4-FUNG-0361,S001,M4-FUNG-0361:S001,resolved,14
ELINK_f4bd6c74f561,ASSERTION,M4-FUNG-0361:A14,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,14
ELINK_4c456980eb97,ASSERTION,M4-FUNG-0361:A15,M4-FUNG-0361,S001,M4-FUNG-0361:S001,resolved,15
ELINK_e09762f5c0d2,ASSERTION,M4-FUNG-0361:A15,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,15
ELINK_0d6af676776e,BGC_FACET,M4-FUNG-0361:chemistry.primary_product:15,M4-FUNG-0361,S001,M4-FUNG-0361:S001,resolved,15
ELINK_904204462c13,BGC_FACET,M4-FUNG-0361:chemistry.primary_product:15,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,15
ELINK_380b613729ea,ASSERTION,M4-FUNG-0361:A16,M4-FUNG-0361,S001,M4-FUNG-0361:S001,resolved,16
ELINK_dbf068361da5,ASSERTION,M4-FUNG-0361:A16,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,16
ELINK_9abc36a4a3e4,BGC_FACET,M4-FUNG-0361:biosynthesis.database_class:16,M4-FUNG-0361,S001,M4-FUNG-0361:S001,resolved,16
ELINK_15117ee8f830,BGC_FACET,M4-FUNG-0361:biosynthesis.database_class:16,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,16
ELINK_acb48e47b12d,ASSERTION,M4-FUNG-0361:A17,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,17
ELINK_da15229a2dc1,ASSERTION,M4-FUNG-0361:A18,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,18
ELINK_8804d34ac2fe,ASSERTION,M4-FUNG-0361:A19,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,19
ELINK_c47a3601b19e,ASSERTION,M4-FUNG-0361:A20,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,20
ELINK_d46e24b25095,ASSERTION,M4-FUNG-0361:A21,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,21
ELINK_1221a8fbe166,ASSERTION,M4-FUNG-0361:A22,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,22
ELINK_1f9ec56b8ac5,BGC_FACET,M4-FUNG-0361:biology.biological_role:22,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,22
ELINK_3b9e541e11f2,CLAIM,M4-FUNG-0361:C001,M4-FUNG-0361,S002,M4-FUNG-0361:S002,resolved,29
ELINK_7f4220ef1bdd,ASSERTION,M4-FUNG-0362:A10,M4-FUNG-0362,S001,M4-FUNG-0362:S001,resolved,10
ELINK_f947d81edbb6,ASSERTION,M4-FUNG-0362:A11,M4-FUNG-0362,S001,M4-FUNG-0362:S001,resolved,11
ELINK_bf56e1756f44,ASSERTION,M4-FUNG-0362:A12,M4-FUNG-0362,S001,M4-FUNG-0362:S001,resolved,12
ELINK_eea0db4c273e,ASSERTION,M4-FUNG-0362:A12,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,12
ELINK_9999cc099aae,ASSERTION,M4-FUNG-0362:A12,M4-FUNG-0362,S004,M4-FUNG-0362:S004,resolved,12
ELINK_3f99ed269018,ASSERTION,M4-FUNG-0362:A13,M4-FUNG-0362,S004,M4-FUNG-0362:S004,resolved,13
ELINK_f21154ffb956,ASSERTION,M4-FUNG-0362:A14,M4-FUNG-0362,S001,M4-FUNG-0362:S001,resolved,14
ELINK_977ba16445f4,ASSERTION,M4-FUNG-0362:A14,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,14
ELINK_538cec438770,ASSERTION,M4-FUNG-0362:A15,M4-FUNG-0362,S001,M4-FUNG-0362:S001,resolved,15
ELINK_396ca31faa2e,ASSERTION,M4-FUNG-0362:A15,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,15
ELINK_374302f46e6d,BGC_FACET,M4-FUNG-0362:chemistry.primary_product:15,M4-FUNG-0362,S001,M4-FUNG-0362:S001,resolved,15
ELINK_6db9ad4a181a,BGC_FACET,M4-FUNG-0362:chemistry.primary_product:15,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,15
ELINK_f8956085f740,ASSERTION,M4-FUNG-0362:A16,M4-FUNG-0362,S001,M4-FUNG-0362:S001,resolved,16
ELINK_88ae49c3f784,ASSERTION,M4-FUNG-0362:A16,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,16
ELINK_3b968b886d66,BGC_FACET,M4-FUNG-0362:biosynthesis.database_class:16,M4-FUNG-0362,S001,M4-FUNG-0362:S001,resolved,16
ELINK_bef64410ba40,BGC_FACET,M4-FUNG-0362:biosynthesis.database_class:16,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,16
ELINK_dcd09ed6b627,ASSERTION,M4-FUNG-0362:A17,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,17
ELINK_b9b967c83e30,ASSERTION,M4-FUNG-0362:A17,M4-FUNG-0362,S003,M4-FUNG-0362:S003,resolved,17
ELINK_fc66c7de6e07,ASSERTION,M4-FUNG-0362:A18,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,18
ELINK_784deefbb44f,ASSERTION,M4-FUNG-0362:A18,M4-FUNG-0362,S003,M4-FUNG-0362:S003,resolved,18
ELINK_5661d990689a,ASSERTION,M4-FUNG-0362:A19,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,19
ELINK_023ea2c3021b,ASSERTION,M4-FUNG-0362:A20,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,20
ELINK_cc92ed52a7a7,ASSERTION,M4-FUNG-0362:A21,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,21
ELINK_46cf5ede6265,ASSERTION,M4-FUNG-0362:A22,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,22
ELINK_00bca0801760,BGC_FACET,M4-FUNG-0362:biology.biological_role:22,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,22
ELINK_7d16ef7c3dc6,CLAIM,M4-FUNG-0362:C001,M4-FUNG-0362,S001,M4-FUNG-0362:S001,resolved,29
ELINK_85f09c5c164f,CLAIM,M4-FUNG-0362:C001,M4-FUNG-0362,S002,M4-FUNG-0362:S002,resolved,29
ELINK_ccfedc180860,CLAIM,M4-FUNG-0362:C001,M4-FUNG-0362,S003,M4-FUNG-0362:S003,resolved,29
ELINK_915298109d49,ASSERTION,M4-FUNG-0363:A10,M4-FUNG-0363,S001,M4-FUNG-0363:S001,resolved,10
ELINK_1a5b46e2cabf,ASSERTION,M4-FUNG-0363:A11,M4-FUNG-0363,S001,M4-FUNG-0363:S001,resolved,11
ELINK_82ed86f8575b,ASSERTION,M4-FUNG-0363:A12,M4-FUNG-0363,S001,M4-FUNG-0363:S001,resolved,12
ELINK_a0eb55f49d9a,ASSERTION,M4-FUNG-0363:A12,M4-FUNG-0363,S004,M4-FUNG-0363:S004,resolved,12
ELINK_70f0dfa24db3,ASSERTION,M4-FUNG-0363:A13,M4-FUNG-0363,S004,M4-FUNG-0363:S004,resolved,13
ELINK_bbb869295eb9,ASSERTION,M4-FUNG-0363:A14,M4-FUNG-0363,S001,M4-FUNG-0363:S001,resolved,14
ELINK_f4a60212645b,ASSERTION,M4-FUNG-0363:A14,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,14
ELINK_764d1fd01161,ASSERTION,M4-FUNG-0363:A15,M4-FUNG-0363,S001,M4-FUNG-0363:S001,resolved,15
ELINK_9a8417b7c0c5,ASSERTION,M4-FUNG-0363:A15,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,15
ELINK_65383a829614,BGC_FACET,M4-FUNG-0363:chemistry.primary_product:15,M4-FUNG-0363,S001,M4-FUNG-0363:S001,resolved,15
ELINK_f4d4b61b1005,BGC_FACET,M4-FUNG-0363:chemistry.primary_product:15,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,15
ELINK_0afdbe97bfee,ASSERTION,M4-FUNG-0363:A16,M4-FUNG-0363,S001,M4-FUNG-0363:S001,resolved,16
ELINK_8978610b4807,ASSERTION,M4-FUNG-0363:A16,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,16
ELINK_9644561177f5,BGC_FACET,M4-FUNG-0363:biosynthesis.database_class:16,M4-FUNG-0363,S001,M4-FUNG-0363:S001,resolved,16
ELINK_855e3072de0f,BGC_FACET,M4-FUNG-0363:biosynthesis.database_class:16,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,16
ELINK_8837d2181b47,ASSERTION,M4-FUNG-0363:A17,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,17
ELINK_7c4fa394b6e3,ASSERTION,M4-FUNG-0363:A18,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,18
ELINK_0071f3f195b5,ASSERTION,M4-FUNG-0363:A19,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,19
ELINK_4ed2627385dc,ASSERTION,M4-FUNG-0363:A20,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,20
ELINK_500784dc6067,ASSERTION,M4-FUNG-0363:A21,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,21
ELINK_885cde53e5a5,ASSERTION,M4-FUNG-0363:A22,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,22
ELINK_bb9c984e8285,BGC_FACET,M4-FUNG-0363:biology.biological_role:22,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,22
ELINK_475a8745c41c,CLAIM,M4-FUNG-0363:C001,M4-FUNG-0363,S002,M4-FUNG-0363:S002,resolved,29
ELINK_28a43d66bb5a,ASSERTION,M4-FUNG-0364:A10,M4-FUNG-0364,S001,M4-FUNG-0364:S001,resolved,10
ELINK_a332a05cec17,ASSERTION,M4-FUNG-0364:A11,M4-FUNG-0364,S001,M4-FUNG-0364:S001,resolved,11
ELINK_51837e512990,ASSERTION,M4-FUNG-0364:A12,M4-FUNG-0364,S001,M4-FUNG-0364:S001,resolved,12
ELINK_0afd94d37748,ASSERTION,M4-FUNG-0364:A12,M4-FUNG-0364,S002,M4-FUNG-0364:S002,resolved,12
ELINK_127c5ccc9688,ASSERTION,M4-FUNG-0364:A12,M4-FUNG-0364,S004,M4-FUNG-0364:S004,resolved,12
ELINK_145d963d88a5,ASSERTION,M4-FUNG-0364:A13,M4-FUNG-0364,S004,M4-FUNG-0364:S004,resolved,13
ELINK_9fa63cbac558,ASSERTION,M4-FUNG-0364:A14,M4-FUNG-0364,S001,M4-FUNG-0364:S001,resolved,14
ELINK_487ac78e528a,ASSERTION,M4-FUNG-0364:A15,M4-FUNG-0364,S001,M4-FUNG-0364:S001,resolved,15
ELINK_2c0b5b4f1faf,ASSERTION,M4-FUNG-0364:A15,M4-FUNG-0364,S002,M4-FUNG-0364:S002,resolved,15
ELINK_eabbfeddcc1d,BGC_FACET,M4-FUNG-0364:chemistry.primary_product:15,M4-FUNG-0364,S001,M4-FUNG-0364:S001,resolved,15
ELINK_88eecd563135,BGC_FACET,M4-FUNG-0364:chemistry.primary_product:15,M4-FUNG-0364,S002,M4-FUNG-0364:S002,resolved,15
ELINK_85235ecd9dfa,ASSERTION,M4-FUNG-0364:A16,M4-FUNG-0364,S001,M4-FUNG-0364:S001,resolved,16
ELINK_0e6e5e21378b,ASSERTION,M4-FUNG-0364:A16,M4-FUNG-0364,S002,M4-FUNG-0364:S002,resolved,16
